date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wtravel_outside_state_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2020-01-04,202001,X,US,,,,,,,,,,,,,,,,,,179143.0,1229.0,,,,,,,,,
2020-01-11,202002,X,US,,,,,,,,,,,,,,,,,,180831.0,1443.6666666666700,,,,,,,,,
2020-01-18,202003,X,US,,,,,,,93.88428571428570,,,,,,,,,,,176752.0,1042.6666666666700,,,,,,,,,
2020-01-25,202004,X,US,,,,,,,107.58285714285700,,,,,,,,,,,176066.0,896.0,1.0,1.0,,,2.0,2.0,,,
2020-02-01,202005,X,US,,,,,,,106.4342857142860,,,,,,,,,,,175092.0,880.0,1.0,0.0,,,8.0,6.0,,,
2020-02-08,202006,X,US,,,,,,,106.0757142857140,,,,,,,,,,,177040.0,1059.6666666666700,1.0,0.0,,,12.0,4.0,,,
2020-02-15,202007,X,US,6.0,2.0,15.0,3.0,2.0,-1.0,115.22142857142900,,,,,,,,,,,175040.0,678.3333333333330,1.0,0.0,,,14.0,2.0,,,
2020-02-22,202008,X,US,3.5714285714285700,0.14285714285714300,12.714285714285700,0.14285714285714300,-2.7142857142857100,0.7142857142857140,116.91714285714300,,,,,,,,,,,175393.0,892.6666666666670,1.0,0.0,,,16.0,2.0,,,
2020-02-29,202009,X,US,6.857142857142860,2.857142857142860,12.714285714285700,3.857142857142860,2.4285714285714300,-0.7142857142857140,117.91428571428600,,,,,,,,,,,176648.0,921.3333333333330,2.0,1.0,,,26.0,10.0,,,
2020-03-07,202010,X,US,8.857142857142860,7.0,18.142857142857100,3.5714285714285700,3.0,-1.0,118.84142857142900,,,,,,,,,,0.1,177707.0,1183.3333333333300,18.0,16.0,,,417.0,391.0,6044.0,740.0,6811.0
2020-03-14,202011,X,US,4.571428571428570,13.857142857142900,20.142857142857100,-3.857142857142860,-1.7142857142857100,1.0,108.85285714285700,,,,,,,,,,0.6,174586.66666666700,682.0,61.0,43.0,,,2952.0,2535.0,41151.0,4519.0,45806.0
2020-03-21,202012,X,US,-22.714285714285700,9.285714285714290,2.142857142857140,-28.571428571428600,-25.428571428571400,11.142857142857100,73.85428571428570,,,,,,,,,,2.9,175517.66666666700,859.0,482.0,421.0,,,26056.0,23104.0,296556.0,44477.0,341367.0
2020-03-28,202013,X,US,-41.57142857142860,-14.142857142857100,-11.571428571428600,-47.142857142857100,-41.42857142857140,17.428571428571400,54.932857142857100,,,,,,,,,,7.6,183165.33333333300,7269.333333333330,3018.0,2536.0,,,127417.0,101361.0,616817.0,136238.0,753754.0
2020-04-04,202014,X,US,-42.0,-15.0,-15.857142857142900,-50.0,-45.857142857142900,18.428571428571400,53.49,,,,,,,,,,9.5,201348.66666666700,26083.666666666700,11165.0,8147.0,,,319776.0,192359.0,788656.0,210315.0,1000538.0
2020-04-11,202015,X,US,-43.714285714285700,-14.0,-13.714285714285700,-52.142857142857100,-48.285714285714300,19.285714285714300,55.09714285714290,515.0,,,,,,,,,9.2,214520.66666666700,40544.333333333300,25786.0,14621.0,0.7108754428571430,0.7307951142857140,540714.0,220938.0,939469.0,236810.0,1178882.0
2020-04-18,202016,X,US,-44.285714285714300,-19.285714285714300,-22.0,-51.142857142857100,-46.42857142857140,18.714285714285700,59.231428571428600,580.0,,,,,,,,,9.9,208434.33333333300,35957.666666666700,40955.0,15169.0,0.7109041285714290,0.7307879857142860,738464.0,197750.0,892426.0,208403.0,1103334.0
2020-04-25,202017,X,US,-40.142857142857100,-14.857142857142900,-8.571428571428570,-48.285714285714300,-44.57142857142860,17.714285714285700,66.66428571428570,373.0,,,,,,,,,9.5,202815.0,31831.0,56446.0,15491.0,0.6283897428571430,0.6441832142857140,944770.0,206306.0,1227001.0,226813.0,1457666.0
2020-05-02,202018,X,US,-35.0,-10.0,1.7142857142857100,-44.57142857142860,-42.57142857142860,15.285714285714300,73.83428571428570,516.0,,,,,,,,,9.3,192206.33333333300,23444.666666666700,69810.0,13364.0,0.5088696714285710,0.5178459571428570,1138174.0,193404.0,1625108.0,248582.0,1880961.0
2020-05-09,202019,X,US,-30.142857142857100,-3.5714285714285700,9.428571428571430,-41.42857142857140,-39.57142857142860,14.571428571428600,83.30571428571430,472.0,,,,,,,,,8.2,187279.33333333300,20332.666666666700,82066.0,12256.0,0.35081660000000000,0.3598620142857140,1313586.0,175412.0,2002143.0,230333.0,2239644.0
2020-05-16,202020,X,US,-28.857142857142900,-5.142857142857140,14.428571428571400,-39.714285714285700,-37.57142857142860,13.857142857142900,67.17285714285710,453.0,,,,,,,,,7.6,182580.0,16468.666666666700,92060.0,9994.0,0.4411105142857140,0.4548870142857140,1469598.0,156012.0,2467775.0,221406.0,2695460.0
2020-05-23,202021,X,US,-25.0,-3.7142857142857100,23.142857142857100,-37.57142857142860,-35.714285714285700,12.857142857142900,104.16142857142900,417.0,,,,,,,,,7.4,176273.0,11777.666666666700,100524.0,8464.0,0.44596841428571400,0.4515527714285710,1623134.0,153536.0,2661071.0,214188.0,2882320.0
2020-05-30,202022,X,US,-23.428571428571400,-3.5714285714285700,40.0,-36.285714285714300,-37.142857142857100,12.428571428571400,109.40000000000000,309.0,,,,,,,,,6.1,171612.66666666700,8852.333333333330,107056.0,6532.0,0.4345449,0.4478035714285710,1769321.0,146187.0,2991826.0,213558.0,3215983.0
2020-06-06,202023,X,US,-19.142857142857100,-0.7142857142857140,38.285714285714300,-33.0,-30.428571428571400,10.571428571428600,115.56714285714300,208.0,,,,,,,,,4.8,170409.33333333300,8363.0,112966.0,5910.0,0.5294599428571430,0.5369131285714290,1919969.0,150648.0,3334085.0,211157.0,3552982.0
2020-06-13,202024,X,US,-16.428571428571400,-0.7142857142857140,49.714285714285700,-30.285714285714300,-29.285714285714300,9.428571428571430,125.25285714285700,278.0,,,,,,,,,4.0,168629.0,7113.0,118083.0,5117.0,0.4843879857142860,0.4989538714285710,2068727.0,148758.0,3560301.0,220602.0,3788211.0
2020-06-20,202025,X,US,-14.285714285714300,0.5714285714285710,59.42857142857140,-28.0,-29.0,8.428571428571430,131.56571428571400,246.0,,,,,,,,,4.0,168949.0,8005.0,122265.0,4182.0,0.5085006,0.5233573428571430,2251333.0,182606.0,3944248.0,318015.0,4270252.0
2020-06-27,202026,X,US,-15.285714285714300,-1.0,56.57142857142860,-27.428571428571400,-29.857142857142900,8.714285714285710,134.11714285714300,469.0,,,,,,,,,4.5,170405.33333333300,10036.666666666700,126133.0,3868.0,0.6046143571428570,0.6194119714285720,2511049.0,259716.0,4280452.0,400904.0,4690086.0
2020-07-04,202027,X,US,-13.714285714285700,2.5714285714285700,64.14285714285710,-27.714285714285700,-35.142857142857100,9.0,133.50285714285700,824.0,,,,,,,,,5.9,173763.0,14114.333333333300,129801.0,3668.0,0.7405214428571430,0.7675729428571430,2846609.0,335560.0,4697297.0,525094.0,5233289.0
2020-07-11,202028,X,US,-15.714285714285700,-2.2857142857142900,52.57142857142860,-27.714285714285700,-31.857142857142900,8.857142857142860,135.9857142857140,960.0,,,,,,,,,7.6,178810.66666666700,19293.666666666700,135083.0,5282.0,0.6763143285714290,0.6913498714285710,3249992.0,403383.0,5343815.0,628878.0,5987295.0
2020-07-18,202029,X,US,-14.714285714285700,-1.4285714285714300,60.285714285714300,-28.142857142857100,-30.714285714285700,8.714285714285710,138.28857142857100,18510.0,,,,,,,,,8.1,181165.66666666700,22446.666666666700,140628.0,5545.0,0.7024192285714290,0.7161957571428570,3702784.0,452792.0,5895500.0,657707.0,6571735.0
2020-07-25,202030,X,US,-15.285714285714300,-3.0,57.0,-28.857142857142900,-30.857142857142900,8.714285714285710,138.64714285714300,32789.0,,,,,,,,,7.6,183280.0,24839.666666666700,147106.0,6478.0,0.7175380857142860,0.7322686714285710,4165351.0,462567.0,6124896.0,631836.0,6788149.0
2020-08-01,202031,X,US,-14.571428571428600,-2.7142857142857100,57.57142857142860,-28.285714285714300,-31.285714285714300,8.428571428571430,140.2257142857140,38499.0,,,,,,,,,6.9,183221.0,25006.333333333300,155013.0,7907.0,0.6981561571428570,0.7171634571428570,4601267.0,435916.0,5721394.0,531577.0,6279339.0
2020-08-08,202032,X,US,-13.857142857142900,-2.5714285714285700,58.0,-28.142857142857100,-31.142857142857100,8.142857142857140,141.96714285714300,33252.0,,,,,,,,,6.2,182113.66666666700,24055.0,162272.0,7259.0,0.6789568142857140,0.7018009142857140,4990765.0,389498.0,5569450.0,443475.0,6029872.0
2020-08-15,202033,X,US,-14.714285714285700,-3.7142857142857100,56.285714285714300,-28.285714285714300,-31.0,7.714285714285710,144.07000000000000,31512.0,,,,,,,,,5.6,182483.0,24159.666666666700,169354.0,7082.0,0.6514791142857140,0.6756202571428570,5383025.0,392260.0,5613862.0,386467.0,6016510.0
2020-08-22,202034,X,US,-15.142857142857100,-4.571428571428570,50.142857142857100,-28.714285714285700,-30.142857142857100,7.714285714285710,142.65,30668.0,,,,,,,,,5.2,180131.66666666700,22100.666666666700,175511.0,6157.0,0.6489037571428570,0.6603789142857140,5684714.0,301689.0,5521431.0,335797.0,5871101.0
2020-08-29,202035,X,US,-15.857142857142900,-5.571428571428570,41.142857142857100,-29.428571428571400,-29.571428571428600,8.0,136.69571428571400,29304.0,,,,,,,,,4.4,176341.0,18124.666666666700,181814.0,6303.0,0.6626436428571430,0.6810569428571430,5975384.0,290670.0,5577734.0,327126.0,5917304.0
2020-09-05,202036,X,US,-13.428571428571400,-3.2857142857142900,48.714285714285700,-26.857142857142900,-29.857142857142900,6.714285714285710,139.90285714285700,27408.0,,,,,,,,,4.0,174534.0,15654.666666666700,187630.0,5816.0,0.7420396428571430,0.7600702571428570,6261914.0,286530.0,5673647.0,313612.0,5999259.0
2020-09-12,202037,X,US,-15.714285714285700,-5.714285714285710,45.142857142857100,-30.142857142857100,-34.42857142857140,7.857142857142860,136.4828571428570,27623.0,,,,,,,,,3.8,173160.33333333300,13716.0,192741.0,5111.0,0.6378786285714290,0.641687,6505632.0,243718.0,5340679.0,264062.0,5614210.0
2020-09-19,202038,X,US,-15.0,-6.0,38.714285714285700,-29.285714285714300,-27.0,6.857142857142860,135.47142857142900,24452.0,,,,,,,,,3.8,173715.33333333300,13830.333333333300,198151.0,5410.0,0.6216379714285720,0.6317492571428570,6795239.0,289607.0,6405266.0,304658.0,6719533.0
2020-09-26,202039,X,US,-15.285714285714300,-6.428571428571430,32.57142857142860,-30.142857142857100,-26.428571428571400,6.857142857142860,131.42857142857100,24483.0,,,,,,,,,4.2,176335.33333333300,15664.0,203457.0,5306.0,0.6024305857142860,0.6155617000000000,7087848.0,292609.0,6516179.0,318139.0,6844235.0
2020-10-03,202040,X,US,-14.571428571428600,-5.0,22.285714285714300,-29.714285714285700,-25.714285714285700,6.571428571428570,128.8357142857140,26998.0,,,,,,,,,4.4,174017.33333333300,12965.666666666700,208290.0,4833.0,0.6355318571428570,0.6487288714285710,7388999.0,301151.0,6476622.0,330126.0,6815325.0
2020-10-10,202041,X,US,-15.142857142857100,-5.142857142857140,27.714285714285700,-29.0,-26.0,6.571428571428570,128.87,32668.0,,,,,,,,,5.4,179294.66666666700,17035.666666666700,213321.0,5031.0,0.7671919571428570,0.7908022857142860,7721505.0,332506.0,7596242.0,394824.0,8007349.0
2020-10-17,202042,X,US,-15.714285714285700,-6.285714285714290,21.285714285714300,-29.285714285714300,-26.571428571428600,7.428571428571430,128.60142857142900,36275.0,12.0,,,,,,,,6.2,175484.33333333300,12356.666666666700,218468.0,5147.0,0.8086301857142860,0.8290362857142860,8107593.0,386088.0,7109654.0,441407.0,7574394.0
2020-10-24,202043,X,US,-16.571428571428600,-6.857142857142860,14.714285714285700,-29.142857142857100,-25.142857142857100,7.285714285714290,126.11428571428600,41086.0,218.0,,,,,,,,7.4,179327.0,15009.666666666700,224235.0,5767.0,0.8439743571428570,0.8595325,8589745.0,482152.0,7956842.0,548678.0,8534233.0
2020-10-31,202044,X,US,-16.714285714285700,-5.714285714285710,1.8571428571428600,-31.142857142857100,-25.428571428571400,7.857142857142860,121.41428571428600,46081.0,428.0,,,,,,,,9.1,181971.33333333300,16616.666666666700,230168.0,5933.0,0.8836180857142860,0.9040916000000000,9157467.0,567722.0,8078555.0,652397.0,8761510.0
2020-11-07,202045,X,US,-16.571428571428600,-7.428571428571430,6.142857142857140,-32.57142857142860,-25.428571428571400,7.857142857142860,112.38285714285700,55413.0,477.0,,,,,,,,11.9,192649.0,25651.666666666700,237389.0,7221.0,1.1903038857142900,1.2230554285714300,9924333.0,766866.0,8788035.0,887897.0,9700967.0
2020-11-14,202046,X,US,-18.0,-8.142857142857140,-3.2857142857142900,-34.285714285714300,-26.571428571428600,9.0,108.86000000000000,69760.0,585.0,,,,,,,,15.5,194504.33333333300,26650.0,245285.0,7896.0,1.1794938285714300,1.1959692,10947561.0,1023228.0,9664627.0,1188576.0,10875263.0
2020-11-21,202047,X,US,-19.571428571428600,-7.0,-7.142857142857140,-34.0,-25.857142857142900,9.142857142857140,108.08285714285700,81599.0,548.0,,,,,,,,17.6,200402.0,31171.0,256091.0,10806.0,1.1687559857142900,1.1946738714285700,12150765.0,1203204.0,11403078.0,1297842.0,12729488.0
2020-11-28,202048,X,US,-24.714285714285700,-6.428571428571430,-7.571428571428570,-38.714285714285700,-40.57142857142860,12.285714285714300,101.09571428571400,85942.0,590.0,,,,,,,,18.3,203049.0,32437.666666666700,266879.0,10788.0,1.2112881142857100,1.2459156571428600,13332741.0,1181976.0,10373341.0,1208024.0,11611114.0
