epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202001,X,US,,,,,,,,,,,,179143.0,1363.0,,,,,,,
202002,X,US,,,,,,,,,,,,180831.0,1638.666666666667,,,,,,,
202003,X,US,,,,,,,,,,,,176752.0,1025.6666666666667,,,,,,,
202004,X,US,,,,,,,,,,,,176066.0,889.0,1.0,1.0,2.0,2.0,,,
202005,X,US,,,,,,,,,,,,175092.0,1016.0,1.0,0.0,8.0,6.0,,,
202006,X,US,,,,,,,,,,,,177040.0,1071.6666666666667,1.0,0.0,12.0,4.0,,,
202007,X,US,6.0,2.0,15.0,3.0,2.0,-1.0,,,,,,175040.0,903.3333333333335,1.0,0.0,14.0,2.0,,,
202008,X,US,3.5714285714285716,0.14285714285714285,12.714285714285714,0.14285714285714285,-2.7142857142857144,0.7142857142857143,,,,,,175393.0,970.3333333333335,1.0,0.0,16.0,2.0,,,
202009,X,US,6.857142857142857,2.857142857142857,12.714285714285714,3.857142857142857,2.4285714285714284,-0.7142857142857143,,,,,,176648.0,923.3333333333335,2.0,1.0,26.0,10.0,,,
202010,X,US,8.857142857142858,7.0,18.142857142857142,3.5714285714285716,3.0,-1.0,,,,,0.1,177707.0,1214.0,18.0,16.0,417.0,391.0,6043.0,738.0,6808.0
202011,X,US,4.571428571428571,13.857142857142858,20.142857142857142,-3.857142857142857,-1.7142857142857142,1.0,,,,,0.6,174586.66666666663,922.0,61.0,43.0,2952.0,2535.0,41153.0,4517.0,45805.0
202012,X,US,-22.714285714285715,9.285714285714286,2.142857142857143,-28.571428571428573,-25.428571428571427,11.142857142857142,,,,,2.9,175517.66666666663,1073.0,482.0,421.0,26056.0,23104.0,296563.0,44482.0,341379.0
202013,X,US,-41.57142857142857,-14.142857142857142,-11.571428571428571,-47.142857142857146,-41.42857142857143,17.428571428571427,,,,,7.6,183165.3333333333,7553.666666666668,3018.0,2536.0,127417.0,101361.0,616846.0,136245.0,753790.0
202014,X,US,-42.0,-15.0,-15.857142857142858,-50.0,-45.857142857142854,18.428571428571427,,,,,9.5,201348.66666666663,27091.0,11165.0,8147.0,319789.0,192372.0,788701.0,210327.0,1000596.0
202015,X,US,-43.714285714285715,-14.0,-13.714285714285714,-52.142857142857146,-48.285714285714285,19.285714285714285,515.0,,,,9.2,214520.66666666663,42276.0,25786.0,14621.0,540741.0,220952.0,939543.0,236824.0,1178970.0
202016,X,US,-44.285714285714285,-19.285714285714285,-22.0,-51.142857142857146,-46.42857142857143,18.714285714285715,580.0,,,,9.9,208434.3333333333,36940.333333333336,40955.0,15169.0,738497.0,197756.0,892480.0,208422.0,1103408.0
202017,X,US,-40.142857142857146,-14.857142857142858,-8.571428571428571,-48.285714285714285,-44.57142857142857,17.714285714285715,373.0,,,,9.5,202815.0,33251.333333333336,56446.0,15491.0,944804.0,206307.0,1227064.0,226842.0,1457758.0
202018,X,US,-35.0,-10.0,1.7142857142857142,-44.57142857142857,-42.57142857142857,15.285714285714286,516.0,,,,9.3,192206.3333333333,24888.33333333333,69810.0,13364.0,1138215.0,193411.0,1625266.0,248636.0,1881173.0
202019,X,US,-30.142857142857142,-3.5714285714285716,9.428571428571429,-41.42857142857143,-39.57142857142857,14.571428571428571,472.0,,,,8.2,187279.3333333333,21380.33333333333,82066.0,12256.0,1313657.0,175442.0,1993898.0,229725.0,2230792.0
202020,X,US,-28.857142857142858,-5.142857142857143,14.428571428571429,-39.714285714285715,-37.57142857142857,13.857142857142858,453.0,,,,7.6,182580.0,17700.333333333332,92060.0,9994.0,1469668.0,156011.0,2466658.0,221375.0,2694311.0
202021,X,US,-25.0,-3.7142857142857144,23.142857142857142,-37.57142857142857,-35.714285714285715,12.857142857142858,417.0,,,,7.4,176273.0,12616.333333333336,100524.0,8464.0,1623208.0,153540.0,2660068.0,214152.0,2881281.0
202022,X,US,-23.428571428571427,-3.5714285714285716,40.0,-36.285714285714285,-37.142857142857146,12.428571428571429,309.0,,,,6.1,171612.66666666663,9737.666666666666,107056.0,6532.0,1769396.0,146188.0,2991928.0,213539.0,3216067.0
202023,X,US,-19.142857142857142,-0.7142857142857143,38.285714285714285,-33.0,-30.428571428571427,10.571428571428571,208.0,,,,4.8,170409.33333333337,8747.333333333334,112966.0,5910.0,1920049.0,150653.0,3334675.0,211183.0,3553599.0
202024,X,US,-16.428571428571427,-0.7142857142857143,49.714285714285715,-30.285714285714285,-29.285714285714285,9.428571428571429,278.0,,,,4.0,168629.0,7219.666666666668,118083.0,5117.0,2068840.0,148791.0,3560747.0,220630.0,3788686.0
202025,X,US,-14.285714285714286,0.5714285714285714,59.42857142857143,-28.0,-29.0,8.428571428571429,246.0,,,,4.0,168949.0,7682.0,122265.0,4182.0,2251503.0,182663.0,3944531.0,318063.0,4270583.0
202026,X,US,-15.285714285714286,-1.0,56.57142857142857,-27.428571428571427,-29.857142857142858,8.714285714285714,469.0,,,,4.5,170405.33333333337,9789.666666666666,126133.0,3868.0,2511278.0,259775.0,4280675.0,400964.0,4690369.0
202027,X,US,-13.714285714285714,2.5714285714285716,64.14285714285714,-27.714285714285715,-35.142857142857146,9.0,824.0,,,,5.9,173763.0,13541.666666666664,129801.0,3668.0,2846978.0,335700.0,4697546.0,525166.0,5233610.0
202028,X,US,-15.714285714285714,-2.2857142857142856,52.57142857142857,-27.714285714285715,-31.857142857142858,8.857142857142858,960.0,,,,7.6,178810.66666666663,18165.33333333333,135083.0,5282.0,3250559.0,403581.0,5344104.0,628981.0,5987687.0
202029,X,US,-14.714285714285714,-1.4285714285714286,60.285714285714285,-28.142857142857142,-30.714285714285715,8.714285714285714,18510.0,,,,8.1,181165.66666666663,21233.33333333333,140628.0,5545.0,3703556.0,452997.0,5895812.0,657841.0,6572181.0
202030,X,US,-15.285714285714286,-3.0,57.0,-28.857142857142858,-30.857142857142858,8.714285714285714,32787.0,,,,7.6,183280.0,22911.0,147106.0,6478.0,4166309.0,462753.0,6125219.0,631974.0,6788612.0
202031,X,US,-14.571428571428571,-2.7142857142857144,57.57142857142857,-28.285714285714285,-31.285714285714285,8.428571428571429,38499.0,,,,6.9,183221.0,22975.0,155013.0,7907.0,4602476.0,436167.0,5721573.0,531688.0,6279629.0
202032,X,US,-13.857142857142858,-2.5714285714285716,58.0,-28.142857142857142,-31.142857142857142,8.142857142857142,33252.0,,,,6.2,182113.66666666663,22073.66666666667,162272.0,7259.0,4992057.0,389581.0,5569660.0,443559.0,6030166.0
202033,X,US,-14.714285714285714,-3.7142857142857144,56.285714285714285,-28.285714285714285,-31.0,7.714285714285714,31512.0,,,,5.6,182483.0,22505.66666666667,169354.0,7082.0,5384299.0,392242.0,5614036.0,386530.0,6016751.0
202034,X,US,-15.142857142857142,-4.571428571428571,50.142857142857146,-28.714285714285715,-30.142857142857142,7.714285714285714,30668.0,,,,5.2,180131.66666666663,20550.666666666668,175511.0,6157.0,5686043.0,301744.0,5521709.0,335881.0,5871463.0
202035,X,US,-15.857142857142858,-5.571428571428571,41.142857142857146,-29.428571428571427,-29.571428571428573,8.0,29304.0,,,,4.4,176341.0,16465.0,181814.0,6303.0,5976760.0,290717.0,5577930.0,327204.0,5917578.0
202036,X,US,-13.428571428571429,-3.2857142857142856,48.714285714285715,-26.857142857142858,-29.857142857142858,6.714285714285714,27409.0,,,,4.0,174534.0,14312.0,187630.0,5816.0,6263341.0,286581.0,5673896.0,313769.0,5999667.0
202037,X,US,-15.714285714285714,-5.714285714285714,45.142857142857146,-30.142857142857142,-34.42857142857143,7.857142857142857,27621.0,,,,3.8,173160.33333333337,12517.666666666664,192741.0,5111.0,6507080.0,243739.0,5340976.0,264120.0,5614566.0
202038,X,US,-15.0,-6.0,38.714285714285715,-29.285714285714285,-27.0,6.857142857142857,24456.0,,,,3.8,173715.33333333337,12389.0,198151.0,5410.0,6796701.0,289621.0,6405642.0,304710.0,6719962.0
202039,X,US,-15.285714285714286,-6.428571428571429,32.57142857142857,-30.142857142857142,-26.428571428571427,6.857142857142857,24483.0,,,,4.2,176335.33333333337,14544.666666666664,203457.0,5306.0,7089342.0,292641.0,6516618.0,318232.0,6844767.0
202040,X,US,-14.571428571428571,-5.0,22.285714285714285,-29.714285714285715,-25.714285714285715,6.571428571428571,26996.0,,,,4.5,174017.33333333337,11684.333333333336,208290.0,4833.0,7390545.0,301203.0,6477061.0,330204.0,6815843.0
202041,X,US,-15.142857142857142,-5.142857142857143,27.714285714285715,-29.0,-26.0,6.571428571428571,32667.0,,,,5.8,179294.66666666663,15825.666666666664,213321.0,5031.0,7723147.0,332602.0,7596649.0,394925.0,8007859.0
202042,X,US,-15.714285714285714,-6.285714285714286,21.285714285714285,-29.285714285714285,-26.571428571428573,7.428571428571429,36278.0,12.0,,,6.5,175484.33333333337,11096.0,218468.0,5147.0,8109334.0,386187.0,7110169.0,441561.0,7575067.0
202043,X,US,-16.571428571428573,-6.857142857142857,14.714285714285714,-29.142857142857142,-25.142857142857142,7.285714285714286,41096.0,218.0,,,7.8,179327.0,14095.666666666664,224235.0,5767.0,8591605.0,482271.0,7957263.0,548856.0,8534832.0
202044,X,US,-16.714285714285715,-5.714285714285714,1.8571428571428572,-31.142857142857142,-25.428571428571427,7.857142857142857,46061.0,428.0,,,9.5,181971.3333333333,15919.333333333336,230168.0,5933.0,9159461.0,567856.0,8079004.0,652564.0,8762129.0
202045,X,US,-16.571428571428573,-7.428571428571429,6.142857142857143,-32.57142857142857,-25.428571428571427,7.857142857142857,55401.0,477.0,,,12.6,192649.0,25002.66666666667,237389.0,7221.0,9926685.0,767224.0,8788532.0,888124.0,9701692.0
202046,X,US,-18.0,-8.142857142857142,-3.2857142857142856,-34.285714285714285,-26.571428571428573,9.0,69777.0,585.0,,,16.1,194504.3333333333,26125.66666666667,245285.0,7896.0,10950671.0,1023986.0,9665212.0,1188840.0,10876115.0
202047,X,US,-19.571428571428573,-7.0,-7.142857142857143,-34.0,-25.857142857142858,9.142857142857142,81601.0,548.0,,,18.3,200402.0,30574.66666666667,256091.0,10806.0,12154204.0,1203533.0,11403742.0,1298138.0,12730449.0
202048,X,US,-24.714285714285715,-6.428571428571429,-7.571428571428571,-38.714285714285715,-40.57142857142857,12.285714285714286,85943.0,590.0,,,18.9,203049.0,31692.33333333333,266879.0,10788.0,13336060.0,1181856.0,10373880.0,1208327.0,11611961.0
202049,X,US,-19.857142857142858,-8.571428571428571,-16.0,-35.57142857142857,-26.571428571428573,9.857142857142858,94809.0,577.0,,,19.7,212390.66666666663,38614.0,282537.0,15658.0,14702156.0,1366096.0,10940745.0,1497667.0,12467394.0
202050,X,US,-20.0,-7.714285714285714,-14.571428571428571,-37.42857142857143,-26.285714285714285,9.571428571428571,100590.0,605.0,,,20.2,223720.0,48319.33333333334,300092.0,17555.0,16220550.0,1518394.0,11249444.0,1506659.0,12785403.0
202051,X,US,-19.571428571428573,-6.0,-22.0,-37.0,-27.714285714285715,10.428571428571429,104346.0,794.0,,,19.4,224991.0,47910.0,319297.0,19205.0,17777173.0,1556623.0,10979835.0,1501227.0,12515847.0
202052,X,US,-22.428571428571427,-2.7142857142857144,-17.428571428571427,-39.142857142857146,-42.57142857142857,12.428571428571429,104873.0,874.0,398579.0,,19.4,228200.66666666663,49343.0,335832.0,16535.0,19146028.0,1368855.0,9630641.0,1340805.0,11005718.0
202053,X,US,-22.285714285714285,-9.142857142857142,-12.857142857142858,-40.57142857142857,-42.714285714285715,14.285714285714286,111218.0,738.0,1601682.0,,19.8,234688.0,54153.0,354728.0,18896.0,20645804.0,1499776.0,8985543.0,1593758.0,10616254.0
202101,X,US,-23.0,-10.571428571428571,-22.857142857142858,-38.57142857142857,-27.857142857142858,11.142857142857142,117582.0,665.0,2365773.0,1127.0,20.7,233604.66666666663,52069.33333333334,377090.0,22362.0,22382517.0,1736713.0,11061875.0,1762857.0,12865627.0
202102,X,US,-24.857142857142858,-12.571428571428571,-20.857142857142858,-40.0,-28.0,10.714285714285714,109775.0,660.0,3469733.0,57517.0,18.4,234977.0,52248.66666666666,400576.0,23486.0,23946777.0,1564260.0,11063923.0,1454276.0,12556824.0
202103,X,US,-25.142857142857142,-13.714285714285714,-18.142857142857142,-41.142857142857146,-29.571428571428573,10.714285714285714,96407.0,545.0,5422455.0,1010490.0,15.9,225707.33333333328,43702.0,422371.0,21795.0,25171000.0,1224223.0,10636535.0,1183661.0,11862530.0
202104,X,US,-26.0,-14.428571428571429,-26.285714285714285,-41.42857142857143,-27.571428571428573,10.571428571428571,82343.0,593.0,13030902.0,2743488.0,13.3,215593.3333333333,34319.0,444316.0,21945.0,26228700.0,1057700.0,10289496.0,987908.0,11315611.0
202105,X,US,-24.285714285714285,-12.714285714285714,-23.0,-40.857142857142854,-27.857142857142858,10.428571428571429,70684.0,516.0,20962222.0,5567422.0,11.5,210843.66666666663,28861.33333333333,465745.0,21429.0,27081303.0,852603.0,9783675.0,779231.0,10592951.0
202106,X,US,-25.285714285714285,-11.0,-28.0,-40.0,-28.142857142857142,10.571428571428571,57392.0,482.0,34328102.0,12054623.0,8.8,199305.3333333333,19156.33333333333,483359.0,17614.0,27742325.0,661022.0,8533111.0,583794.0,9135650.0
202107,X,US,-28.0,-14.428571428571429,-27.714285714285715,-42.0,-34.714285714285715,13.0,47089.0,481.0,41188516.0,17206746.0,7.8,196067.0,15957.0,496520.0,13161.0,28215644.0,473319.0,7548976.0,427620.0,7990884.0
202108,X,US,-17.714285714285715,-9.428571428571429,-10.428571428571429,-34.142857142857146,-24.857142857142858,8.714285714285714,42497.0,498.0,47464996.0,22888834.0,7.1,189932.66666666663,11092.666666666664,510496.0,13976.0,28699309.0,483665.0,8743700.0,442117.0,9201413.0
202109,X,US,-15.0,-6.857142857142857,-6.714285714285714,-32.57142857142857,-24.714285714285715,7.714285714285714,36181.0,466.0,56253659.0,28928169.0,6.2,182820.0,6198.666666666668,522510.0,12014.0,29124827.0,425518.0,8620574.0,378891.0,9012733.0
202110,X,US,-13.285714285714286,-5.428571428571429,6.285714285714286,-30.285714285714285,-25.142857142857142,7.285714285714286,33833.0,425.0,67407260.0,34598390.0,6.4,178325.33333333337,3391.333333333333,531172.0,8662.0,29505004.0,380177.0,8267077.0,363739.0,8643389.0
202111,X,US,-9.428571428571429,-4.571428571428571,0.5714285714285714,-27.857142857142858,-26.285714285714285,7.285714285714286,32958.0,416.0,77770168.0,39876847.0,7.0,174781.33333333337,1301.3333333333333,538273.0,7101.0,29891533.0,386529.0,8039444.0,370610.0,8421982.0
202112,X,US,-8.428571428571429,-4.142857142857143,13.857142857142858,-25.857142857142858,-24.571428571428573,6.571428571428571,34382.0,385.0,89776217.0,46056858.0,8.1,176471.66666666663,2941.666666666666,545246.0,6973.0,30322988.0,431455.0,8112348.0,420906.0,8546603.0
202113,X,US,-6.428571428571429,0.8571428571428571,13.571428571428571,-25.857142857142858,-27.428571428571427,6.714285714285714,35964.0,369.0,101920395.0,54438535.0,8.7,170374.66666666663,547.3333333333334,551019.0,5773.0,30782146.0,459158.0,7987981.0,454296.0,8458184.0
202114,X,US,-9.571428571428571,-2.857142857142857,27.571428571428573,-24.428571428571427,-27.285714285714285,5.714285714285714,38741.0,442.0,114791160.0,63630229.0,10.1,177206.33333333337,4955.333333333333,557890.0,6871.0,31261114.0,478968.0,8154564.0,469957.0,8642399.0
202115,X,US,-8.428571428571429,-3.142857142857143,16.0,-25.571428571428573,-24.571428571428573,6.0,39830.0,417.0,126822454.0,73322664.0,10.2,171756.33333333337,2509.333333333333,562895.0,5005.0,31740131.0,479017.0,8371869.0,464782.0,8849643.0
202116,X,US,-8.714285714285714,-2.5714285714285716,20.714285714285715,-24.571428571428573,-24.0,6.142857142857143,37720.0,493.0,135636560.0,83614820.0,9.2,174740.0,5411.333333333333,567908.0,5013.0,32153866.0,413735.0,8245770.0,401699.0,8659091.0
202117,X,US,-7.428571428571429,-0.8571428571428571,28.857142857142858,-23.285714285714285,-24.142857142857142,5.428571428571429,34180.0,425.0,143109046.0,93543523.0,8.1,174034.33333333337,5724.0,572771.0,4863.0,32504105.0,350239.0,7921762.0,351539.0,8284118.0
202118,X,US,-5.571428571428571,3.2857142857142856,26.571428571428573,-22.142857142857142,-23.857142857142858,4.857142857142857,30748.0,344.0,147989197.0,102039691.0,7.2,171725.0,4868.0,577453.0,4682.0,32798461.0,294356.0,7329858.0,282041.0,7620584.0
202119,X,US,-6.142857142857143,2.857142857142857,33.57142857142857,-20.714285714285715,-24.428571428571427,4.714285714285714,26231.0,321.0,152619490.0,110288534.0,5.7,170372.33333333337,4523.666666666667,581488.0,4035.0,33037049.0,238588.0,6787975.0,220351.0,7015835.0
202120,X,US,-5.571428571428571,1.8571428571428572,40.285714285714285,-20.571428571428573,-23.285714285714285,4.714285714285714,23008.0,301.0,158667114.0,116807511.0,4.8,171721.66666666663,5923.0,585383.0,3895.0,33218761.0,181712.0,6092063.0,171861.0,6270135.0
202121,X,US,-4.285714285714286,3.2857142857142856,38.57142857142857,-20.142857142857142,-24.714285714285715,4.571428571428571,20442.0,295.0,163145749.0,121507846.0,3.7,168083.33333333337,4129.333333333333,589885.0,4502.0,33365999.0,147238.0,5382774.0,131857.0,5519436.0
202122,X,US,-4.285714285714286,4.142857142857143,54.142857142857146,-20.714285714285715,-30.428571428571427,5.857142857142857,16660.0,286.0,166155682.0,124810624.0,2.8,168840.0,4937.666666666667,593141.0,3256.0,33469064.0,103065.0,4801156.0,96805.0,4901622.0
202123,X,US,-3.4285714285714284,3.857142857142857,48.285714285714285,-18.428571428571427,-24.571428571428573,4.571428571428571,14931.0,276.0,169178144.0,129365983.0,2.3,168255.0,5615.333333333332,595648.0,2507.0,33569848.0,100784.0,4717311.0,85811.0,4807083.0
202124,X,US,-2.857142857142857,5.0,55.285714285714285,-16.428571428571427,-25.714285714285715,4.285714285714286,13521.0,262.0,172402052.0,134650402.0,1.9,168708.33333333337,6768.666666666668,597727.0,2079.0,33651540.0,81692.0,4351210.0,80449.0,4435360.0
202125,X,US,-4.142857142857143,1.7142857142857142,50.142857142857146,-16.857142857142858,-26.285714285714285,4.428571428571429,13173.0,253.0,174422089.0,137366902.0,1.8,167940.0,6657.0,599833.0,2106.0,33738952.0,87412.0,4176671.0,85623.0,4265685.0
202126,X,US,-3.4285714285714284,4.571428571428571,48.57142857142857,-16.571428571428573,-27.714285714285715,4.0,14431.0,249.0,177350961.0,141076972.0,1.7,169786.0,8860.0,601508.0,1675.0,33830277.0,91325.0,3804227.0,106806.0,3914294.0
202127,X,US,-5.857142857142857,3.2857142857142856,60.285714285714285,-18.285714285714285,-33.42857142857143,5.714285714285714,17174.0,286.0,178985619.0,142789036.0,2.3,168776.66666666663,8427.666666666666,603095.0,1587.0,33964492.0,134215.0,3622384.0,148460.0,3774270.0
202128,X,US,-3.4285714285714284,3.142857142857143,48.285714285714285,-16.142857142857142,-26.0,4.714285714285714,23050.0,347.0,180774265.0,144829487.0,3.0,168436.33333333337,8844.666666666666,605016.0,1921.0,34187498.0,223006.0,4143235.0,248003.0,4396071.0
202129,X,US,-3.0,3.857142857142857,55.0,-15.142857142857142,-26.142857142857142,4.285714285714286,33245.0,318.0,182976319.0,146606788.0,4.2,171380.0,11749.333333333336,606918.0,1902.0,34550213.0,362715.0,4866178.0,407146.0,5280686.0
202130,X,US,-3.4285714285714284,3.857142857142857,49.142857142857146,-15.857142857142858,-25.857142857142858,4.571428571428571,48236.0,355.0,185909148.0,148087877.0,6.3,175711.0,16563.666666666668,609471.0,2553.0,35104046.0,553833.0,5646570.0,617704.0,6274153.0
202131,X,US,-3.0,5.0,48.0,-16.0,-25.857142857142858,4.428571428571429,64193.0,387.0,189201528.0,149578614.0,8.4,183598.3333333333,24333.33333333333,613074.0,3603.0,35881776.0,777730.0,6928470.0,800315.0,7742715.0
202132,X,US,-4.142857142857143,4.428571428571429,41.142857142857146,-17.428571428571427,-26.0,4.714285714285714,78537.0,335.0,192447786.0,151203106.0,10.3,190415.3333333333,31158.66666666667,617699.0,4625.0,36792787.0,911011.0,7940089.0,933495.0,8891132.0
202133,X,US,-4.285714285714286,4.0,37.42857142857143,-18.285714285714285,-25.428571428571427,4.285714285714286,84986.0,336.0,195610140.0,153276195.0,11.5,196370.3333333333,36937.333333333336,624954.0,7255.0,37839056.0,1046269.0,8638404.0,1000706.0,9658745.0
202134,X,US,-6.428571428571429,2.4285714285714284,31.428571428571427,-21.0,-24.857142857142858,4.857142857142857,86890.0,302.0,198556949.0,155742466.0,12.2,201053.66666666663,41275.333333333336,634059.0,9105.0,38926165.0,1087109.0,9974523.0,1100064.0,11097122.0
202135,X,US,-5.571428571428571,3.2857142857142856,32.714285714285715,-19.0,-25.428571428571427,4.571428571428571,85386.0,324.0,201349501.0,158376764.0,12.4,203642.66666666663,43481.0,645152.0,11093.0,40078493.0,1152328.0,10563549.0,1087536.0,11674165.0
202136,X,US,-6.285714285714286,2.4285714285714284,44.42857142857143,-21.285714285714285,-29.428571428571427,5.571428571428571,81007.0,293.0,203415976.0,160489135.0,11.5,204428.0,43695.333333333336,657111.0,11959.0,41119408.0,1040915.0,10065728.0,961770.0,11047995.0
202137,X,US,-5.857142857142857,1.8571428571428572,34.142857142857146,-19.142857142857142,-22.857142857142858,4.285714285714286,73182.0,303.0,205706685.0,162941846.0,10.2,203428.0,41916.333333333336,671232.0,14121.0,42141818.0,1022410.0,10945397.0,928453.0,11894893.0
202138,X,US,-6.714285714285714,0.8571428571428571,32.42857142857143,-19.142857142857142,-21.0,3.857142857142857,63412.0,300.0,207324015.0,165070342.0,9.7,200844.66666666663,38710.66666666666,685697.0,14465.0,42976031.0,834213.0,10831828.0,795566.0,11645328.0
202139,X,US,-5.714285714285714,2.0,32.57142857142857,-18.428571428571427,-19.857142857142858,3.7142857142857144,54583.0,336.0,208947897.0,166689088.0,8.8,199830.3333333333,37227.0,699479.0,13782.0,43733866.0,757835.0,10391110.0,702393.0,11110291.0
202140,X,US,-5.714285714285714,2.2857142857142856,27.857142857142858,-18.285714285714285,-20.142857142857142,3.857142857142857,49465.0,379.0,210929229.0,168217563.0,9.0,194868.0,31398.33333333333,711201.0,11722.0,44400801.0,666935.0,10251891.0,632837.0,10899204.0
202141,X,US,-5.428571428571429,1.2857142857142858,27.428571428571427,-18.142857142857142,-21.142857142857142,3.857142857142857,45050.0,368.0,212505034.0,169701265.0,8.4,191518.0,27122.33333333333,722912.0,11711.0,44991847.0,591046.0,9706489.0,551059.0,10270468.0
202142,X,US,-5.285714285714286,0.8571428571428571,24.285714285714285,-17.857142857142858,-19.714285714285715,3.7142857142857144,40035.0,410.0,214264091.0,171252948.0,7.9,190928.3333333333,25406.0,734707.0,11795.0,45502462.0,510615.0,9630041.0,505023.0,10147627.0
202143,X,US,-6.285714285714286,1.4285714285714286,8.142857142857142,-20.285714285714285,-19.428571428571427,4.285714285714286,36886.0,361.0,215278200.0,173257933.0,8.0,190170.3333333333,23316.66666666667,744032.0,9325.0,46007881.0,505419.0,9133903.0,478786.0,9624278.0
202144,X,US,-6.142857142857143,1.5714285714285714,9.285714285714286,-19.857142857142858,-19.571428571428573,4.428571428571429,35505.0,410.0,217170978.0,174813644.0,8.1,191181.3333333333,23214.0,752603.0,8571.0,46520953.0,513072.0,9144647.0,513306.0,9672263.0
202145,X,US,-5.571428571428571,0.5714285714285714,7.285714285714286,-20.428571428571427,-20.428571428571427,4.714285714285714,37753.0,499.0,219973573.0,176335108.0,9.5,193831.3333333333,24447.33333333333,761091.0,8488.0,47087053.0,566100.0,9488804.0,584513.0,10090616.0
202146,X,US,-5.714285714285714,1.0,-0.8571428571428571,-18.428571428571427,-18.428571428571427,4.285714285714286,41350.0,521.0,223524365.0,177720180.0,10.0,192307.66666666663,21959.666666666668,769184.0,8093.0,47735201.0,648148.0,9844536.0,644984.0,10507411.0
202147,X,US,-11.571428571428571,2.142857142857143,-1.0,-23.0,-38.285714285714285,8.285714285714286,44152.0,642.0,225065694.0,177925932.0,10.8,194675.0,22800.33333333333,774928.0,5744.0,48241840.0,506639.0,6988456.0,567289.0,7574599.0
202148,X,US,-6.571428571428571,0.42857142857142855,-2.857142857142857,-18.571428571428573,-18.285714285714285,4.714285714285714,50461.0,1013.0,228874268.0,180580232.0,12.4,200371.0,26782.0,786993.0,12065.0,49089373.0,847533.0,10500158.0,826993.0,11349926.0
202149,X,US,-7.142857142857143,0.42857142857142855,-10.142857142857142,-22.285714285714285,-16.857142857142858,5.0,55585.0,1223.0,232148471.0,183928879.0,13.4,205443.3333333333,29928.33333333333,796195.0,9202.0,49924765.0,835392.0,10321389.0,789556.0,11131071.0
202150,X,US,-3.4285714285714284,3.857142857142857,-8.857142857142858,-20.142857142857142,-17.0,4.428571428571429,55205.0,1475.0,234565598.0,186157613.0,13.1,202262.0,25671.33333333333,805599.0,9404.0,50835370.0,910605.0,10694062.0,1044858.0,11763493.0
202151,X,US,-9.571428571428571,6.142857142857143,-12.0,-26.285714285714285,-39.714285714285715,8.285714285714286,61769.0,1980.0,236298237.0,187303897.0,15.9,204988.66666666663,26785.33333333333,815989.0,10390.0,52192585.0,1357215.0,10327177.0,1904822.0,12265739.0
202152,X,US,-13.0,-2.7142857142857144,-8.428571428571429,-30.428571428571427,-44.0,11.857142857142858,98698.0,2771.0,236711509.0,188599636.0,27.4,209975.3333333333,30131.66666666667,825462.0,9473.0,55028957.0,2836372.0,9360944.0,3440462.0,12856040.0
202201,X,US,-18.0,-4.571428571428571,-22.142857142857142,-30.857142857142858,-26.571428571428573,10.285714285714286,138016.0,1992.0,239516250.0,190478979.0,35.2,222216.3333333333,41172.0,837545.0,12083.0,59937382.0,4908425.0,12599215.0,5206881.0,17908742.0
202202,X,US,-17.857142857142858,-4.714285714285714,-17.428571428571427,-32.142857142857146,-23.0,8.857142857142858,153599.0,1651.0,241803229.0,192058963.0,33.4,233839.66666666663,51897.0,851793.0,14248.0,65592162.0,5654780.0,12358031.0,4687331.0,17165691.0
202203,X,US,-19.571428571428573,-9.285714285714286,-17.0,-33.57142857142857,-26.428571428571427,9.428571428571429,143221.0,1134.0,244998154.0,194263893.0,27.4,233561.33333333328,51078.0,867073.0,15280.0,70651104.0,5058942.0,11530391.0,3986968.0,15631858.0
202204,X,US,-17.714285714285715,-8.0,-14.571428571428571,-31.571428571428573,-20.714285714285715,7.571428571428571,126377.0,950.0,246456464.0,195514074.0,21.1,232164.66666666663,49284.0,884955.0,17882.0,74408922.0,3757818.0,9314784.0,2453281.0,11840155.0
202205,X,US,-17.285714285714285,-6.857142857142857,-14.428571428571429,-30.571428571428573,-22.142857142857142,8.0,97037.0,1137.0,245229433.0,196952501.0,14.8,222884.0,40348.0,902505.0,17550.0,76523795.0,2114873.0,8347031.0,1416575.0,9811997.0
202206,X,US,-11.142857142857142,-2.7142857142857144,-0.5714285714285714,-25.0,-17.428571428571427,5.142857142857143,72727.0,1256.0,246196566.0,198064183.0,11.1,214140.66666666663,32231.33333333333,919270.0,16765.0,77791016.0,1267221.0,7953345.0,827740.0,8815839.0
202207,X,US,-11.857142857142858,-3.0,-3.7142857142857144,-24.571428571428573,-18.142857142857142,5.285714285714286,49785.0,1571.0,247054604.0,199085551.0,7.4,199326.0,19804.666666666668,934985.0,15715.0,78524732.0,733716.0,7920553.0,501383.0,8445121.0
