date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask,smoothed_wtravel_outside_state_5d,smoothed_wspent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,google_survey_cli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,negativeIncr,total_resultsIncr
2020-03-14,202011,X,US,4.571428571428570,13.857142857142900,20.142857142857100,-3.857142857142860,-1.7142857142857100,1.0,761.97,,,42766.549300000000,38533.29700000000,38996.09760000000,34704.66040000000,40155.781500000000,36257.28230000000,45778.00140000000,41549.56790000000,57811.542500000000,53247.78120000000,35710.001800000000,31853.664100000000,40009.6226,36152.85660000000,47382.765300000000,43122.566400000000,59100.159200000000,54059.44140000010,51375.52780000000,47148.4846,43767.112300000000,39134.58060000000,47290.41770000000,42682.76000000000,45001.67000000000,40871.50160000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.104837240494460,0.6,3802.0,5909.0,37186.0,0.0,0.0,38.0,0.0,21.0,174586.66666666700,209.66666666666700,61.0,43.0,0.0,0.0,0.0,2952.0,2535.0,41097.0,153916.0
2020-03-21,202012,X,US,-22.714285714285700,9.285714285714290,2.142857142857140,-28.571428571428600,-25.428571428571400,11.142857142857100,516.98,,,28802.14640000000,25742.945200000000,27648.019,24459.850800000000,28643.493900000000,25890.951400000000,31400.587900000000,28522.490300000000,33612.15750000000,30554.1032,27223.31320000000,24301.279400000000,28991.523000000000,26234.225,32018.132800000000,29076.373200000000,32196.624000000000,28939.44320000000,30936.863400000000,27922.874100000000,29502.92620000000,26038.148800000000,32188.601300000000,28834.89610000000,29352.75360000000,26635.932500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.891688871221980,2.9,26086.0,60578.0,232970.0,0.0,0.0,270.0,0.0,1994.0,175517.66666666700,395.6666666666670,482.0,421.0,0.0,0.0,0.0,26056.0,23104.0,296301.0,1264386.0
2020-03-28,202013,X,US,-41.57142857142860,-14.142857142857100,-11.571428571428600,-47.142857142857100,-41.42857142857140,17.428571428571400,384.53000000000000,,,18950.1368,16558.748200000000,18658.294700000000,16142.269800000000,19198.389400000000,17002.131200000000,20714.881300000000,18438.577200000000,20503.977400000000,18200.25150000000,18988.749300000000,16612.568100000000,19656.136200000000,17411.977200000000,20872.201100000000,18537.438600000000,19011.0601,16743.990100000000,18915.7131,16598.854800000000,19084.38870000000,16385.246500000000,21307.439100000000,18627.443800000000,19109.271700000000,16996.40140000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.880773412619770,7.6,100537.0,255891.0,598136.0,1108.0,5265.0,1997.0,412.0,12496.0,183165.33333333300,6467.333333333330,3018.0,2536.0,0.0,0.0,0.0,127417.0,101361.0,616528.0,4654645.0
2020-04-04,202014,X,US,-42.0,-15.0,-15.857142857142900,-50.0,-45.857142857142900,18.428571428571400,374.43000000000000,,,17988.7555,15381.737300000000,17952.939300000000,15268.966700000000,18277.522300000000,15967.024300000000,19494.367200000000,17156.250300000000,19006.980200000000,16748.136500000000,18270.676600000000,15786.475600000000,18705.256900000000,16355.27760000000,19674.673000000000,17259.855700000000,17615.824600000000,15353.527700000000,17783.216400000000,15402.456900000000,18440.244600000000,15552.661100000000,20134.783400000000,17335.777200000000,17959.446300000000,15816.531800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546892240719620,9.5,185083.0,431128.0,929820.0,3804.0,27908.0,6944.0,1787.0,27191.0,201348.66666666700,26160.333333333300,11165.0,8147.0,0.0,0.0,0.0,319755.0,192338.0,788590.0,9700072.0
2020-04-11,202015,X,US,-43.714285714285700,-14.0,-13.714285714285700,-52.142857142857100,-48.285714285714300,19.285714285714300,385.68,515.0,,17456.4964,14593.627100000000,17088.857000000000,14225.64120000000,17646.7478,15189.622200000000,18999.794300000000,16555.478000000000,18833.2064,16428.8286,17560.047000000000,14922.766700000000,18102.193000000000,15601.868300000000,19204.61130000000,16642.286600000000,17313.14810000000,14911.481800000000,17096.978900000000,14610.054600000000,17489.921500000000,14459.245800000000,19294.049100000000,16340.879600000000,17572.82140000000,15288.069400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216289930817030,9.2,215540.0,452415.0,1087932.0,29521.0,71575.0,12906.0,6923.0,26708.0,214520.66666666700,41029.666666666700,25785.0,14620.0,0.0257012051823702,0.3739851971664640,0.02641889898352940,540699.0,220944.0,939375.0,15767755.0
2020-04-18,202016,X,US,-44.285714285714300,-19.285714285714300,-22.0,-51.142857142857100,-46.42857142857140,18.714285714285700,414.62000000000000,580.0,,15019.56660000000,11000.653600000000,15048.828700000000,11022.112300000000,15512.683200000000,11723.735300000000,16511.330700000000,12644.486900000000,15914.155200000000,12362.870100000000,15578.127600000000,11639.720000000000,15930.886900000000,12042.316400000000,16565.653300000000,12627.617400000000,14612.7519,11203.504900000000,14785.646,11219.780800000000,15063.301000000000,10968.9267,16782.343900000000,12528.462400000000,15313.083400000000,11724.77860000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664029471964350,9.9,199735.0,477171.0,1102841.0,41917.0,100698.0,14437.0,15804.0,24465.0,208434.33333333300,36843.0,40954.0,15169.0,0.009966997870081680,2.490342380788700,0.01022731697076170,738408.0,197709.0,892258.0,22069094.0
2020-04-25,202017,X,US,-40.142857142857100,-14.857142857142900,-8.571428571428570,-48.285714285714300,-44.57142857142860,17.714285714285700,466.65000000000000,373.0,,20754.789000000000,16469.97140000000,20311.374500000000,16167.819700000000,21156.359800000000,17409.751200000000,22620.343600000000,18792.93830000000,22061.52310000000,18364.56450000000,21015.150100000000,17084.379500000000,21682.234100000000,17854.948800000000,22748.875300000000,18809.210600000000,20234.848100000000,16616.3587,20016.589900000000,16362.868200000000,20175.962300000000,15966.233900000000,22780.72950000000,18481.547500000000,21060.3767,17461.606300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487900747230195,9.5,210618.0,242586.0,1534726.0,38083.0,102580.0,13555.0,33482.0,17813.0,202815.0,32768.333333333300,56445.0,15491.0,0.009401193746605360,2.486751767200950,0.009617441399473700,944706.0,206298.0,1226794.0,29560797.0
2020-05-02,202018,X,US,-35.0,-10.0,1.7142857142857100,-44.57142857142860,-42.57142857142860,15.285714285714300,516.84,516.0,,23941.224900000000,18715.76210000000,23611.63730000000,18556.3842,24377.92600000000,19781.397800000000,25939.78660000000,21229.977200000000,25272.380700000000,20722.996000000000,24367.581600000000,19536.703300000000,24997.53690000000,20285.53890000000,26102.27970000000,21263.97130000000,23229.885200000000,18773.492000000000,22925.01990000000,18479.39180000000,23297.2895,18189.424600000000,26057.15250000000,20916.4357,24279.623800000000,19819.24440000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886955128554230,9.3,193181.0,560410.0,1706740.0,33815.0,94028.0,12759.0,35363.0,23671.0,192206.33333333300,24317.333333333300,69804.0,13359.0,0.010358545976047100,0.8659227663220610,0.010552305140091900,1138137.0,193431.0,1624917.0,39632173.0
2020-05-09,202019,X,US,-30.142857142857100,-3.5714285714285700,9.428571428571430,-41.42857142857140,-39.57142857142860,14.571428571428600,583.1400000000000,472.0,,30838.66870000000,24700.51510000000,29778.8315,23882.6293,31196.879300000000,25928.788700000000,33677.0812,28298.314000000000,33729.74950000000,28465.703200000000,30776.66990000000,25198.372200000000,32001.16400000000,26603.774300000000,33924.6643,28373.265700000000,31018.58070000000,25753.56750000000,29978.84010000000,24872.754,29521.191700000000,23615.616000000000,33263.714800000000,27418.58020000000,31565.674800000000,26410.42340000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313038406882980,8.2,175330.0,688991.0,2006149.0,39592.0,85950.0,12672.0,34688.0,19807.0,187279.33333333300,21181.333333333300,82058.0,12254.0,0.007406032686590910,0.8434098519989410,0.007577484690512920,1313562.0,175425.0,2001989.0,52362792.0
2020-05-16,202020,X,US,-28.857142857142900,-5.142857142857140,14.428571428571400,-39.714285714285700,-37.57142857142860,13.857142857142900,470.21000000000000,453.0,,31269.713600000000,25265.205300000000,30267.86760000000,24413.53180000000,31618.18300000000,26440.3041,34082.97150000000,28856.090400000000,34369.49930000000,29279.556700000000,31066.640100000000,25580.186100000000,32315.76360000000,27040.4758,34393.15390000000,28970.514900000000,31869.113800000000,26684.014500000000,30700.298900000000,25693.227100000000,29963.786400000000,24101.695500000000,33923.63000000000,28206.394500000000,32000.720500000000,26955.436000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190475404825823,7.6,159204.0,918259.0,2524981.0,42471.0,76174.0,9793.0,34225.0,11959.0,182580.0,17813.666666666700,92060.0,10002.0,0.0077906912992988900,0.496582904771405,0.008017676198898520,1469549.0,155987.0,2467595.0,68322555.0
2020-05-23,202021,X,US,-25.0,-3.7142857142857100,23.142857142857100,-37.57142857142860,-35.714285714285700,12.857142857142900,729.13,417.0,,37270.511500000000,30227.798000000000,35547.09480000000,28706.394700000000,37480.585100000000,31370.844400000000,40708.37770000000,34506.23110000000,42220.24330000000,36215.60380000000,36376.38260000000,29981.444300000000,38191.36190000000,31981.161300000000,41242.86640000000,34789.45620000000,39386.372300000000,33101.364800000000,37257.65650000000,31338.585900000000,35573.488100000000,28630.391300000000,40281.36270000000,33651.80050000000,38388.45260000000,32385.298900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937134774507470,7.4,156520.0,1119749.0,2979135.0,34872.0,65686.0,8151.0,83761.0,15451.0,176273.0,13262.333333333300,100524.0,8464.0,0.009061776213537810,0.0,0.009144433522376170,1623155.0,153606.0,2660760.0,86413998.0
2020-05-30,202022,X,US,-23.428571428571400,-3.5714285714285700,40.0,-36.285714285714300,-37.142857142857100,12.428571428571400,765.8000000000000,309.0,,36973.383400000000,30044.908200000000,35235.62050000000,28494.77170000000,37045.6871,31034.35570000000,40322.34060000000,34211.14690000000,42195.12270000000,36331.161300000000,35837.25620000000,29550.591400000000,37780.39210000000,31653.369300000000,40905.2668,34554.665100000000,39547.199,33309.5417,37388.076000000000,31539.165400000000,35196.73300000000,28377.32120000000,40062.565100000000,33568.84930000000,38115.44900000000,32200.021100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293349717958330,6.1,143492.0,1111590.0,3014648.0,29171.0,58612.0,6576.0,124049.0,25360.0,171612.66666666700,10404.0,107053.0,6529.0,0.009210205964610690,0.0,0.009468907800132080,1769292.0,146137.0,2991613.0,106118833.0
2020-06-06,202023,X,US,-19.142857142857100,-0.7142857142857140,38.285714285714300,-33.0,-30.428571428571400,10.571428571428600,808.97,208.0,,41401.96400000000,33114.210400000000,39161.15250000000,31241.37540000000,41243.57280000000,33982.533200000000,45206.918300000000,37741.77670000000,48279.061799999900,41046.66130000000,39744.944000000000,32294.158800000000,42002.04970000000,34622.11370000000,45902.15470000000,38205.01250000000,45397.44420000000,37737.5157,42165.29460000000,35065.99320000000,39421.960900000000,31416.073000000000,44702.34220000000,37016.43520000000,42780.99150000000,35563.780500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823019032300160,4.8,148076.0,1290876.0,3484487.0,25885.0,50583.0,5712.0,57506.0,7288.0,170409.33333333300,9846.666666666670,112958.0,5905.0,0.010175482652660900,0.0,0.010293262065423800,1919918.0,150626.0,3333807.0,128618967.0
