date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask,smoothed_wtravel_outside_state_5d,smoothed_wspent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,google_survey_cli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,negativeIncr,total_resultsIncr
2022-01-29,202204,CO,8,-20.571428571428600,-11.142857142857100,-18.714285714285700,-32.714285714285700,-23.428571428571400,7.857142857142860,938.6600000000000,2099.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4454064.0,3733366.0,601.2281736,232.86848650000000,0.0,0.0,0.0,,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.6666666666700,249.66666666666700,11061.0,262.0,18.4725941,0.0,18.829881300000000,1240361.0,54494.0,226012.0,90655885.0
2022-02-05,202205,CO,8,-21.571428571428600,-10.142857142857100,-23.857142857142900,-33.0,-25.571428571428600,9.142857142857140,915.07,1335.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4468196.0,3747602.0,594.7505937,221.7628577,0.0,0.0,0.0,,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.3333333333300,150.66666666666700,11202.0,141.0,15.243137300000000,0.0,16.345330700000000,1270138.0,29777.0,176895.0,92019054.0
2022-02-12,202206,CO,8,-14.857142857142900,-5.571428571428570,-11.285714285714300,-26.285714285714300,-20.142857142857100,5.428571428571430,1025.6300000000000,883.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4486051.0,3767767.0,601.2032121,179.1172819,0.0,0.0,0.0,,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.6666666666670,91.0,11601.0,399.0,11.517083100000000,0.0,11.263105700000000,1288600.0,18462.0,158498.0,93215903.0
2022-02-19,202207,CO,8,-14.142857142857100,-4.285714285714290,-8.285714285714290,-23.0,-21.0,5.428571428571430,1036.94,607.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4501160.0,3786186.0,596.0983019,166.8154627,0.0,0.0,0.0,,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,28.0,11681.0,80.0,12.2023533,0.0,12.2822498,1301611.0,13011.0,131507.0,94191792.0
2022-02-26,202208,CO,8,-17.285714285714300,-11.0,-20.857142857142900,-25.714285714285700,-24.142857142857100,7.0,1033.7700000000000,447.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4510554.0,3796649.0,595.1356648,110.6203778,0.0,0.0,0.0,,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.6666666666670,9.666666666666670,11752.0,71.0,9.153787900000000,0.0,9.281794000000000,1311061.0,9450.0,112649.0,95034526.0
2022-03-05,202209,CO,8,-11.428571428571400,-6.0,3.0,-23.285714285714300,-19.0,4.0,1091.4300000000000,287.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4518661.0,3806361.0,580.3719532,112.87486400000000,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.6666666666670,0.0,11810.0,58.0,11.449896600000000,0.0,11.827719,1317447.0,6386.0,102388.0,95802480.0
2022-03-12,202210,CO,8,-19.714285714285700,-12.285714285714300,-27.428571428571400,-27.285714285714300,-20.714285714285700,6.142857142857140,1092.52,234.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4526255.0,3814778.0,581.2204009,85.69683640000000,0.0,0.0,0.0,,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11839.0,29.0,10.228252100000000,0.0,10.452898,1325063.0,7616.0,25218.0,55001359.0
2022-03-19,202211,CO,8,-13.6,-8.4,5.0,-24.6,-24.2,5.6,795.53,111.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4532290.0,3821632.0,83.8903264,47.8771478,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11887.0,48.0,7.4606215,0.0,7.563163100000000,1330851.0,5788.0,0.0,0.0
2020-01-04,202001,CT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,202002,CT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,202003,CT,9,,,,,,,651.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,202004,CT,9,,,,,,,763.2000000000000,,,791.4822000000000,745.6500000000000,641.2079,597.5836000000000,765.8782,725.3598,739.4633,702.0776000000000,932.0208,893.4649000000000,626.0574,588.0906,712.5838000000000,673.4989000000000,737.1967,702.8929,1018.3279000000000,974.4472,994.6814000000000,948.2213,752.9118,709.9073000000000,792.3567,749.361,829.6471,792.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,202005,CT,9,,,,,,,743.2400000000000,,,912.9294,862.3350000000000,746.4489,707.4201000000000,912.0256,869.9588000000000,868.6478,826.8024000000000,1057.5611,1010.0107,746.1721,710.9481,837.5118,797.8366,856.5693,815.9209000000000,1153.2293,1100.6576,1114.3800000000000,1065.3636000000000,871.6189000000000,833.2124,904.3617,865.2156,959.4207000000000,914.5966000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,202006,CT,9,,,,,,,734.87,,,936.6873000000000,912.1944000000000,800.9931000000000,779.608,937.0475,915.222,894.1898,875.7127,1076.4108000000000,1052.9874,791.0301,772.1902,866.3309,848.1377,877.5015,857.5161000000000,1175.7538,1150.3079,1154.9275,1132.0261,905.3598,886.9516,956.7351000000000,937.9912000000000,978.0184,956.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,202007,CT,9,4.0,-4.0,16.0,8.0,-2.0,0.0,777.27,,,1033.0529000000000,976.7252000000000,834.1245,775.3785,998.182,942.4429,954.3345,912.5225,1246.5408,1184.5713000000000,824.1815,764.3494,913.2356,867.7683,950.1518,909.3218,1373.9683000000000,1302.0194,1299.5368,1238.4904000000000,974.9931000000000,918.2398,1040.6393,980.1337000000000,1096.0247,1042.8267000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,202008,CT,9,4.285714285714290,-2.4285714285714300,14.285714285714300,2.857142857142860,-4.428571428571430,1.1428571428571400,820.7,,,1113.9134000000000,1037.8325,878.0113,772.4516,1053.3457,969.6879,1023.5765000000000,963.9282000000000,1351.1529,1286.8898,846.5129000000000,745.8871000000000,977.5542,904.9429,1020.4116,969.9277,1494.2258000000000,1416.9961,1405.5665000000000,1331.4812,1025.5711000000000,929.8056,1090.3144,991.3637000000000,1190.7162000000000,1125.9723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.882493561238710,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,202009,CT,9,5.0,0.42857142857142900,21.142857142857100,4.571428571428570,2.5714285714285700,-0.42857142857142900,811.35,,,1048.8997,997.0139,905.5689,804.6984,1060.3429,981.2264000000000,999.3946000000000,954.2302,1208.4734,1178.7454000000000,879.7876000000000,779.8485000000000,976.5934,914.8618,978.1307,943.9554000000000,1325.5917000000000,1288.9474,1307.4519,1257.4739,1013.4629,927.9364,1066.4344,980.9941,1103.0396,1063.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406108305741580,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,202010,CT,9,6.857142857142860,6.571428571428570,21.571428571428600,5.0,2.857142857142860,-0.7142857142857140,810.38,,,1030.208,968.1354,964.058,845.8617000000000,1066.1741000000000,974.8539000000000,981.1072000000000,926.9228,1157.2941,1116.3909000000000,895.0612000000000,781.53,962.7066,890.5094000000000,993.6498,947.8516,1261.3044000000000,1214.3494000000000,1271.7327,1208.2842,1028.3461,930.1879,1065.835,968.7119,1075.43,1025.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.021701461274330,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,161.0
2020-03-14,202011,CT,9,2.857142857142860,16.0,45.0,-4.285714285714290,-1.8571428571428600,1.4285714285714300,721.5600000000000,,,689.6254,620.2291,650.5655000000000,548.274,733.4392000000000,641.1759,683.1671000000000,616.2424,760.4843,703.2833,619.9552,522.7043,677.6261000000000,601.197,686.8451,626.7448000000000,813.5287000000000,748.5701,840.7101,761.6332,694.5607,602.6409,716.7315,624.0881000000000,723.9867,661.0130000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.672875571080040,1.0,11.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,242.0,1201.0
2020-03-21,202012,CT,9,-25.285714285714300,8.428571428571430,29.714285714285700,-31.857142857142900,-27.857142857142900,12.571428571428600,485.56,,,391.3047,347.30180000000000,430.37350000000000,354.5413,478.8173,412.5467,427.61880000000000,384.47510000000000,371.8374,343.09620000000000,437.34420000000000,361.15300000000000,458.11930000000000,401.3759,412.69570000000000,373.97890000000000,369.5184,340.4697,430.71990000000000,387.3174,445.26240000000000,379.7488,441.5483,378.4859,394.0758,358.66700000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.136619678776910,4.5,183.0,0.0,6378.0,0.0,0.0,4.0,0.0,0.0,661.3333333333330,1.3333333333333300,4.0,4.0,0.0,0.0,0.0,194.0,171.0,1563.0,5878.0
2020-03-28,202013,CT,9,-44.285714285714300,-17.714285714285700,16.571428571428600,-50.285714285714300,-42.857142857142900,19.0,377.34,,,225.3512,196.42180000000000,263.2505,211.65340000000000,290.44350000000000,243.75520000000000,250.74150000000000,222.3405,199.5498,181.64070000000000,272.9445,219.54630000000000,280.1229,239.8716,237.62720000000000,211.8565,191.533,174.57860000000000,237.2133,209.5088,263.8519,219.392,260.21610000000000,217.449,221.6453,198.96830000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639940724732050,19.8,1330.0,0.0,11960.0,0.0,0.0,29.0,0.0,0.0,734.6666666666670,75.66666666666670,33.0,29.0,0.0,0.0,0.0,1524.0,1330.0,8656.0,45625.0
2020-04-04,202014,CT,9,-45.42857142857140,-17.0,4.0,-54.714285714285700,-47.142857142857100,20.428571428571400,365.52000000000000,,,205.7461,173.4552,263.3591,205.1413,267.14710000000000,218.50340000000000,228.666,198.0723,175.9886,157.6334,267.0417,208.71650000000000,260.3511,217.8725,218.0593,189.59370000000000,166.028,149.0873,210.35740000000000,182.02950000000000,250.1777,201.36990000000000,247.7393,201.3532,199.46450000000000,175.7223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.751543130188190,35.9,3752.0,0.0,13833.0,0.0,0.0,132.0,0.0,0.0,819.3333333333330,167.33333333333300,165.0,132.0,0.0,0.0,0.0,5276.0,3752.0,9968.0,111152.0
2020-04-11,202015,CT,9,-44.714285714285700,-15.857142857142900,22.285714285714300,-55.57142857142860,-50.57142857142860,21.0,394.68000000000000,,,213.63660000000000,173.50460000000000,266.316,200.6338,272.2824,216.9129,237.63850000000000,200.11420000000000,185.6805,162.9245,274.4649,207.29900000000000,268.7146,219.4293,225.25980000000000,190.9354,174.5806,153.3462,218.3395,184.26830000000000,254.9669,198.85650000000000,253.7519,200.58770000000000,208.0389,179.00010000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7450675675904000,41.0,6234.0,0.0,16910.0,0.0,0.0,329.0,0.0,0.0,1084.6666666666700,437.6666666666670,494.0,329.0,4.8116194000000000,10.0390705243601,4.8988048,11510.0,6234.0,11418.0,188159.0
2020-04-18,202016,CT,9,-47.142857142857100,-25.142857142857100,4.142857142857140,-56.714285714285700,-49.42857142857140,20.857142857142900,414.12,,,165.8025,118.73540000000000,217.2523,146.62130000000000,214.297,151.81210000000000,184.15720000000000,136.5842,142.80870000000000,111.27460000000000,223.08830000000000,151.7095,211.3879,152.2266,174.43910000000000,130.17790000000000,134.3562,105.2184,167.8332,126.3603,203.6959,142.3837,206.682,146.5455,160.4168,122.0866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9536917421527200,40.1,5299.0,0.0,18087.0,0.0,0.0,542.0,0.0,0.0,1160.3333333333300,511.3333333333330,1086.0,592.0,4.9086547,75.55382785701580,5.0217723,17550.0,6040.0,12318.0,266277.0
2020-04-25,202017,CT,9,-41.285714285714300,-20.142857142857100,29.857142857142900,-52.42857142857140,-46.142857142857100,19.571428571428600,473.85000000000000,,,232.7781,177.86970000000000,288.31,208.6648,296.3232,225.7897,258.6374,207.0914,200.25520000000000,165.92170000000000,296.4107,214.7668,289.6,226.473,246.18340000000000,197.2356,188.46910000000000,156.5472,236.5314,190.39260000000000,275.1988,205.87850000000000,278.5889,210.87170000000000,225.0605,183.2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9033533184125630,31.8,7773.0,0.0,22744.0,0.0,0.0,826.0,0.0,0.0,1109.3333333333300,468.3333333333330,1865.0,779.0,5.0318555,74.42618783210510,5.061943800000000,24583.0,7033.0,16531.0,368945.0
2020-05-02,202018,CT,9,-38.714285714285700,-17.571428571428600,26.0,-50.714285714285700,-45.0,18.142857142857100,501.08000000000000,,,253.73700000000000,190.9426,321.4284,230.1631,319.8983,241.3742,279.76610000000000,220.29400000000000,218.6388,177.5041,328.0598,234.72890000000000,315.6468,243.21640000000000,267.5387,210.8634,205.3363,167.2461,258.15610000000000,204.66610000000000,306.6088,226.4413,303.56670000000000,227.04750000000000,245.0248,195.8528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825719200873993,28.4,4182.0,0.0,24917.0,0.0,0.0,477.0,4346.0,7758.0,973.0,357.3333333333330,2436.0,571.0,3.4469255,68.72303212801860,3.5438275,29287.0,4704.0,13317.0,471714.0
2020-05-09,202019,CT,9,-32.142857142857100,-8.428571428571430,42.0,-46.42857142857140,-42.57142857142860,16.857142857142900,578.5800000000000,,,327.7087,253.112,411.86800000000000,300.6834,400.4479,309.9816,358.873,290.5685,291.0206,242.3253,418.59200000000000,306.0543,402.1422,317.2836,347.749,281.6682,271.7158,227.03290000000000,331.0367,269.3892,382.1048,290.1268,389.42500000000000,298.4363,320.9108,263.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063657300291930,24.2,4220.0,0.0,29563.0,0.0,0.0,593.0,1067.0,1631.0,896.0,289.3333333333330,2932.0,496.0,3.6580152,66.96443661303680,3.2314579,32984.0,3697.0,21346.0,600364.0
2020-05-16,202020,CT,9,-30.285714285714300,-11.714285714285700,71.14285714285710,-42.285714285714300,-40.142857142857100,15.571428571428600,482.4,,,324.2241,253.9066,400.90210000000000,294.6883,399.8867,313.6421,355.1544,291.08040000000000,288.6605,243.17110000000000,410.2353,302.1671,396.6316,317.1925,344.3923,282.3136,270.9721,228.98860000000000,332.6316,273.5946,380.9014,291.3152,384.62360000000000,297.40140000000000,317.4045,263.4465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3683142858233170,18.1,3719.0,0.0,42334.0,0.0,0.0,407.0,851.0,1557.0,826.3333333333330,228.0,3339.0,407.0,2.8881487,43.904604559308100,2.8191308,36703.0,3719.0,33103.0,787790.0
2020-05-23,202021,CT,9,-25.428571428571400,-9.142857142857140,68.57142857142860,-38.285714285714300,-38.285714285714300,14.857142857142900,726.9300000000000,,,417.2385,322.9193,497.0067,361.7192,507.29750000000000,395.00340000000000,455.9964,367.7565,383.2968,317.6171,507.5921,369.8576,500.6816,394.5104,448.32350000000000,362.22530000000000,361.39260000000000,300.567,434.82990000000000,353.08250000000000,484.0439,366.39970000000000,486.1422,371.15870000000000,413.70220000000000,338.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5211523742125330,13.3,3319.0,0.0,41754.0,0.0,0.0,336.0,863.0,1592.0,728.3333333333330,146.0,3675.0,336.0,2.4952535,0.0,2.33837,40022.0,3319.0,33707.0,1040635.0
2020-05-30,202022,CT,9,-23.285714285714300,-9.285714285714290,94.28571428571430,-35.714285714285700,-38.857142857142900,14.285714285714300,772.6900000000000,,,413.1167,321.53250000000000,510.8117,372.9688,507.0292,395.45140000000000,447.6378,362.24170000000000,375.1082,312.2678,515.3065,376.89550000000000,500.7257,394.79340000000000,435.24630000000000,353.1404,358.07080000000000,299.3243,434.7033,354.3787,489.59880000000000,371.0341,492.3159,377.4357,405.65100000000000,332.8241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413324254985861,8.7,2015.0,0.0,41632.0,0.0,0.0,237.0,0.0,0.0,688.6666666666670,110.0,3912.0,237.0,3.0033975000000000,0.0,3.0219,42022.0,2000.0,23721.0,1243157.0
2020-06-06,202023,CT,9,-16.428571428571400,-4.571428571428570,84.57142857142860,-30.857142857142900,-31.571428571428600,12.142857142857100,837.6200000000000,,,495.5763,382.4959,595.1467,429.12580000000000,595.2784,459.0876,541.2684000000000,433.75130000000000,459.1673,379.919,609.7596,441.90290000000000,589.4540000000000,459.6476,525.2615000000000,421.9479,439.3858,365.41100000000000,527.3942,425.5937,579.0015,434.19080000000000,581.6518,441.8008,491.3175,400.0452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5245239534109730,6.1,1796.0,0.0,45947.0,0.0,0.0,143.0,157.0,1255.0,629.0,50.0,4055.0,143.0,2.4451078,0.0,2.4371121,43818.0,1796.0,37470.0,1425677.0
2020-06-13,202024,CT,9,-13.285714285714300,-3.2857142857142900,112.71428571428600,-26.285714285714300,-30.428571428571400,10.857142857142900,915.9200000000000,,,530.8355,410.9896,632.7726,457.22550000000000,628.9007,487.6454,576.7083,461.866,499.00400000000000,413.6934,643.0552,466.5988000000000,622.627,484.9715,559.9594,450.255,483.3295,403.2602,574.8201,465.36110000000000,620.3921,466.7501,623.7302,474.09050000000000,527.3007,429.9566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2469220896153090,3.5,1176.0,0.0,46269.0,0.0,0.0,131.0,327.0,243.0,607.0,30.666666666666700,4186.0,131.0,2.4555322,0.0,2.6049011,44994.0,1176.0,43983.0,1738500.0
2020-06-20,202025,CT,9,-9.428571428571430,-0.2857142857142860,125.28571428571400,-21.571428571428600,-29.571428571428600,9.0,990.4800000000000,,,617.4699000000000,474.18270000000000,719.1136,514.2425,725.2703000000000,556.5394,664.6267,527.0942,590.1706,485.00890000000000,731.731,525.61,716.3124000000000,553.6625,651.8797000000000,519.1638,571.2964000000000,472.0222,660.7374,529.7216,712.5322000000000,529.4122,717.3778,539.5147,617.0122,498.7275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4295421827573360,2.2,721.0,0.0,49894.0,0.0,0.0,65.0,231.0,187.0,566.3333333333330,0.0,4251.0,65.0,1.9434320000000000,0.0,1.8845456,45715.0,721.0,38098.0,2031210.0
2020-06-27,202026,CT,9,-10.142857142857100,-2.857142857142860,108.28571428571400,-22.142857142857100,-30.142857142857100,8.857142857142860,1016.91,,,583.0875,448.59450000000000,665.0851,471.7107,682.9181000000000,523.9659000000000,627.7294,498.8168,561.7901,461.588,675.0295,482.04640000000000,674.5988,518.3145,615.4962,492.07500000000000,547.5625,452.2283,632.8897,507.0415000000000,664.9748,489.35260000000000,668.0563,499.8537,586.1610000000000,474.29920000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3768697477292450,1.5,491.0,0.0,70147.0,0.0,0.0,60.0,211.0,169.0,583.3333333333330,5.333333333333330,4311.0,60.0,1.4686187,0.0,1.6595225000000000,46206.0,491.0,42541.0,2257912.0
2020-07-04,202027,CT,9,-10.285714285714300,-0.42857142857142900,105.14285714285700,-21.857142857142900,-35.285714285714300,10.0,994.3700000000000,,,574.4973,433.6146,658.5210000000000,460.1685,671.6860000000000,507.14650000000000,623.4556,484.89770000000000,556.7994,447.4091,671.3338,470.2622,663.5228,500.5831,610.9014,477.8791,541.9578000000000,438.4364,628.8367,495.5303,661.993,477.06730000000000,665.3038,487.45750000000000,578.9428,458.9468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718053935081410,1.9,511.0,0.0,71278.0,0.0,0.0,24.0,157.0,143.0,545.0,0.0,4335.0,24.0,1.8490749000000000,0.0,1.7686415000000000,46717.0,511.0,59410.0,2671827.0
2020-07-11,202028,CT,9,-10.714285714285700,-4.714285714285710,101.42857142857100,-20.857142857142900,-31.285714285714300,9.285714285714290,1017.76,,,554.0534,428.70620000000000,650.9684,457.96400000000000,649.6931,497.58350000000000,598.6441,475.8531,538.8336000000000,445.33270000000000,655.3440000000000,462.4757,640.0436,492.2405,590.0079000000000,471.998,525.3457000000000,437.17810000000000,610.8439,491.69470000000000,641.6387,468.197,645.31,479.1119,559.9741,455.2552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6015677418661140,2.9,570.0,0.0,76247.0,0.0,0.0,13.0,141.0,141.0,602.6666666666670,24.666666666666700,4348.0,13.0,1.0202924,0.0,0.9334203,47287.0,570.0,68704.0,3105282.0
2020-07-18,202029,CT,9,-8.428571428571430,-3.2857142857142900,130.28571428571400,-19.0,-29.428571428571400,8.0,1084.46,33.0,,563.1365000000000,426.0798,625.2726,431.6995,655.2894000000000,495.14420000000000,603.1936000000000,470.21690000000000,557.6357,450.1636,633.046,438.9377,641.3434,485.1886,600.8409000000000,471.109,543.0044,440.8672,619.8614000000000,488.7011,636.9525,455.4374,641.4331,467.44850000000000,571.7013000000000,454.9547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3685182659842600,1.7,606.0,0.0,80201.0,0.0,0.0,48.0,115.0,102.0,564.0,0.0,4396.0,48.0,2.8090587000000000,0.0,2.8962538000000000,47893.0,606.0,78876.0,3635888.0
2020-07-25,202030,CT,9,-8.857142857142860,-4.285714285714290,120.28571428571400,-20.0,-29.857142857142900,8.0,1080.8200000000000,49.0,,554.1750000000000,420.91090000000000,607.6857,421.02600000000000,647.4726,491.0534,596.5425,464.02140000000000,552.539,443.9271,622.142,431.7097,629.1951,475.3616,589.5016,461.14700000000000,543.476,440.0477,616.3022,485.6424,628.565,450.38840000000000,630.8378000000000,459.12240000000000,565.5542,448.86580000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357858179246711,2.7,883.0,0.0,78913.0,0.0,0.0,17.0,50.0,58.0,580.6666666666670,6.666666666666670,4413.0,17.0,1.9695367,0.0,2.1464551,48776.0,883.0,73988.0,4153063.0
2020-08-01,202031,CT,9,-7.857142857142860,-4.142857142857140,124.85714285714300,-19.285714285714300,-30.428571428571400,7.571428571428570,1103.8700000000000,55.0,,555.0994,424.7674,616.7109,427.58190000000000,656.8379,498.9194,596.6984000000000,464.7982,557.8546,449.8579,622.6141,432.0907,638.3684,484.2601,595.3775000000000,467.4079,546.2046,442.97720000000000,624.6128,493.13760000000000,634.0773000000000,456.30060000000000,641.4591,467.8257,568.8708000000000,452.6059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2233682366975350,2.3,1034.0,0.0,81935.0,0.0,0.0,19.0,97.0,95.0,551.6666666666670,0.0,4432.0,19.0,1.378764,0.0,1.2953699000000000,49810.0,1034.0,38029.0,4562525.0
2020-08-08,202032,CT,9,-6.0,-1.7142857142857100,98.85714285714290,-19.0,-33.57142857142860,4.428571428571430,1090.49,122.0,,610.0118,441.35700000000000,646.4853,431.96450000000000,690.5069000000000,507.4016,645.5703000000000,483.1469,627.0813000000000,474.3483,649.4923,436.4429,680.0012,497.64510000000000,649.0042000000000,485.8252,616.36,468.21570000000000,676.7538,508.00340000000000,661.5207,459.7989,671.885,472.0597,631.5718000000000,475.6481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439114178265200,2.3,510.0,0.0,78261.0,0.0,0.0,9.0,108.0,113.0,590.0,22.0,4441.0,9.0,1.5326817,0.0,1.3021684,50320.0,510.0,21323.0,4749268.0
2020-08-15,202033,CT,9,-7.142857142857140,-3.7142857142857100,116.85714285714300,-17.571428571428600,-30.571428571428600,6.714285714285710,1142.04,66.0,,589.3358000000000,433.5881,632.2282,421.546,675.4842000000000,497.0277,627.7796000000000,471.6216,610.8318,469.2398,631.5501,425.0815,662.3187,484.10350000000000,628.4552,475.7425,604.455,465.0639,668.6841,505.81210000000000,651.7494,448.9662,660.5088000000000,462.08260000000000,613.1423,467.6603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.9,577.0,0.0,90157.0,0.0,0.0,12.0,88.0,95.0,571.6666666666670,6.666666666666670,4453.0,12.0,1.8056652000000000,0.0,1.9857715,50897.0,577.0,27749.0,4937659.0
2020-08-22,202034,CT,9,-9.571428571428570,-7.714285714285710,100.42857142857100,-18.571428571428600,-30.428571428571400,7.285714285714290,1122.42,82.0,,598.1386,442.4293,611.6094,405.5065,660.1612,483.88970000000000,643.7494,484.0558,628.7523000000000,487.13530000000000,613.7707,409.8476,658.7042,480.6042,642.5149000000000,487.0302,623.6409000000000,484.5047,684.8756,519.4513,647.0923,444.64930000000000,658.5,459.6291,625.4924,479.2808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.6,634.0,0.0,103133.0,0.0,0.0,7.0,84.0,72.0,569.3333333333330,5.333333333333330,4460.0,7.0,2.2962992,0.0,2.2962992,51519.0,622.0,54490.0,5221713.0
