epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
202128,X,US,-3.428571429,3.142857143,48.28571429,-16.14285714,-26,4.714285714,23050,347,180474466,156682146,3,168436.3333,7509.333333,605093,1921,34187198,223086,4155671,249954,4410467,3.405714286,0.162857143,4.698571429,1.864285714,4.048571429,4.444285714,2.921428571,4.474285714,0.674285714,1.297142857,1.778571429,0.228571429,0.18,0.407142857,1.38688
202129,X,US,-3,3.857142857,55,-15.14285714,-26.14285714,4.285714286,33245,318,182581202,158385275,4.2,171450,10376.66667,607015,1922,34551144,363946,4874277,408198,5289851,3.617142857,0.19,4.944285714,1.94,4.111428571,4.494285714,2.89,4.497142857,0.681428571,1.301428571,1.788571429,0.231428571,0.181428571,0.414285714,1.64767
202130,X,US,-3.428571429,3.857142857,49.14285714,-15.85714286,-25.85714286,4.571428571,48236,355,185445745,160083624,6.3,175600,14841,609587,2572,35105191,554047,5661685,618927,6290525,3.797142857,0.212857143,5.101428571,1.97,4.164285714,4.478571429,2.854285714,4.44,0.702857143,1.33,1.83,0.23,0.188571429,0.41,1.799
202131,X,US,-3,5,48,-16,-25.85714286,4.428571429,64193,387,188628641,161769680,8.4,183658.3333,22613.66667,613220,3633,35883947,778756,6938956,800724,7753630,3.951428571,0.231428571,5.208571429,1.988571429,4.172857143,4.502857143,2.815714286,4.352857143,0.721428571,1.355714286,1.785714286,0.225714286,0.184285714,0.424285714,1.94947
202132,X,US,-4.142857143,4.428571429,41.14285714,-17.42857143,-26,4.714285714,78537,335,191863187,163503319,10.3,190415.3333,29400,617870,4650,36795666,911719,7952046,934583,8904186,4.05,0.244285714,5.231428571,1.974285714,4.17,4.757142857,2.835714286,4.374285714,0.748571429,1.362857143,1.811428571,0.227142857,0.181428571,0.414285714,2.03512
202133,X,US,-4.285714286,4,37.42857143,-18.28571429,-25.42857143,4.285714286,84986,336,195093929,165746066,11.5,196328.3333,35422.33333,625182,7312,37843266,1047600,8642301,1000845,9662766,4.1,0.254285714,5.262857143,2,4.08,4.458571429,2.755714286,4.348571429,0.745714286,1.358571429,1.72,0.231428571,0.18,0.412857143,2.19023
202134,X,US,-6.428571429,2.428571429,31.42857143,-21,-24.85714286,4.857142857,86890,302,198056631,168334709,12.2,201032.6667,39978,634343,9161,38931467,1088201,9974477,1099691,11096681,4.24,0.26,5.43,2.098571429,4.1,4.421428571,2.734285714,4.332857143,0.761428571,1.378571429,1.724285714,0.238571429,0.175714286,0.414285714,2.23843
202135,X,US,-5.571428571,3.285714286,32.71428571,-19,-25.42857143,4.571428571,85386,324,200926100,171143993,12.4,203642.6667,42100.33333,645470,11127,40084769,1153302,10569787,1087341,11680240,4.297142857,0.257142857,5.481428571,2.212857143,3.994285714,4.365714286,2.681428571,4.187142857,0.757142857,1.345714286,1.634285714,0.24,0.177142857,0.405714286,2.26655
202136,X,US,-6.285714286,2.428571429,44.42857143,-21.28571429,-29.42857143,5.571428571,81007,293,203052329,173405742,11.5,204375,42414.33333,657449,11979,41126191,1041422,10085408,961656,11067573,4.148571429,0.245714286,5.65,2.248571429,4.027142857,4.361428571,2.721428571,4.157142857,0.765714286,1.362857143,1.641428571,0.241428571,0.177142857,0.401428571,2.21303
202137,X,US,-5.857142857,1.857142857,34.14285714,-19.14285714,-22.85714286,4.285714286,73182,303,205329172,175934956,10.2,203428,40817,671610,14161,42148015,1021824,10970358,929581,11921056,3.992857143,0.234285714,5.597142857,2.214285714,3.934285714,4.382857143,2.658571429,4.024285714,0.792857143,1.354285714,1.624285714,0.24,0.182857143,0.411428571,2.04664
202138,X,US,-6.714285714,0.857142857,32.42857143,-19.14285714,-21,3.857142857,63412,300,207020916,178232361,9.7,200844.6667,37861,686108,14498,42982515,834500,10837941,795935,11651812,3.861428571,0.215714286,5.535714286,2.188571429,3.841428571,4.305714286,2.604285714,3.928571429,0.745714286,1.327142857,1.57,0.241428571,0.18,0.395714286,1.9014
202139,X,US,-5.714285714,2,32.57142857,-18.42857143,-19.85714286,3.714285714,54583,336,208677379,180040063,8.8,199895.3333,36543,699924,13816,43741971,759456,10404256,703256,11124333,3.775714286,0.205714286,5.625714286,2.214285714,3.828571429,4.327142857,2.602857143,3.945714286,0.727142857,1.285714286,1.562857143,0.242857143,0.182857143,0.401428571,1.84504
202140,X,US,-5.714285714,2.285714286,27.85714286,-18.28571429,-20.14285714,3.857142857,49465,379,210615524,182065692,8.8,194868,30714,711682,11758,44409106,667135,10282406,634271,10931198,3.721428571,0.198571429,5.622857143,2.195714286,3.812857143,4.23,2.575714286,3.821428571,0.72,1.277142857,1.562857143,0.242857143,0.178571429,0.392857143,2.03726
202141,X,US,-5.428571429,1.285714286,27.42857143,-18.14285714,-21.14285714,3.857142857,45050,368,212269877,183716461,8.4,191446,26480.66667,723444,11762,44998639,589533,9702918,549805,10265642,3.65,0.185714286,5.628571429,2.175714286,3.842857143,4.232857143,2.607142857,3.822857143,0.714285714,1.26,1.572857143,0.24,0.18,0.387142857,1.94864
202142,X,US,-5.285714286,0.857142857,24.28571429,-17.85714286,-19.71428571,3.714285714,40035,410,214028241,185348947,7.8,191000.3333,25070,735307,11863,45510895,512256,9627385,503525,10143472,3.751428571,0.181428571,5.745714286,2.172857143,3.78,4.28,2.635714286,4.011428571,0.715714286,1.251428571,1.561428571,0.252857143,0.181428571,0.384285714,1.92538
202143,X,US,-6.285714286,1.428571429,8.142857143,-20.28571429,-19.42857143,4.285714286,36886,361,214929721,187121635,7.9,190117.6667,22917,744711,9404,46017103,506208,9132645,476932,9621169,3.558571429,0.182857143,5.687142857,2.148571429,3.762857143,4.14,2.67,3.785714286,0.692857143,1.235714286,1.554285714,0.247142857,0.175714286,0.37,1.9789
202144,X,US,-6.142857143,1.571428571,9.285714286,-19.85714286,-19.57142857,4.428571429,35505,410,216842139,188483378,8,191175.3333,23080,753332,8621,46533392,516289,9143260,511538,9669115,3.711428571,0.191428571,6.152857143,2.371428571,3.715714286,4.095714286,2.67,3.724285714,0.681428571,1.217142857,1.524285714,0.238571429,0.178571429,0.37,2.1334
202145,X,US,-5.571428571,0.571428571,7.285714286,-20.42857143,-20.42857143,4.714285714,37753,499,219446221,189755080,9.4,193902.3333,24677,761876,8544,47102681,569289,9485557,583121,10085982,3.784285714,0.2,6.524285714,2.38,3.848571429,4.094285714,2.678571429,3.688571429,0.71,1.27,1.557142857,0.237142857,0.18,0.372857143,2.25788
202146,X,US,-5.714285714,1,-0.857142857,-18.42857143,-18.42857143,4.285714286,41350,521,223035860,190888286,10,192230.6667,22185.33333,769960,8084,47750119,647438,9840635,643247,10501773,3.812857143,0.201428571,6.568571429,2.355714286,3.812857143,4.071428571,2.71,3.687142857,0.692857143,1.254285714,1.537142857,0.251428571,0.184285714,0.362857143,2.41079
202147,X,US,-11.57142857,2.142857143,-1,-23,-38.28571429,8.285714286,44152,642,225065694,191132568,10.7,194722.6667,22947,775729,5769,48256028,505909,6986720,566327,7571896,3.725714286,0.197142857,6.604285714,2.36,3.598571429,3.775714286,2.72,3.668571429,0.651428571,1.205714286,1.447142857,0.225714286,0.161428571,0.311428571,2.51762
202148,X,US,-6.571428571,0.428571429,-2.857142857,-18.57142857,-18.28571429,4.714285714,50461,1013,228340894,193131013,12.3,200375,27071.33333,787768,12039,49104721,848693,10492446,826349,11341518,4.048571429,0.23,6.964285714,2.408571429,3.85,4.181428571,2.822857143,3.801428571,0.724285714,1.268571429,1.515714286,0.242857143,0.177142857,0.365714286,2.55244
202149,X,US,-7.142857143,0.428571429,-10.14285714,-22.28571429,-16.85714286,5,55585,1223,231629275,196136481,13.3,205369.3333,30566.66667,796878,9110,49936881,832160,10315130,788321,11123551,4.001428571,0.23,6.598571429,2.245714286,3.807142857,4.065714286,2.801428571,3.78,0.695714286,1.29,1.52,0.238571429,0.197142857,0.364285714,2.72476
202150,X,US,-3.428571429,3.857142857,-8.857142857,-20.14285714,-17,4.428571429,55205,1475,234151423,198264412,13,202268,26359.66667,806207,9329,50848745,911864,10701530,1044838,11770944,4.348571429,0.277142857,6.957142857,2.437142857,3.791428571,3.964285714,2.852857143,3.784285714,0.688571429,1.287142857,1.532857143,0.221428571,0.184285714,0.351428571,3.14645
202151,X,US,-9.571428571,6.142857143,-12,-26.28571429,-39.71428571,8.285714286,61769,1980,235231239,199708887,15.9,205047.6667,27845.66667,816518,10311,52221662,1372917,10327240,1902933,12263914,5.655714286,0.434285714,8.592857143,3.214285714,3.997142857,3.81,3.045714286,4.117142857,0.694285714,1.327142857,1.508571429,0.198571429,0.154285714,0.335714286,4.00686
202152,X,US,-13,-2.714285714,-8.428571429,-30.42857143,-44,11.85714286,98698,2771,237159339,200769725,27.4,210007.6667,30684,826015,9497,55096733,2875071,9377787,3442593,12875324,7.282857143,0.608571429,10.93142857,3.941428571,4.644285714,4.268571429,3.437142857,4.405714286,0.81,1.485714286,1.67,0.207142857,0.154285714,0.381428571,4.90468
202201,X,US,-18,-4.571428571,-22.14285714,-30.85714286,-26.57142857,10.28571429,138016,1992,239137773,201905521,34.9,222387.3333,41881.66667,838291,12276,60071569,4974836,12623739,5213135,17939921,6.76,0.567142857,10.26857143,3.594285714,4.522857143,4.56,3.084285714,4.158571429,0.807142857,1.48,1.598571429,0.227142857,0.167142857,0.4,4.32906
202202,X,US,-17.85714286,-4.714285714,-17.42857143,-32.14285714,-23,8.857142857,153592,1651,241450962,203285667,33.1,233984.3333,52569.33333,852699,14408,65719833,5648264,12376442,4692210,17189222,6.037142857,0.48,8.7,3.034285714,4.311428571,4.37,2.87,3.932857143,0.781428571,1.455714286,1.592857143,0.232857143,0.164285714,0.46,3.5344
202203,X,US,-19.57142857,-9.285714286,-17,-33.57142857,-26.42857143,9.428571429,143216,1134,244701229,205337963,27.2,233573.3333,51518.33333,868067,15368,70773332,5053499,11549059,3989644,15653366,5.085714286,0.367142857,7.282857143,2.562857143,4.148571429,4.242857143,2.792857143,3.881428571,0.757142857,1.417142857,1.597142857,0.237142857,0.162857143,0.448571429,2.82024
202204,X,US,-17.71428571,-8,-14.57142857,-31.57142857,-20.71428571,7.571428571,126377,950,243845616,206625152,20.9,232282.6667,49697,885929,17862,74521596,3748264,9327148,2454835,11854278,4.097142857,0.26,5.934285714,2.074285714,3.951428571,4.255714286,2.738571429,3.817142857,0.74,1.371428571,1.582857143,0.241428571,0.175714286,0.411428571,2.06558
202205,X,US,-17.28571429,-6.857142857,-14.42857143,-30.57142857,-22.14285714,8,97037,1137,245052735,207728867,14.7,223017.6667,40692.66667,903495,17566,76628958,2107362,8347411,1414868,9810654,3.49,0.19,4.968571429,1.755714286,3.812857143,4.178571429,2.7,3.788571429,0.717142857,1.318571429,1.557142857,0.234285714,0.172857143,0.394285714,1.68092
202206,X,US,-11.14285714,-2.714285714,-0.571428571,-25,-17.42857143,5.142857143,72720,1256,246037580,208784781,11,214232.6667,32480.66667,919962,16467,77889811,1260853,7962346,828915,8826064,3.325714286,0.158571429,4.595714286,1.662857143,3.872857143,4.337142857,2.795714286,3.925714286,0.711428571,1.427142857,1.624285714,0.244285714,0.181428571,0.412857143,1.44022
202207,X,US,-11.85714286,-3,-3.714285714,-24.57142857,-18.14285714,5.285714286,49773,1572,246916494,209780004,7.4,199516.3333,20178.33333,935657,15695,78617572,727761,7944724,505181,8473119,3.147142857,0.145714286,4.508571429,1.681428571,3.752857143,4.248571429,2.917142857,4.037142857,0.688571429,1.307142857,1.574285714,0.232857143,0.178571429,0.397142857,1.48974
202208,X,US,-11.28571429,-6.857142857,-1.142857143,-25.71428571,-21.42857143,6.142857143,35105,1666,247471436,210468266,5.8,188368,11296.66667,948082,12425,79082148,464576,6513618,307228,6836542,3.075714286,0.135714286,4.655714286,1.728571429,3.801428571,4.194285714,3.015714286,4.147142857,0.685714286,1.285714286,1.585714286,0.235714286,0.184285714,0.41,1.46266
202209,X,US,-8.285714286,-3.857142857,5.714285714,-23.14285714,-16.71428571,3.714285714,25557,1942,248117996,211114874,4.3,185827,9134.666667,958085,10003,79419269,337121,6550022,206599,6769703,3.09,0.14,4.638571429,1.778571429,4.038571429,4.255714286,3.017142857,4.127142857,0.685714286,1.251428571,1.872857143,0.237142857,0.181428571,0.421428571,1.58728
202210,X,US,-12.57142857,-7,-2.714285714,-26,-17.28571429,4.857142857,18676,2247,248552367,211590425,3.1,179705,4868.666667,967130,9045,79657139,237870,5979363,140116,6130970,3.165714286,0.142857143,4.895714286,1.884285714,3.777142857,4.244285714,3.118571429,4.28,0.68,1.242857143,1.642857143,0.232857143,0.178571429,0.402857143,1.70339
202211,X,US,-9.714285714,-5.857142857,15.71428571,-23.28571429,-19,4.142857143,14326,2877,249042324,212047510,2.6,177087.6667,3533.666667,974164,7034,79872556,215417,6153603,133959,6297016,3.248571429,0.157142857,5.115714286,2.001428571,3.76,4.332857143,3.21,4.381428571,0.685714286,1.245714286,1.645714286,0.231428571,0.174285714,0.415714286,1.83335
202212,X,US,-10.28571429,-6.285714286,14.14285714,-23.42857143,-17.28571429,3.714285714,12144,3008,249299650,212396442,2.4,171929,871,979588,5424,80083064,210508,5814950,138746,5963304,3.304285714,0.161428571,5.285714286,2.015714286,3.81,4.398571429,3.185714286,4.397142857,0.694285714,1.248571429,1.648571429,0.24,0.182857143,0.468571429,1.87057
202213,X,US,-10,-6,10.28571429,-24.14285714,-16.57142857,3.857142857,10494,3181,249730651,212781056,2.1,170813.3333,681.3333333,984331,4743,80281845,198781,5440152,150786,5598833,3.321428571,0.164285714,5.264285714,1.988571429,3.767142857,4.344285714,3.164285714,4.347142857,0.677142857,1.24,1.635714286,0.237142857,0.18,0.421428571,1.97612
202214,X,US,-9,-4.142857143,14.85714286,-22.71428571,-16.71428571,3.571428571,10288,3327,250247085,213293195,2.4,170329.3333,950.6666667,988245,3914,80525779,243934,5314587,191470,5513314,3.468571429,0.177142857,5.425714286,2.042857143,3.787142857,4.414285714,3.34,4.482857143,0.697142857,1.238571429,1.701428571,0.244285714,0.184285714,0.435714286,2.07126
202215,X,US,-7.142857143,-0.142857143,23,-22.85714286,-20.14285714,3.571428571,10922,3405,250748246,213786296,3.2,170608,2403.666667,991375,3130,80759878,234099,4599512,242951,4849909,3.552857143,0.185714286,5.538571429,2.09,3.732857143,4.311428571,3.228571429,4.481428571,0.691428571,1.211428571,1.635714286,0.242857143,0.181428571,0.401428571,2.16302
202216,X,US,-11.85714286,-6.285714286,25.42857143,-23.14285714,-20,3.285714286,12676,3640,251262488,214245781,3.8,167520.3333,1251,993968,2593,81103243,343365,4246716,242691,4495796,3.624285714,0.184285714,5.614285714,2.098571429,3.794285714,4.414285714,3.158571429,4.355714286,0.691428571,1.212857143,1.652857143,0.247142857,0.184285714,0.428571429,2.20418
202217,X,US,-7,-2,27.57142857,-20.57142857,-15.85714286,2.428571429,15230,3247,251710253,214638739,4.7,169259.6667,3287.666667,996340,2372,81483492,380249,5440544,385623,5835683,3.744285714,0.194285714,5.668571429,2.104285714,3.758571429,4.407142857,3.04,4.28,0.69,1.204285714,1.641428571,0.251428571,0.188571429,0.417142857,2.24681
202218,X,US,-5.142857143,1.428571429,24.71428571,-21.14285714,-16.28571429,2.571428571,18375,3225,252130415,215043684,5.8,169803.6667,4861.666667,999928,3588,82003112,519620,5084211,452145,5547353,3.908571429,0.211428571,5.655714286,2.137142857,3.681428571,4.327142857,2.965714286,4.137142857,0.671428571,1.197142857,1.61,0.235714286,0.177142857,0.398571429,2.3613
202219,X,US,-5.285714286,0.285714286,36.71428571,-19.85714286,-17,2.142857143,21391,3296,251864215,215516019,7,171481,8013,1001793,1865,82581555,578443,5340760,575067,5929381,4.052857143,0.231428571,5.844285714,2.274285714,3.732857143,4.408571429,2.952857143,4.152857143,0.682857143,1.188571429,1.624285714,0.234285714,0.174285714,0.4,2.48314
202220,X,US,-6.857142857,-1,37.57142857,-19,-17.28571429,2.285714286,24997,3160,252150204,215817227,7.6,170545,7937.333333,1004274,2481,83393356,811801,5598834,678678,6292405,4.008571429,0.234285714,5.9,2.28,3.737142857,4.305714286,2.86,4.258571429,0.68,1.185714286,1.65,0.231428571,0.174285714,0.41,2.45354
202221,X,US,-6.428571429,-0.285714286,36.42857143,-18.42857143,-20.14285714,2.857142857,27217,2791,252567072,216188907,7.3,168627.6667,6965.333333,1006923,2649,84107920,714564,5242364,658429,5915617,4.004285714,0.232857143,5.802857143,2.318571429,3.74,4.218571429,2.807142857,4.727142857,0.664285714,1.21,1.628571429,0.215714286,0.171428571,0.411428571,2.39624
202222,X,US,-6.857142857,0.142857143,53.71428571,-20,-27.85714286,4,28848,2755,252776648,216403675,7.5,170069.3333,8891.666667,1008909,1986,84880904,772984,4380781,596189,4990004,3.977142857,0.228571429,5.721428571,2.29,3.83,4.434285714,2.851428571,4.3,0.667142857,1.22,1.695714286,0.218571429,0.168571429,0.414285714,2.4335
202223,X,US,-7,-0.714285714,45,-17.42857143,-22,3.428571429,30080,2221,252982155,216627563,7.4,171357.3333,10871.66667,1011673,2764,85615798,734894,3842086,534536,4389455,3.861428571,0.211428571,5.378571429,2.16,3.927142857,4.368571429,2.785714286,4.28,0.665714286,1.245714286,1.712857143,0.227142857,0.175714286,0.427142857,2.16334
202224,X,US,-6.714285714,0.428571429,46.14285714,-16.57142857,-23,3.428571429,30944,1857,253278385,216906884,7.3,170476,10656.66667,1013868,2195,86346932,731134,3714928,585880,4313142,3.855714286,0.207142857,5.104285714,2.1,3.914285714,4.358571429,2.8,4.287142857,0.657142857,1.232857143,1.778571429,0.227142857,0.171428571,0.414285714,1.98842
202225,X,US,-7.142857143,-0.428571429,52.42857143,-17,-24.85714286,3.571428571,33378,1426,253500518,217101249,8.2,171934.3333,12730,1016304,2436,87054524,707592,3363588,604123,3981053,3.871428571,0.211428571,4.977142857,2.11,3.932857143,4.391428571,2.818571429,4.28,0.647142857,1.214285714,1.844285714,0.224285714,0.167142857,0.411428571,1.87678
202226,X,US,-6.857142857,1.285714286,51.71428571,-15.57142857,-25,3.571428571,36458,1129,254013184,217244413,8.2,171178.6667,12281.66667,1018198,2446,87869827,815303,2981100,599695,3593180,3.885714286,0.214285714,4.892857143,2.08,3.934285714,4.371428571,2.814285714,4.395714286,0.65,1.225714286,1.802857143,0.225714286,0.17,0.401428571,1.80274
202227,X,US,-10,-0.428571429,62,-20.57142857,-32.57142857,5.142857143,39983,873,254373885,217423264,9,171154.3333,12653.66667,1021167,2969,88602731,732904,3171960,711632,3895524,3.957142857,0.218571429,4.795714286,2.057142857,3.951428571,4.45,2.947142857,4.5,0.652857143,1.234285714,1.822857143,0.234285714,0.174285714,0.415714286,1.81978
202228,X,US,-8.714285714,-1.714285714,49,-17.28571429,-24.42857143,3.714285714,43650,841,254763569,217642075,9.3,171644.3333,13263.66667,1024147,2980,89548974,946243,3422540,776837,4212899,4.001428571,0.217142857,4.682857143,2.044285714,4.098571429,4.538571429,2.791428571,4.371428571,0.665714286,1.277142857,1.894285714,0.235714286,0.177142857,0.43,1.67886
202229,X,US,-8.857142857,-1.428571429,44.85714286,-17.42857143,-24.28571429,5.428571429,45840,699,255230418,217903856,9.5,175268,17031.33333,1027325,3178,90411043,862069,3359795,771157,4144591,4.255714286,0.221428571,4.565714286,2.008571429,4.09,4.49,2.795714286,4.325714286,0.658571429,1.255714286,1.894285714,0.235714286,0.181428571,0.417142857,1.65939
