date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask,smoothed_wtravel_outside_state_5d,smoothed_wspent_time_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2021-05-01,202117,AL,1,1.7142857142857100,6.428571428571430,32.714285714285700,10.571428571428600,-16.714285714285700,2.2857142857142900,164.51857142857100,403.0,19.0,1599130.0,1085063.0,75.19360441428570,9.587356100000000,,,,,1176.6666666666700,125.66666666666700,10913.0,62.0,1.2884962857142900,1.2669447428571400,528309.0,2411.0,41868.0,2802.0,44731.0
2021-05-08,202118,AL,1,0.5714285714285710,9.428571428571430,18.142857142857100,8.0,-17.142857142857100,2.7142857142857100,161.63285714285700,461.0,9.0,1649688.0,1179138.0,67.7754887,10.595730100000000,,,,,1134.0,97.0,10978.0,65.0,0.8925884714285710,0.8280344714285720,530744.0,2435.0,41065.0,3049.0,44174.0
2021-05-15,202119,AL,1,-1.0,9.714285714285710,23.571428571428600,10.0,-17.571428571428600,2.857142857142860,159.34571428571400,493.0,19.0,1697289.0,1256553.0,68.22250917142860,11.591417528571400,,,,,1078.3333333333300,44.333333333333300,11038.0,60.0,1.1964467428571400,1.2783483000000000,539829.0,9085.0,39658.0,2610.0,42350.0
2021-05-22,202120,AL,1,0.8571428571428570,9.571428571428570,34.285714285714300,11.142857142857100,-15.571428571428600,2.2857142857142900,169.32285714285700,363.0,15.0,1736645.0,1300254.0,67.55648084285710,9.625152800000000,,,,,1078.3333333333300,49.333333333333300,11112.0,74.0,0.8224236714285720,0.8184004,541928.0,2099.0,37087.0,2250.0,39392.0
2021-05-29,202121,AL,1,2.2857142857142900,11.714285714285700,32.42857142857140,14.142857142857100,-18.571428571428600,3.0,178.03428571428600,344.0,16.0,1765515.0,1330929.0,69.74385594285710,9.897447700000000,,,,,1069.0,46.0,11146.0,34.0,1.3470256714285700,1.2936908714285700,543405.0,1477.0,33102.0,1954.0,35122.0
2021-06-05,202122,AL,1,-1.1428571428571400,11.0,38.285714285714300,12.428571428571400,-25.571428571428600,4.857142857142860,174.13285714285700,272.0,20.0,1772245.0,1338349.0,68.50910115714290,16.143015257142900,,,,,1072.0,53.0,11198.0,52.0,1.255367857142860,1.2751411714285700,545585.0,2180.0,27623.0,1448.0,29113.0
2021-06-12,202123,AL,1,-1.4285714285714300,7.857142857142860,16.571428571428600,11.857142857142900,-18.428571428571400,4.714285714285710,178.36714285714300,216.0,19.0,1805486.0,1378741.0,69.6434236,12.503306985714300,,,,,1098.6666666666700,87.66666666666670,11266.0,68.0,0.7579739142857140,0.7538189142857140,547323.0,1738.0,29089.0,1332.0,30489.0
2021-06-19,202124,AL,1,-0.5714285714285710,9.285714285714290,27.428571428571400,12.571428571428600,-19.571428571428600,3.857142857142860,180.65714285714300,185.0,20.0,1909005.0,1447746.0,71.22163255714290,6.033747928571430,,,,,1127.0,120.0,11306.0,40.0,0.5759991,0.6543445142857140,548657.0,1334.0,21560.0,957.0,22561.0
2021-06-26,202125,AL,1,-1.5714285714285700,8.0,28.428571428571400,12.857142857142900,-18.571428571428600,3.7142857142857100,181.88285714285700,206.0,13.0,1933773.0,1465914.0,71.24102495714290,3.542108271428570,,,,,1062.0,57.0,11336.0,30.0,0.7499449428571430,0.7770289571428570,549934.0,1277.0,26843.0,1480.0,28400.0
2021-07-03,202126,AL,1,0.0,13.0,28.285714285714300,16.714285714285700,-21.0,3.142857142857140,181.76285714285700,484.0,18.0,1969834.0,1497282.0,80.4574049142857,7.2855082428571400,,,,,1053.6666666666700,49.666666666666700,11358.0,22.0,0.7671445857142860,0.7940035285714290,551298.0,1364.0,25859.0,1824.0,27716.0
2021-07-10,202127,AL,1,-5.285714285714290,8.0,30.857142857142900,11.285714285714300,-27.857142857142900,6.0,178.15571428571400,314.0,14.0,1988956.0,1512496.0,67.3781354857143,6.9546591,,,,,1120.6666666666700,120.66666666666700,11402.0,44.0,1.0943531285714300,1.1219498142857100,554605.0,3307.0,24871.0,2548.0,27445.0
2021-07-17,202128,AL,1,-0.8571428571428570,8.571428571428570,20.0,15.857142857142900,-18.0,4.0,183.62285714285700,504.0,18.0,2013853.0,1529011.0,67.76072894285720,9.83003402857143,,,,,1040.6666666666700,43.666666666666700,11443.0,41.0,1.114488857142860,1.1387345142857100,559478.0,4873.0,31078.0,4730.0,35834.0
2021-07-24,202129,AL,1,-1.7142857142857100,8.714285714285710,19.571428571428600,15.428571428571400,-18.428571428571400,4.571428571428570,182.09714285714300,1084.0,20.0,2048890.0,1544771.0,68.19799325714290,15.234265485714300,,,,,1083.6666666666700,85.66666666666670,11483.0,40.0,1.4574278285714300,1.4219726,569131.0,9653.0,42017.0,9803.0,51899.0
2021-07-31,202130,AL,1,-1.5714285714285700,9.857142857142860,18.857142857142900,13.714285714285700,-18.571428571428600,4.285714285714290,179.67714285714300,1799.0,31.0,2117044.0,1560074.0,69.67411901428570,21.700591214285700,,,,,1133.6666666666700,139.66666666666700,11536.0,53.0,1.5975882714285700,1.5959737000000000,585607.0,16476.0,59137.0,18415.0,77657.0
2021-08-07,202131,AL,1,-0.2857142857142860,13.714285714285700,20.428571428571400,13.285714285714300,-19.0,4.0,173.8857142857140,2072.0,21.0,2207345.0,1581032.0,70.01688408571430,27.02222287142860,,,,,1253.6666666666700,255.66666666666700,11624.0,88.0,2.399545128571430,2.4507116571428600,607209.0,21602.0,72390.0,25949.0,98467.0
2021-08-14,202132,AL,1,-3.0,12.0,15.0,8.571428571428570,-18.714285714285700,4.142857142857140,170.25428571428600,2566.0,18.0,2260327.0,1597879.0,68.64160735714290,29.347829085714300,,,,,1326.0,328.0,11765.0,141.0,2.4470234428571400,2.4886612,627905.0,20696.0,65059.0,21915.0,87160.0
2021-08-21,202133,AL,1,-5.571428571428570,9.142857142857140,5.714285714285710,2.4285714285714300,-18.571428571428600,4.714285714285710,164.1157142857140,2597.0,28.0,2340782.0,1646199.0,67.86650908571430,29.20099298571430,,,,,1438.0,434.0,12000.0,235.0,2.509604657142860,2.4899122571428600,659750.0,31845.0,87152.0,23836.0,111179.0
2021-08-28,202134,AL,1,-6.428571428571430,8.857142857142860,12.0,2.5714285714285700,-18.0,4.571428571428570,162.59571428571400,2542.0,22.0,2415007.0,1715386.0,70.6669377,26.529617885714300,,,,,1460.6666666666700,453.6666666666670,12219.0,219.0,2.7899024571428600,2.895171285714290,688018.0,28268.0,90460.0,25578.0,116257.0
2021-09-04,202135,AL,1,-6.142857142857140,9.428571428571430,3.857142857142860,2.857142857142860,-20.142857142857100,5.714285714285710,166.63285714285700,2686.0,33.0,2474109.0,1779498.0,82.16322864285710,27.5468254,,,,,1440.6666666666700,437.6666666666670,12414.0,195.0,2.739141214285710,2.8066501714285700,719280.0,31262.0,93159.0,26403.0,119844.0
2021-09-11,202136,AL,1,-6.142857142857140,7.285714285714290,24.714285714285700,2.5714285714285700,-24.0,5.714285714285710,164.3857142857140,2365.0,27.0,2506484.0,1822542.0,73.16929135714290,24.291527485714300,,,,,1566.3333333333300,561.3333333333330,12673.0,259.0,2.5765544428571400,2.5496549714285700,745812.0,26532.0,80028.0,19123.0,99359.0
2021-09-18,202137,AL,1,-6.285714285714290,5.285714285714290,8.571428571428570,1.5714285714285700,-16.428571428571400,4.428571428571430,157.25285714285700,1851.0,22.0,2537329.0,1875482.0,72.62220734285710,23.710943514285700,,,,,1427.0,416.0,13209.0,536.0,2.2816528142857100,2.2732403285714300,768301.0,22489.0,77354.0,15709.0,93307.0
2021-09-25,202138,AL,1,-5.0,5.285714285714290,15.285714285714300,3.4285714285714300,-14.714285714285700,3.5714285714285700,166.87714285714300,1208.0,19.0,2565735.0,1922131.0,73.54128101428570,20.167384971428600,,,,,1313.3333333333300,301.3333333333330,14022.0,813.0,1.9526321857142900,2.0407182857142900,787421.0,19120.0,68014.0,11397.0,79683.0
2021-10-02,202139,AL,1,-3.2857142857142900,8.0,23.285714285714300,7.571428571428570,-13.857142857142900,2.5714285714285700,172.75285714285700,855.0,11.0,2586950.0,1955491.0,74.62004464285720,18.914559042857100,,,,,1372.0,356.0,14469.0,447.0,1.6638442857142900,1.6632875,799800.0,12379.0,66893.0,8787.0,75865.0
2021-10-09,202140,AL,1,-4.0,6.571428571428570,12.857142857142900,8.714285714285710,-15.857142857142900,3.5714285714285700,179.25285714285700,738.0,18.0,2609534.0,1988702.0,73.32883615714290,16.303840157142900,,,,,1284.6666666666700,264.6666666666670,14857.0,388.0,1.0220611285714300,1.1071661428571400,807479.0,7679.0,61042.0,7001.0,68162.0
2021-10-16,202141,AL,1,-2.142857142857140,6.857142857142860,29.428571428571400,11.0,-15.714285714285700,3.142857142857140,180.23142857142900,581.0,11.0,2625208.0,2009586.0,74.90125767142860,12.321818914285700,,,,,1205.0,177.0,15179.0,322.0,1.2657720142857100,1.3185069571428600,813481.0,6002.0,55268.0,5185.0,60556.0
2021-10-23,202142,AL,1,-3.142857142857140,6.428571428571430,23.0,8.142857142857140,-13.285714285714300,2.5714285714285700,175.33571428571400,454.0,11.0,2648588.0,2033012.0,75.5017457142857,12.260508914285700,,,,,1159.0,120.0,15406.0,227.0,1.3240189714285700,1.3094368000000000,819597.0,6116.0,53862.0,3886.0,57821.0
2021-10-30,202143,AL,1,-3.2857142857142900,6.857142857142860,12.142857142857100,5.142857142857140,-13.285714285714300,3.4285714285714300,170.69714285714300,388.0,14.0,2672040.0,2054771.0,72.41708658571430,12.5285894,,,,,1089.6666666666700,47.666666666666700,15573.0,167.0,1.2377571714285700,1.2156623142857100,831653.0,12056.0,54133.0,2914.0,57164.0
2021-11-06,202144,AL,1,-2.5714285714285700,7.428571428571430,9.714285714285710,5.714285714285710,-13.0,3.142857142857140,163.72571428571400,293.0,8.0,2689496.0,2070506.0,84.14400977142860,14.287578842857100,,,,,1164.6666666666700,110.66666666666700,15834.0,261.0,0.9776615857142860,1.0355422,835740.0,4087.0,56482.0,2595.0,59160.0
2021-11-13,202145,AL,1,-2.857142857142860,5.428571428571430,6.142857142857140,5.714285714285710,-15.285714285714300,4.0,168.3957142857140,297.0,23.0,2706002.0,2085468.0,75.36916601428570,9.148122285714290,,,,,1151.6666666666700,86.66666666666670,15981.0,147.0,1.4116802857142900,1.4032207571428600,839436.0,3696.0,51673.0,2503.0,54276.0
2021-11-20,202146,AL,1,-2.2857142857142900,7.714285714285710,2.4285714285714300,7.285714285714290,-11.857142857142900,3.2857142857142900,171.46142857142900,273.0,29.0,2740397.0,2109789.0,72.60337868571430,8.685139142857140,,,,,1099.6666666666700,28.0,16073.0,92.0,1.4702441714285700,1.4876216,842636.0,3200.0,51312.0,2494.0,53904.0
2021-11-27,202147,AL,1,-10.714285714285700,8.714285714285710,3.4285714285714300,4.142857142857140,-36.142857142857100,8.285714285714290,164.49,260.0,19.0,2755913.0,2121904.0,73.1915429,9.576782414285720,,,,,1173.0,92.0,16115.0,42.0,1.8159563714285700,1.8718422142857100,844951.0,2315.0,35014.0,2206.0,37327.0
2021-12-04,202148,AL,1,-2.857142857142860,7.571428571428570,1.7142857142857100,8.142857142857140,-11.857142857142900,3.2857142857142900,165.27857142857100,340.0,32.0,2791469.0,2143974.0,74.29681925714290,9.379227900000000,,,,,1238.3333333333300,148.33333333333300,16185.0,70.0,1.497396185714290,1.5312859285714300,848137.0,3186.0,54810.0,3279.0,58185.0
2021-12-11,202149,AL,1,-3.857142857142860,6.142857142857140,-7.571428571428570,-1.8571428571428600,-10.571428571428600,4.285714285714290,165.69857142857100,327.0,23.0,2819200.0,2168129.0,76.76201477142860,7.436813885714290,,,,,1233.6666666666700,133.66666666666700,16265.0,80.0,1.143563557142860,1.1721064142857100,851950.0,3813.0,53503.0,3355.0,56975.0
2021-12-18,202150,AL,1,0.8571428571428570,10.571428571428600,-1.2857142857142900,3.7142857142857100,-10.142857142857100,3.0,174.5542857142860,355.0,34.0,2837454.0,2185661.0,76.3136415,9.603814642857140,,,,,1128.0,30.333333333333300,16353.0,88.0,1.5907653,1.6504754571428600,857292.0,5342.0,53401.0,4432.0,57943.0
2021-12-25,202151,AL,1,-6.0,11.285714285714300,-2.5714285714285700,1.4285714285714300,-35.714285714285700,7.428571428571430,156.25857142857100,493.0,20.0,2849954.0,2196008.0,75.19461707142860,12.791840985714300,,,,,1120.6666666666700,16.666666666666700,16418.0,65.0,1.9308024571428600,1.9787907428571400,868085.0,10793.0,51913.0,9900.0,61904.0
2022-01-01,202152,AL,1,-9.714285714285710,4.0,-0.5714285714285710,-0.8571428571428570,-38.857142857142900,11.142857142857100,156.24285714285700,1027.0,60.0,2868764.0,2211803.0,85.77828054285720,27.6737671,,,,,1229.0,97.0,16455.0,37.0,4.713535428571430,4.752731985714290,896614.0,28529.0,58542.0,30077.0,88804.0
2022-01-08,202201,AL,1,-13.571428571428600,2.142857142857140,-19.857142857142900,-3.142857142857140,-19.428571428571400,9.142857142857140,147.7457142857140,1835.0,25.0,2898115.0,2232672.0,75.23025571428570,38.318813885714300,,,,,1274.0,134.0,16624.0,169.0,5.003490057142860,4.9891209,966180.0,69566.0,74722.0,47143.0,122149.0
2022-01-15,202202,AL,1,-14.571428571428600,1.8571428571428600,-13.285714285714300,-6.428571428571430,-16.142857142857100,7.428571428571430,152.66142857142900,2418.0,33.0,2922396.0,2251164.0,75.01458897142860,41.08371492857140,,,,,1436.0,292.0,16641.0,17.0,6.489363985714290,6.809430057142860,1004622.0,38442.0,38443.0,29620.0,68312.0
2022-01-22,202203,AL,1,-18.428571428571400,-3.7142857142857100,-16.285714285714300,-11.428571428571400,-21.857142857142900,9.571428571428570,145.81714285714300,2762.0,22.0,2969945.0,2278687.0,75.0822847,43.857639885714300,,,,,1399.0,258.0,16826.0,185.0,7.4945191,7.441075685714290,1137387.0,132765.0,76310.0,57859.0,134617.0
2022-01-29,202204,AL,1,-13.571428571428600,-1.7142857142857100,-7.0,-5.285714285714290,-14.0,6.285714285714290,154.01714285714300,2992.0,18.0,2996882.0,2301792.0,74.61874924285720,47.09694744285710,,,,,1550.6666666666700,410.6666666666670,17086.0,260.0,5.572133457142860,5.777596057142860,1206308.0,68921.0,65632.0,36643.0,102639.0
2022-02-05,202205,AL,1,-9.714285714285710,2.5714285714285700,-5.0,-3.0,-11.857142857142900,5.142857142857140,158.78714285714300,2343.0,17.0,3008488.0,2313550.0,73.51941787142860,44.396088271428600,,,,,1534.0,396.0,17371.0,285.0,3.6712864000000000,3.7992713142857100,1242420.0,36112.0,51621.0,20985.0,72859.0
2022-02-12,202206,AL,1,-6.857142857142860,4.857142857142860,10.857142857142900,0.42857142857142900,-10.714285714285700,3.4285714285714300,169.0442857142860,1669.0,12.0,3018303.0,2325038.0,73.14491278571430,36.37714144285720,,,,,1463.6666666666700,336.6666666666670,17571.0,200.0,2.2741817000000000,2.2741817000000000,1262018.0,19598.0,43227.0,11384.0,54735.0
2022-02-19,202207,AL,1,-6.285714285714290,5.428571428571430,10.571428571428600,2.4285714285714300,-11.142857142857100,3.857142857142860,173.73714285714300,1019.0,20.0,3026281.0,2334462.0,71.63032731428570,28.459225914285700,,,,,1354.6666666666700,235.66666666666700,17933.0,362.0,1.5907612000000000,1.6333769714285700,1272608.0,10590.0,50173.0,7121.0,57438.0
2022-02-26,202208,AL,1,-4.571428571428570,1.8571428571428600,14.571428571428600,5.0,-11.714285714285700,3.7142857142857100,181.64285714285700,727.0,14.0,3033599.0,2342941.0,75.50521935714290,20.552660528571400,,,,,1216.3333333333300,118.33333333333300,18225.0,292.0,1.5444533428571400,1.5367150857142900,1279006.0,6398.0,43996.0,3787.0,47872.0
2022-03-05,202209,AL,1,-0.42857142857142900,5.285714285714290,30.428571428571400,7.714285714285710,-10.857142857142900,2.2857142857142900,192.9142857142860,456.0,35.0,3039266.0,2349876.0,74.52212061428570,17.830778071428600,,,,,1101.6666666666700,30.333333333333300,18480.0,255.0,0.815180357142857,0.7827743142857140,1282945.0,3939.0,45927.0,2230.0,48316.0
2022-03-12,202210,AL,1,-6.428571428571430,1.2857142857142900,22.428571428571400,2.5714285714285700,-10.0,4.142857142857140,188.48285714285700,335.0,30.0,3043892.0,2354859.0,74.07757832857140,10.275216871428600,,,,,1078.0,16.0,18832.0,352.0,1.8229963000000000,1.7528829142857100,1288999.0,6054.0,34845.0,1149.0,36090.0
2022-03-19,202211,AL,1,-5.285714285714290,0.5714285714285710,36.142857142857100,6.428571428571430,-10.714285714285700,4.142857142857140,203.5557142857140,213.0,30.0,3047990.0,2359607.0,10.695333071428600,12.5016179,,,,,1003.3333333333300,0.0,19038.0,206.0,1.1011294428571400,1.0703242,1291186.0,2187.0,38021.0,1279.0,39390.0
2022-03-26,202212,AL,1,-3.857142857142860,2.2857142857142900,50.857142857142900,6.428571428571430,-11.571428571428600,3.0,175.31714285714300,151.0,25.0,3051266.0,2362729.0,,2.075594628571430,,,,,906.3333333333330,0.0,19210.0,172.0,1.3499006714285700,1.3851673857142900,1292508.0,1322.0,34077.0,855.0,34998.0
2022-04-02,202213,AL,1,-3.142857142857140,3.2857142857142900,51.57142857142860,6.571428571428570,-12.571428571428600,2.857142857142860,199.55285714285700,133.0,32.0,3055443.0,2366923.0,,,,,,,774.6666666666670,0.0,19313.0,103.0,0.0875225142857143,0.0875225142857143,1295468.0,2960.0,32873.0,942.0,33864.0
2022-04-09,202214,AL,1,-3.4285714285714300,4.0,47.142857142857100,6.285714285714290,-9.0,3.142857142857140,199.78857142857100,121.0,29.0,3059869.0,2371660.0,,,,,,,734.0,0.0,19376.0,63.0,,,1296730.0,1262.0,28652.0,790.0,29526.0
2022-04-16,202215,AL,1,-2.0,7.571428571428570,49.714285714285700,5.142857142857140,-11.571428571428600,2.857142857142860,,98.0,19.0,3067702.0,2379329.0,,,,,,,,,19502.0,126.0,,,1297869.0,1139.0,25799.0,754.0,26620.0
2022-04-23,202216,AL,1,-9.6,0.0,46.0,5.4,-13.2,3.2,,91.0,28.0,3071439.0,2383397.0,,,,,,,,,19541.0,39.0,,,1299137.0,1268.0,6668.0,384.0,7061.0
2020-01-04,202001,AK,2,,,,,,,,,,,,,,,,,,89.0,0.0,,,,,,,,,
2020-01-11,202002,AK,2,,,,,,,,,,,,,,,,,,105.0,14.0,,,,,,,,,
2020-01-18,202003,AK,2,,,,,,,95.45571428571430,,,,,,,,,,,99.0,10.0,,,,,,,,,
2020-01-25,202004,AK,2,,,,,,,106.26857142857100,,,,,,,,,,,97.0,10.0,0.0,0.0,,,0.0,0.0,,,
2020-02-01,202005,AK,2,,,,,,,104.6057142857140,,,,,,,,,,,85.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-02-08,202006,AK,2,,,,,,,108.81714285714300,,,,,,,,,,,92.0,5.0,0.0,0.0,,,0.0,0.0,,,
2020-02-15,202007,AK,2,5.0,3.0,14.0,2.0,1.0,0.0,114.28142857142900,,,,,,,,,,,89.0,2.0,0.0,0.0,,,0.0,0.0,,,
2020-02-22,202008,AK,2,3.2857142857142900,0.42857142857142900,8.428571428571430,2.4285714285714300,-3.7142857142857100,1.4285714285714300,114.43428571428600,,,,,,,,,,,83.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-02-29,202009,AK,2,9.857142857142860,4.285714285714290,9.428571428571430,5.0,3.4285714285714300,-0.8571428571428570,118.37,,,,,,,,,,,84.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-03-07,202010,AK,2,10.857142857142900,8.285714285714290,6.714285714285710,7.857142857142860,2.4285714285714300,-0.14285714285714300,117.59571428571400,,,,,,,,,,,79.0,0.0,0.0,0.0,,,0.0,0.0,50.0,,50.0
2020-03-14,202011,AK,2,9.142857142857140,12.0,21.285714285714300,2.4285714285714300,-6.142857142857140,1.5714285714285700,117.22285714285700,,,,,,,,,,,92.0,8.0,0.0,0.0,,,1.0,1.0,374.0,3.0,377.0
2020-03-21,202012,AK,2,-16.857142857142900,8.0,20.571428571428600,-13.285714285714300,-17.0,7.142857142857140,82.97857142857140,,,,,,,,,,,69.0,0.0,0.0,0.0,,,16.0,15.0,2107.0,50.0,2157.0
2020-03-28,202013,AK,2,-38.857142857142900,-12.142857142857100,22.142857142857100,-41.42857142857140,-35.42857142857140,14.428571428571400,67.55285714285720,,,,,,,,,,,85.33333333333330,3.3333333333333300,2.0,2.0,,,92.0,76.0,2988.0,89.0,3079.0
2020-04-04,202014,AK,2,-41.57142857142860,-15.571428571428600,10.142857142857100,-48.42857142857140,-41.0,16.428571428571400,65.57428571428570,,,,,,,,,,,97.33333333333330,15.333333333333300,5.0,3.0,,,172.0,80.0,3560.0,117.0,3678.0
2020-04-11,202015,AK,2,-39.0,-12.571428571428600,17.285714285714300,-49.57142857142860,-40.57142857142860,15.571428571428600,71.88,,,,,,,,,,,83.33333333333330,0.6666666666666670,8.0,3.0,0.6108069428571430,0.6274325714285710,261.0,89.0,3139.0,81.0,3221.0
2020-04-18,202016,AK,2,-34.57142857142860,-12.857142857142900,15.714285714285700,-48.714285714285700,-38.57142857142860,15.0,79.83285714285710,,,,,,,,,,,79.66666666666670,0.0,9.0,1.0,0.6854110714285710,0.6854110714285710,319.0,58.0,2956.0,49.0,3014.0
2020-04-25,202017,AK,2,-26.285714285714300,-8.142857142857140,31.285714285714300,-44.857142857142900,-35.714285714285700,13.428571428571400,92.25285714285720,,,,,,,,,,,61.0,0.0,9.0,0.0,0.6561016857142860,0.889168,344.0,25.0,4253.0,42.0,4300.0
2020-05-02,202018,AK,2,-15.0,0.5714285714285710,69.85714285714290,-37.0,-32.42857142857140,9.857142857142860,109.87714285714300,,,,,,,,,,,87.0,3.0,9.0,0.0,0.39591094285714300,0.40796447142857100,370.0,26.0,5193.0,35.0,5229.0
2020-05-09,202019,AK,2,-8.857142857142860,7.428571428571430,91.28571428571430,-34.0,-29.285714285714300,9.571428571428570,121.28,,,,,,,,,,,88.66666666666670,4.666666666666670,10.0,1.0,0.39650144285714300,0.44007095714285700,385.0,15.0,6916.0,20.0,6937.0
2020-05-16,202020,AK,2,-3.7142857142857100,8.857142857142860,121.0,-29.714285714285700,-26.571428571428600,7.714285714285710,100.76000000000000,,,,,,,,,,,84.0,0.0,10.0,0.0,0.3063528142857140,0.3766823428571430,403.0,18.0,7532.0,28.0,7561.0
2020-05-23,202021,AK,2,-0.7142857142857140,10.857142857142900,113.28571428571400,-26.428571428571400,-25.857142857142900,7.142857142857140,151.56000000000000,,,,,,,,,,,82.0,0.0,10.0,0.0,0.5342252714285720,0.5656969000000000,423.0,20.0,11147.0,23.0,11170.0
2020-05-30,202022,AK,2,0.0,10.857142857142900,137.28571428571400,-25.0,-27.857142857142900,6.857142857142860,153.9342857142860,,,,,,,,,,,97.0,12.0,10.0,0.0,0.5945977857142860,0.5043606857142860,455.0,32.0,10086.0,61.0,10147.0
2020-06-06,202023,AK,2,6.714285714285710,15.428571428571400,133.0,-14.857142857142900,-20.142857142857100,5.142857142857140,165.39142857142900,,,,,,,,,,,79.0,0.0,10.0,0.0,0.5219922142857140,0.4583378857142860,586.0,131.0,11790.0,104.0,11898.0
2020-06-13,202024,AK,2,8.285714285714290,14.714285714285700,162.85714285714300,-5.714285714285710,-20.142857142857100,4.285714285714290,176.26857142857100,,,,,,,,,,,87.0,1.3333333333333300,12.0,2.0,0.5825993,0.5904898142857140,731.0,145.0,13350.0,203.0,13555.0
2020-06-20,202025,AK,2,10.0,15.285714285714300,161.71428571428600,-5.857142857142860,-21.0,4.142857142857140,181.07714285714300,,,,,,,,,,,92.0,6.0,12.0,0.0,0.4455068857142860,0.4343996857142860,856.0,125.0,20651.0,249.0,20902.0
2020-06-27,202026,AK,2,9.857142857142860,13.857142857142900,166.85714285714300,-2.142857142857140,-21.428571428571400,4.142857142857140,186.35857142857100,,,,,,,,,,,90.0,4.0,14.0,2.0,0.3641112714285710,0.29553734285714300,1039.0,183.0,23710.0,277.0,23991.0
2020-07-04,202027,AK,2,13.857142857142900,24.142857142857100,210.14285714285700,-0.7142857142857140,-27.857142857142900,3.5714285714285700,195.79857142857100,,,,,,,,,,,83.66666666666670,0.0,16.0,2.0,0.5620186714285710,0.6181045571428570,1350.0,311.0,26736.0,433.0,27177.0
2020-07-11,202028,AK,2,12.857142857142900,17.0,166.71428571428600,4.142857142857140,-24.0,4.571428571428570,199.66285714285700,,,,,,,,,,,100.66666666666700,16.666666666666700,17.0,1.0,0.35839220000000000,0.3388979428571430,1683.0,333.0,29929.0,673.0,30609.0
2020-07-18,202029,AK,2,14.714285714285700,17.714285714285700,192.71428571428600,6.285714285714290,-22.428571428571400,4.285714285714290,207.13571428571400,6.0,,,,,,,,,,88.33333333333330,3.3333333333333300,18.0,1.0,0.4358674285714290,0.5210922285714290,2179.0,496.0,33406.0,819.0,34239.0
2020-07-25,202030,AK,2,13.0,17.0,178.42857142857100,4.571428571428570,-22.428571428571400,4.714285714285710,204.79714285714300,34.0,,,,,,,,,,92.0,8.0,20.0,2.0,0.4913690714285710,0.5770575285714290,2912.0,733.0,37483.0,1555.0,39064.0
2020-08-01,202031,AK,2,13.714285714285700,17.428571428571400,197.16666666666700,5.857142857142860,-22.285714285714300,3.857142857142860,208.85142857142900,20.0,,,,,,,,,,112.33333333333300,27.333333333333300,24.0,4.0,0.8267655571428570,0.8460643142857140,3868.0,956.0,34098.0,1274.0,35442.0
2020-08-08,202032,AK,2,9.571428571428570,16.142857142857100,173.28571428571400,6.714285714285710,-22.857142857142900,4.571428571428570,207.87714285714300,29.0,,,,,,,,,,99.66666666666670,15.666666666666700,26.0,2.0,0.38961055714285700,0.48262931428571400,4420.0,552.0,34666.0,949.0,35692.0
2020-08-15,202033,AK,2,7.285714285714290,13.142857142857100,179.71428571428600,3.7142857142857100,-23.142857142857100,3.857142857142860,206.98857142857100,23.0,,,,,,,,,,72.0,0.0,28.0,2.0,0.36725522857142900,0.36725522857142900,5005.0,585.0,43532.0,1153.0,44765.0
2020-08-22,202034,AK,2,7.571428571428570,11.571428571428600,285.0,15.0,-22.0,3.4285714285714300,204.45285714285700,31.0,,,,,,,,,,114.33333333333300,31.333333333333300,31.0,3.0,0.8829602714285710,0.9319990714285720,5552.0,547.0,38524.0,939.0,39507.0
2020-08-29,202035,AK,2,2.857142857142860,7.571428571428570,,,-20.571428571428600,4.857142857142860,187.69857142857100,31.0,,,,,,,,,,92.0,7.0,37.0,6.0,1.0270993142857100,1.0270993142857100,6085.0,533.0,41299.0,1170.0,42476.0
2020-09-05,202036,AK,2,5.428571428571430,10.0,,,-21.571428571428600,4.0,187.8657142857140,35.0,,,,,,,,,,103.66666666666700,19.666666666666700,42.0,5.0,0.2826019142857140,0.32169774285714300,6581.0,496.0,37957.0,1081.0,39045.0
2020-09-12,202037,AK,2,2.0,6.0,171.0,3.0,-26.428571428571400,4.285714285714290,183.2514285714290,31.0,,,,,,,,,,86.33333333333330,2.3333333333333300,44.0,2.0,0.3814537,0.5023156428571430,7128.0,547.0,34161.0,957.0,35121.0
2020-09-19,202038,AK,2,1.4285714285714300,4.428571428571430,118.71428571428600,-5.857142857142860,-17.857142857142900,4.285714285714290,176.75857142857100,38.0,,,,,,,,,,103.66666666666700,18.666666666666700,45.0,1.0,1.0960059142857100,1.158778257142860,7682.0,554.0,37208.0,1104.0,38315.0
