epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202021,X,US,-25.0,-3.7142857142857144,23.142857142857142,-37.57142857142857,-35.714285714285715,12.857142857142858,417.0,,,,7.4,176273.0,12630.666666666664,100754.0,8399.0,1626786.0,153218.0,2660119.0,214169.0,2881349.0
202022,X,US,-23.428571428571427,-3.5714285714285716,40.0,-36.285714285714285,-37.142857142857146,12.428571428571429,309.0,,,,6.1,171612.66666666663,9901.666666666666,107221.0,6467.0,1772189.0,145403.0,2992112.0,213541.0,3216253.0
202023,X,US,-19.142857142857142,-0.7142857142857143,38.285714285714285,-33.0,-30.428571428571427,10.571428571428571,208.0,,,,4.8,170409.33333333337,8957.666666666666,113088.0,5867.0,1922256.0,150067.0,3334811.0,211188.0,3553740.0
202024,X,US,-16.428571428571427,-0.7142857142857143,49.714285714285715,-30.285714285714285,-29.285714285714285,9.428571428571429,278.0,,,,4.0,168629.0,7503.666666666668,118157.0,5069.0,2071118.0,148862.0,3561038.0,220641.0,3788988.0
202025,X,US,-14.285714285714286,0.5714285714285714,59.42857142857143,-28.0,-29.0,8.428571428571429,246.0,,,,4.0,168949.0,7932.0,122311.0,4154.0,2254042.0,182924.0,3944592.0,318068.0,4270650.0
202026,X,US,-15.285714285714286,-1.0,56.57142857142857,-27.428571428571427,-29.857142857142858,8.714285714285714,469.0,,,,4.5,170405.33333333337,9950.333333333334,126173.0,3862.0,2514390.0,260348.0,4280724.0,400968.0,4690422.0
202027,X,US,-13.714285714285714,2.5714285714285716,64.14285714285714,-27.714285714285715,-35.142857142857146,9.0,824.0,,,,5.9,173763.0,13897.666666666664,129846.0,3673.0,2851098.0,336708.0,4697608.0,525175.0,5233681.0
202028,X,US,-15.714285714285714,-2.2857142857142856,52.57142857142857,-27.714285714285715,-31.857142857142858,8.857142857142858,960.0,,,,7.6,178810.66666666663,18650.0,135132.0,5286.0,3255756.0,404658.0,5344166.0,628987.0,5987755.0
202029,X,US,-14.714285714285714,-1.4285714285714286,60.285714285714285,-28.142857142857142,-30.714285714285715,8.714285714285714,18510.0,,,,8.1,181165.66666666663,21701.0,140693.0,5561.0,3709335.0,453579.0,5895881.0,657859.0,6572269.0
202030,X,US,-15.285714285714286,-3.0,57.0,-28.857142857142858,-30.857142857142858,8.714285714285714,32787.0,,,,7.6,183280.0,23211.66666666667,147162.0,6469.0,4171588.0,462253.0,6125248.0,631980.0,6788647.0
202031,X,US,-14.571428571428571,-2.7142857142857144,57.57142857142857,-28.285714285714285,-31.285714285714285,8.428571428571429,38499.0,,,,6.9,183221.0,23411.33333333333,155038.0,7876.0,4607029.0,435441.0,5721600.0,531702.0,6279670.0
202032,X,US,-13.857142857142858,-2.5714285714285716,58.0,-28.142857142857142,-31.142857142857142,8.142857142857142,33252.0,,,,6.2,182113.66666666663,21934.666666666668,162301.0,7263.0,4995938.0,388909.0,5569701.0,443579.0,6030227.0
202033,X,US,-14.714285714285714,-3.7142857142857144,56.285714285714285,-28.285714285714285,-31.0,7.714285714285714,31512.0,,,,5.6,182483.0,22083.33333333333,169361.0,7060.0,5387686.0,391748.0,5614072.0,386532.0,6016789.0
202034,X,US,-15.142857142857142,-4.571428571428571,50.142857142857146,-28.714285714285715,-30.142857142857142,7.714285714285714,30668.0,,,,5.2,180131.66666666663,20127.33333333333,175520.0,6159.0,5689516.0,301830.0,5521898.0,336005.0,5871776.0
202035,X,US,-15.857142857142858,-5.571428571428571,41.142857142857146,-29.428571428571427,-29.571428571428573,8.0,29304.0,,,,4.4,176341.0,15833.666666666664,181835.0,6315.0,5980078.0,290562.0,5577959.0,327262.0,5917665.0
202036,X,US,-13.428571428571429,-3.2857142857142856,48.714285714285715,-26.857142857142858,-29.857142857142858,6.714285714285714,27407.0,,,,4.0,174534.0,13933.666666666664,187646.0,5811.0,6266951.0,286873.0,5673923.0,313780.0,5999705.0
202037,X,US,-15.714285714285714,-5.714285714285714,45.142857142857146,-30.142857142857142,-34.42857142857143,7.857142857142857,27621.0,,,,3.8,173160.33333333337,12097.666666666664,192768.0,5122.0,6511697.0,244746.0,5341026.0,264126.0,5614622.0
202038,X,US,-15.0,-6.0,38.714285714285715,-29.285714285714285,-27.0,6.857142857142857,24456.0,,,,3.8,173715.33333333337,12047.333333333336,198180.0,5412.0,6801966.0,290269.0,6405688.0,304714.0,6720012.0
202039,X,US,-15.285714285714286,-6.428571428571429,32.57142857142857,-30.142857142857142,-26.428571428571427,6.857142857142857,24483.0,,,,4.2,176335.33333333337,14328.666666666664,203494.0,5314.0,7094776.0,292810.0,6516664.0,318243.0,6844824.0
202040,X,US,-14.571428571428571,-5.0,22.285714285714285,-29.714285714285715,-25.714285714285715,6.571428571428571,26996.0,,,,4.5,174017.33333333337,11472.333333333336,208341.0,4847.0,7396954.0,302178.0,6477127.0,330208.0,6815913.0
202041,X,US,-15.142857142857142,-5.142857142857143,27.714285714285715,-29.0,-26.0,6.571428571428571,32669.0,,,,5.8,179294.66666666663,15562.333333333336,213363.0,5022.0,7731517.0,334563.0,7596709.0,394933.0,8007927.0
202042,X,US,-15.714285714285714,-6.285714285714286,21.285714285714285,-29.285714285714285,-26.571428571428573,7.428571428571429,36278.0,12.0,,,6.5,175484.33333333337,10932.333333333334,218511.0,5148.0,8119914.0,388397.0,7110220.0,441566.0,7575123.0
202043,X,US,-16.571428571428573,-6.857142857142857,14.714285714285714,-29.142857142857142,-25.142857142857142,7.285714285714286,41089.0,218.0,,,7.8,179327.0,13620.333333333336,224411.0,5900.0,8605032.0,485118.0,7957325.0,548869.0,8534908.0
202044,X,US,-16.714285714285715,-5.714285714285714,1.8571428571428572,-31.142857142857142,-25.428571428571427,7.857142857142857,46066.0,428.0,,,9.5,181971.3333333333,15504.0,230489.0,6078.0,9177121.0,572089.0,8079052.0,652585.0,8762198.0
202045,X,US,-16.571428571428573,-7.428571428571429,6.142857142857143,-32.57142857142857,-25.428571428571427,7.857142857142857,55403.0,477.0,,,12.6,192649.0,24531.33333333333,237875.0,7386.0,9954499.0,777378.0,8788578.0,888148.0,9701762.0
202046,X,US,-18.0,-8.142857142857142,-3.2857142857142856,-34.285714285714285,-26.571428571428573,9.0,69763.0,585.0,,,16.1,194504.3333333333,25847.0,245990.0,8115.0,10984031.0,1029532.0,9665274.0,1188866.0,10876203.0
202047,X,US,-19.571428571428573,-7.0,-7.142857142857143,-34.0,-25.857142857142858,9.142857142857142,81601.0,548.0,,,18.3,200402.0,30435.33333333333,256953.0,10963.0,12189741.0,1205710.0,11403792.0,1298163.0,12730524.0
202048,X,US,-24.714285714285715,-6.428571428571429,-7.571428571428571,-38.714285714285715,-40.57142857142857,12.285714285714286,85943.0,590.0,,,18.9,203049.0,31622.33333333333,268027.0,11074.0,13370748.0,1181007.0,10373918.0,1208355.0,11612027.0
202049,X,US,-19.857142857142858,-8.571428571428571,-16.0,-35.57142857142857,-26.571428571428573,9.857142857142858,94809.0,577.0,,,19.7,212389.66666666663,38020.66666666666,283766.0,15739.0,14739218.0,1368470.0,10940800.0,1497701.0,12467483.0
202050,X,US,-20.0,-7.714285714285714,-14.571428571428571,-37.42857142857143,-26.285714285714285,9.571428571428571,100590.0,605.0,,,20.2,223720.0,48258.66666666666,301131.0,17365.0,16252458.0,1513240.0,11249505.0,1506679.0,12785485.0
202051,X,US,-19.571428571428573,-6.0,-22.0,-37.0,-27.714285714285715,10.428571428571429,104346.0,794.0,,,19.4,224992.0,47828.33333333334,320096.0,18965.0,17805698.0,1553240.0,10979922.0,1501264.0,12515971.0
202052,X,US,-22.428571428571427,-2.7142857142857144,-17.428571428571427,-39.142857142857146,-42.57142857142857,12.428571428571429,104873.0,874.0,398579.0,,19.4,228200.66666666663,49317.66666666666,336533.0,16437.0,19171012.0,1365314.0,9630701.0,1340838.0,11005811.0
202053,X,US,-22.285714285714285,-9.142857142857142,-12.857142857142858,-40.57142857142857,-42.714285714285715,14.285714285714286,111218.0,738.0,1601682.0,,19.8,234751.0,54085.66666666666,355267.0,18734.0,20671281.0,1500269.0,8985653.0,1593813.0,10616419.0
202101,X,US,-23.0,-10.571428571428571,-22.857142857142858,-38.57142857142857,-27.857142857142858,11.142857142857142,117582.0,665.0,2365773.0,1127.0,20.7,233604.66666666663,51930.66666666666,377500.0,22233.0,22405007.0,1733726.0,11062010.0,1762989.0,12865894.0
202102,X,US,-24.857142857142858,-12.571428571428571,-20.857142857142858,-40.0,-28.0,10.714285714285714,109775.0,660.0,3469733.0,57517.0,18.4,234914.0,52025.0,400953.0,23453.0,23966962.0,1561955.0,11064094.0,1454372.0,12557091.0
202103,X,US,-25.142857142857142,-13.714285714285714,-18.142857142857142,-41.142857142857146,-29.571428571428573,10.714285714285714,96408.0,545.0,5422455.0,1010490.0,15.9,225707.33333333328,43666.333333333336,422712.0,21759.0,25189959.0,1222997.0,10636651.0,1183728.0,11862713.0
202104,X,US,-26.0,-14.428571428571429,-26.285714285714285,-41.42857142857143,-27.571428571428573,10.571428571428571,82343.0,593.0,13030902.0,2743488.0,13.3,215634.3333333333,34277.666666666664,444589.0,21877.0,26246775.0,1056816.0,10289682.0,988007.0,11315896.0
202105,X,US,-24.285714285714285,-12.714285714285714,-23.0,-40.857142857142854,-27.857142857142858,10.428571428571429,70684.0,516.0,20962222.0,5567422.0,11.5,210843.66666666663,28752.0,465975.0,21386.0,27098549.0,851774.0,9784004.0,779308.0,10593357.0
202106,X,US,-25.285714285714285,-11.0,-28.0,-40.0,-28.142857142857142,10.571428571428571,57392.0,482.0,34328102.0,12054623.0,8.8,199278.3333333333,19053.666666666668,483536.0,17561.0,27758445.0,659896.0,8533315.0,583841.0,9135901.0
202107,X,US,-28.0,-14.428571428571429,-27.714285714285715,-42.0,-34.714285714285715,13.0,47089.0,481.0,41188516.0,17206746.0,7.8,196109.0,15846.666666666664,496669.0,13133.0,28232280.0,473835.0,7549085.0,427645.0,7991018.0
202108,X,US,-17.714285714285715,-9.428571428571429,-10.428571428571429,-34.142857142857146,-24.857142857142858,8.714285714285714,42497.0,498.0,47464996.0,22888834.0,7.1,189917.66666666663,10980.0,510623.0,13954.0,28715345.0,483065.0,8743854.0,442145.0,9201595.0
202109,X,US,-15.0,-6.857142857142857,-6.714285714285714,-32.57142857142857,-24.714285714285715,7.714285714285714,36181.0,466.0,56253659.0,28928169.0,6.2,182820.0,6147.333333333332,522624.0,12001.0,29139350.0,424005.0,8620701.0,378912.0,9012881.0
202110,X,US,-13.285714285714286,-5.428571428571429,6.285714285714286,-30.285714285714285,-25.142857142857142,7.285714285714286,33833.0,425.0,67407260.0,34598390.0,6.4,178372.33333333337,3345.0,531272.0,8648.0,29519552.0,380202.0,8267170.0,363752.0,8643495.0
202111,X,US,-9.428571428571429,-4.571428571428571,0.5714285714285714,-27.857142857142858,-26.285714285714285,7.285714285714286,32958.0,416.0,77770168.0,39876847.0,7.0,174781.33333333337,1218.0,538365.0,7093.0,29906009.0,386457.0,8042927.0,370619.0,8425474.0
202112,X,US,-8.428571428571429,-4.142857142857143,13.857142857142858,-25.857142857142858,-24.571428571428573,6.571428571428571,34382.0,385.0,89776217.0,46056858.0,8.1,176424.66666666663,2866.333333333333,545339.0,6974.0,30337766.0,431757.0,8112448.0,420918.0,8546715.0
202113,X,US,-6.428571428571429,0.8571428571428571,13.571428571428571,-25.857142857142858,-27.428571428571427,6.714285714285714,35964.0,369.0,101920395.0,54438535.0,8.7,170374.66666666663,511.66666666666674,551128.0,5789.0,30797679.0,459913.0,7988053.0,454314.0,8458274.0
202114,X,US,-9.571428571428571,-2.857142857142857,27.571428571428573,-24.428571428571427,-27.285714285714285,5.714285714285714,38741.0,442.0,114791160.0,63630229.0,10.1,177280.33333333337,5011.333333333333,558015.0,6887.0,31277564.0,479885.0,8154663.0,469979.0,8642520.0
202115,X,US,-8.428571428571429,-3.142857142857143,16.0,-25.571428571428573,-24.571428571428573,6.0,39830.0,417.0,126822454.0,73322664.0,10.2,171731.33333333337,2506.6666666666665,563048.0,5033.0,31756139.0,478575.0,8371945.0,464799.0,8849736.0
202116,X,US,-8.714285714285714,-2.5714285714285716,20.714285714285715,-24.571428571428573,-24.0,6.142857142857143,37720.0,493.0,135636560.0,83614820.0,9.2,174740.0,5391.0,568083.0,5035.0,32169996.0,413857.0,8245873.0,401718.0,8659213.0
202117,X,US,-7.428571428571429,-0.8571428571428571,28.857142857142858,-23.285714285714285,-24.142857142857142,5.428571428571429,34180.0,425.0,143109046.0,93543523.0,8.1,173985.33333333337,5711.333333333332,572960.0,4877.0,32519193.0,349197.0,7921935.0,351551.0,8284303.0
202118,X,US,-5.571428571428571,3.2857142857142856,26.571428571428573,-22.142857142857142,-23.857142857142858,4.857142857142857,30748.0,344.0,147989197.0,102039691.0,7.2,171725.0,4924.0,577650.0,4690.0,32812790.0,293597.0,7329939.0,282056.0,7620680.0
202119,X,US,-6.142857142857143,2.857142857142857,33.57142857142857,-20.714285714285715,-24.428571428571427,4.714285714285714,26231.0,321.0,152619490.0,110288534.0,5.7,170417.33333333337,4574.333333333333,581663.0,4013.0,33049540.0,236750.0,6788029.0,220360.0,7015898.0
202120,X,US,-5.571428571428571,1.8571428571428572,40.285714285714285,-20.571428571428573,-23.285714285714285,4.714285714285714,23008.0,301.0,158667114.0,116807511.0,4.8,171676.66666666663,5888.0,585543.0,3880.0,33230372.0,180832.0,6092111.0,171867.0,6270189.0
202121,X,US,-4.285714285714286,3.2857142857142856,38.57142857142857,-20.142857142857142,-24.714285714285715,4.571428571428571,20442.0,295.0,163145749.0,121507846.0,3.7,168083.33333333337,4149.333333333333,590025.0,4482.0,33375940.0,145568.0,5382810.0,131868.0,5519483.0
202122,X,US,-4.285714285714286,4.142857142857143,54.142857142857146,-20.714285714285715,-30.428571428571427,5.857142857142857,16660.0,286.0,166155682.0,124810624.0,2.8,168783.0,4872.0,593289.0,3264.0,33477853.0,101913.0,4801197.0,96808.0,4901666.0
202123,X,US,-3.4285714285714284,3.857142857142857,48.285714285714285,-18.428571428571427,-24.571428571428573,4.571428571428571,14931.0,276.0,169178144.0,129365983.0,2.3,168255.0,5363.0,595750.0,2461.0,33576797.0,98944.0,4717335.0,85818.0,4807114.0
202124,X,US,-2.857142857142857,5.0,55.285714285714285,-16.428571428571427,-25.714285714285715,4.285714285714286,13521.0,262.0,172402052.0,134650402.0,1.9,168708.33333333337,6520.0,597826.0,2076.0,33657515.0,80718.0,4351244.0,80464.0,4435410.0
202125,X,US,-4.142857142857143,1.7142857142857142,50.142857142857146,-16.857142857142858,-26.285714285714285,4.428571428571429,13173.0,253.0,174422089.0,137366902.0,1.8,167997.0,6528.333333333332,599924.0,2098.0,33744210.0,86695.0,4176690.0,85631.0,4265712.0
202126,X,US,-3.4285714285714284,4.571428571428571,48.57142857142857,-16.571428571428573,-27.714285714285715,4.0,14431.0,249.0,177350961.0,141076972.0,1.7,169894.0,8728.0,601588.0,1664.0,33835264.0,91054.0,3804250.0,106816.0,3914327.0
202127,X,US,-5.857142857142857,3.2857142857142856,60.285714285714285,-18.285714285714285,-33.42857142857143,5.714285714285714,17174.0,286.0,178985619.0,142789036.0,2.3,168776.66666666663,7901.333333333332,603171.0,1583.0,33969301.0,134037.0,3622414.0,148467.0,3774307.0
202128,X,US,-3.4285714285714284,3.142857142857143,48.285714285714285,-16.142857142857142,-26.0,4.714285714285714,23050.0,347.0,180774265.0,144829487.0,3.0,168506.33333333337,8420.666666666666,605093.0,1922.0,34192416.0,223115.0,4143254.0,248034.0,4396121.0
202129,X,US,-3.0,3.857142857142857,55.0,-15.142857142857142,-26.142857142857142,4.285714285714286,33245.0,318.0,182976319.0,146606788.0,4.2,171380.0,11393.666666666664,607014.0,1921.0,34556402.0,363986.0,4866213.0,407192.0,5280767.0
202130,X,US,-3.4285714285714284,3.857142857142857,49.142857142857146,-15.857142857142858,-25.857142857142858,4.571428571428571,48236.0,355.0,185909148.0,148087877.0,6.3,175603.0,16026.666666666664,609585.0,2571.0,35110518.0,554116.0,5646638.0,617830.0,6274347.0
202131,X,US,-3.0,5.0,48.0,-16.0,-25.857142857142858,4.428571428571429,64193.0,387.0,189201528.0,149578614.0,8.4,183658.3333333333,24060.33333333333,613215.0,3630.0,35889345.0,778827.0,6929482.0,800709.0,7744121.0
202132,X,US,-4.142857142857143,4.428571428571429,41.142857142857146,-17.428571428571427,-26.0,4.714285714285714,78537.0,335.0,192447786.0,151203106.0,10.3,190415.3333333333,30904.66666666667,617864.0,4649.0,36801273.0,911928.0,7941744.0,934140.0,8893432.0
202133,X,US,-4.285714285714286,4.0,37.42857142857143,-18.285714285714285,-25.428571428571427,4.285714285714286,84986.0,336.0,195610140.0,153276195.0,11.5,196370.3333333333,36812.0,625168.0,7304.0,37849386.0,1048113.0,8638589.0,1001003.0,9659227.0
202134,X,US,-6.428571428571429,2.4285714285714284,31.428571428571427,-21.0,-24.857142857142858,4.857142857142857,86890.0,302.0,198556949.0,155742466.0,12.2,200993.66666666663,41198.333333333336,634317.0,9149.0,38937588.0,1088202.0,9974609.0,1100383.0,11097527.0
202135,X,US,-5.571428571428571,3.2857142857142856,32.714285714285715,-19.0,-25.428571428571427,4.571428571428571,85386.0,324.0,201349501.0,158376764.0,12.4,203642.66666666663,43362.333333333336,645454.0,11137.0,40091097.0,1153509.0,10563683.0,1087829.0,11674592.0
202136,X,US,-6.285714285714286,2.4285714285714284,44.42857142857143,-21.285714285714285,-29.428571428571427,5.571428571428571,81007.0,293.0,203415976.0,160489135.0,11.5,204375.0,43493.0,657435.0,11981.0,41132646.0,1041549.0,10065904.0,961876.0,11048277.0
202137,X,US,-5.857142857142857,1.8571428571428572,34.142857142857146,-19.142857142857142,-22.857142857142858,4.285714285714286,73182.0,303.0,205706685.0,162941846.0,10.2,203428.0,41817.0,671591.0,14156.0,42154578.0,1021932.0,10945484.0,928534.0,11895061.0
202138,X,US,-6.714285714285714,0.8571428571428571,32.42857142857143,-19.142857142857142,-21.0,3.857142857142857,63412.0,300.0,207324015.0,165070342.0,9.7,200863.0,38591.0,686092.0,14501.0,42989154.0,834576.0,10831916.0,795626.0,11645476.0
202139,X,US,-5.714285714285714,2.0,32.57142857142857,-18.428571428571427,-19.857142857142858,3.7142857142857144,54583.0,336.0,208947897.0,166689088.0,8.8,199865.3333333333,37035.333333333336,699911.0,13819.0,43748695.0,759541.0,10391212.0,702433.0,11110433.0
202140,X,US,-5.714285714285714,2.2857142857142856,27.857142857142858,-18.285714285714285,-20.142857142857142,3.857142857142857,49465.0,379.0,210929229.0,168217563.0,8.9,194868.0,31101.33333333333,711664.0,11753.0,44415959.0,667264.0,10252019.0,632870.0,10899365.0
202141,X,US,-5.428571428571429,1.2857142857142858,27.428571428571427,-18.142857142857142,-21.142857142857142,3.857142857142857,45050.0,368.0,212505034.0,169701265.0,8.4,191446.0,26845.66666666667,723428.0,11764.0,45005568.0,589609.0,9706634.0,551101.0,10270655.0
202142,X,US,-5.285714285714286,0.8571428571428571,24.285714285714285,-17.857142857142858,-19.714285714285715,3.7142857142857144,40035.0,410.0,214264091.0,171252948.0,7.8,191000.3333333333,25395.0,735293.0,11865.0,45517878.0,512310.0,9630388.0,505054.0,10148005.0
202143,X,US,-6.285714285714286,1.4285714285714286,8.142857142857142,-20.285714285714285,-19.428571428571427,4.285714285714286,36886.0,361.0,215278200.0,173257933.0,8.0,190125.0,23237.33333333333,744700.0,9407.0,46024090.0,506212.0,9134180.0,478826.0,9624596.0
202144,X,US,-6.142857142857143,1.5714285714285714,9.285714285714286,-19.857142857142858,-19.571428571428573,4.428571428571429,35505.0,410.0,217170978.0,174813644.0,8.1,191181.3333333333,23309.0,753322.0,8622.0,46540407.0,516317.0,9145235.0,513375.0,9672920.0
202145,X,US,-5.571428571428571,0.5714285714285714,7.285714285714286,-20.428571428571427,-20.428571428571427,4.714285714285714,37753.0,499.0,219973573.0,176335108.0,9.5,193831.3333333333,24556.0,761866.0,8544.0,47109712.0,569305.0,9489094.0,584605.0,10090998.0
202146,X,US,-5.714285714285714,1.0,-0.8571428571428571,-18.428571428571427,-18.428571428571427,4.285714285714286,41350.0,521.0,223524365.0,177720180.0,10.0,192233.66666666663,21959.666666666668,769954.0,8088.0,47757189.0,647477.0,9844891.0,645049.0,10507831.0
202147,X,US,-11.571428571428571,2.142857142857143,-1.0,-23.0,-38.285714285714285,8.285714285714286,44152.0,642.0,225065694.0,177925932.0,10.7,194749.0,22976.33333333333,775720.0,5766.0,48263106.0,505917.0,6988713.0,567355.0,7574922.0
202148,X,US,-6.571428571428571,0.42857142857142855,-2.857142857142857,-18.571428571428573,-18.285714285714285,4.714285714285714,50461.0,1013.0,228874268.0,180580232.0,12.3,200430.0,26835.66666666667,787760.0,12040.0,49111887.0,848781.0,10500518.0,827096.0,11350389.0
202149,X,US,-7.142857142857143,0.42857142857142855,-10.142857142857142,-22.285714285714285,-16.857142857142858,5.0,55585.0,1223.0,232148471.0,183928879.0,13.3,205414.3333333333,29874.33333333333,796870.0,9110.0,49944091.0,832204.0,10321726.0,789653.0,11131506.0
202150,X,US,-3.4285714285714284,3.857142857142857,-8.857142857142858,-20.142857142857142,-17.0,4.428571428571429,55205.0,1475.0,234565598.0,186157613.0,13.0,202268.0,25692.66666666667,806199.0,9329.0,50855989.0,911898.0,10694469.0,1044959.0,11764001.0
202151,X,US,-9.571428571428571,6.142857142857143,-12.0,-26.285714285714285,-39.714285714285715,8.285714285714286,61769.0,1980.0,236298237.0,187303897.0,15.8,204988.66666666663,26687.33333333333,816509.0,10310.0,52228863.0,1372874.0,10327665.0,1905019.0,12266425.0
202152,X,US,-13.0,-2.7142857142857144,-8.428571428571429,-30.428571428571427,-44.0,11.857142857142858,98698.0,2771.0,236711509.0,188599636.0,27.4,209969.3333333333,30076.0,826006.0,9497.0,55104302.0,2875439.0,9366393.0,3442961.0,12864109.0
202201,X,US,-18.0,-4.571428571428571,-22.142857142857142,-30.857142857142858,-26.571428571428573,10.285714285714286,138016.0,1992.0,239516250.0,190478979.0,35.0,222259.3333333333,41185.333333333336,838279.0,12273.0,60079697.0,4975395.0,12613161.0,5212411.0,17928583.0
202202,X,US,-17.857142857142858,-4.714285714285714,-17.428571428571427,-32.142857142857146,-23.0,8.857142857142858,153599.0,1651.0,241803229.0,192058963.0,33.3,233930.33333333328,51979.0,852683.0,14404.0,65728539.0,5648842.0,12365113.0,4690030.0,17175608.0
202203,X,US,-19.571428571428573,-9.285714285714286,-17.0,-33.57142857142857,-26.428571428571427,9.428571428571429,143221.0,1134.0,244998154.0,194263893.0,27.3,233521.33333333328,51038.33333333334,868045.0,15362.0,70782721.0,5054182.0,11534096.0,3988926.0,15637522.0
202204,X,US,-17.714285714285715,-8.0,-14.571428571428571,-31.571428571428573,-20.714285714285715,7.571428571428571,126377.0,950.0,246456464.0,195514074.0,21.0,232218.66666666663,49286.33333333334,885896.0,17851.0,74531437.0,3748716.0,9316089.0,2454112.0,11842293.0
202205,X,US,-17.285714285714285,-6.857142857142857,-14.428571428571429,-30.571428571428573,-22.142857142857142,8.0,97037.0,1137.0,245229433.0,196952501.0,14.7,222910.0,40255.333333333336,903464.0,17568.0,76638990.0,2107553.0,8349589.0,1417323.0,9815304.0
