date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask,smoothed_wtravel_outside_state_5d,smoothed_wspent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,google_survey_cli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2020-02-29,202009,IA,19,7.142857142857140,11.142857142857100,25.714285714285700,2.2857142857142900,3.5714285714285700,-1.1428571428571400,122.22285714285700,,,874.2696,837.8791000000000,816.2524,783.0132,786.9303,755.0302,923.1601000000000,894.1694,1328.8731,1303.3968,760.1828,726.6158000000000,749.1828000000000,723.3112,971.7195,942.0499,1364.1428,1326.3843000000000,1197.6412,1154.7469,1086.1751000000000,1028.8084,990.2307,948.1861,911.025,881.1489000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6204565741352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,202010,IA,19,10.285714285714300,16.714285714285700,51.285714285714300,6.142857142857140,4.285714285714290,-1.7142857142857100,126.72857142857100,,,879.0507,837.26,829.0931000000000,789.4754,783.7568000000000,749.3093,934.4414,900.3133,1320.2966000000000,1284.2266000000000,755.7691,717.5525,759.7873,730.7544,988.2095000000000,951.8408,1343.5195000000000,1298.4874,1188.3016,1138.2712000000000,1097.0419,1026.4961,991.2149,943.0864000000000,914.7063,880.0951000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.338663339692750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
2020-03-14,202011,IA,19,5.428571428571430,21.285714285714300,39.285714285714300,6.714285714285710,2.0,-0.2857142857142860,116.72571428571400,,,612.6807,558.841,567.039,517.6812,539.4042,498.3717,665.8277,614.0874,952.2382,868.9298000000000,516.3917,473.4643,534.1834000000000,496.32320000000000,696.0587,640.0782000000000,966.1085,873.7315000000000,820.5109,744.5583,758.3188,673.0132,664.7085000000000,605.6379,645.454,594.6508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.024830926049050,0.0,17.0,68.0,85.0,0.0,0.0,0.0,0.0,0.0,636.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,7.0,1.0,8.0
2020-03-21,202012,IA,19,-24.571428571428600,21.285714285714300,15.571428571428600,-7.857142857142860,-20.142857142857100,9.142857142857140,81.64142857142860,,,484.63180000000000,432.14870000000000,489.0987,435.09950000000000,438.2354,404.0411000000000,509.34860000000000,460.3144,695.7524000000000,597.3727,455.03220000000000,415.74030000000000,426.4426,396.0211,547.9609,489.60580000000000,687.6539,577.0568000000000,630.0818,541.9097,617.9621,535.5774000000000,550.8062,495.5113,501.5198000000000,452.18630000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.550426187707690,0.8,51.0,966.0,1017.0,0.0,0.0,0.0,0.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,52.0,56.0,1.0,57.0
2020-03-28,202013,IA,19,-41.857142857142900,-5.714285714285710,28.142857142857100,-20.428571428571400,-31.857142857142900,14.571428571428600,68.91142857142860,,,332.8656,305.5772,357.6394,320.8813,306.5052,286.01350000000000,346.4913,323.1143,423.45070000000000,391.3506,335.0003,307.1791,297.04360000000000,279.667,372.2953,343.1628,416.2154,377.9783,415.539,371.10720000000000,441.3322,388.3466,384.7064,352.014,339.6697,315.1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.712175498235310,0.0,230.0,3326.0,3556.0,0.0,0.0,3.0,15.0,61.0,593.6666666666670,0.0,3.0,3.0,0.0,0.0,0.0,298.0,229.0,119.0,15.0,134.0
2020-04-04,202014,IA,19,-39.0,-2.2857142857142900,68.42857142857140,-21.0,-35.57142857142860,14.714285714285700,72.32714285714290,,,353.56720000000000,321.14460000000000,378.32350000000000,337.1973,324.7691,300.7407,363.99050000000000,339.57680000000000,443.0607,411.0936,353.193,321.97990000000000,312.5541,293.4196,391.7597,359.9197,440.42330000000000,400.44910000000000,436.4911,387.0203,468.7010000000000,409.9148,410.6488,373.1883,357.65,331.0611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702226165680020,0.8,488.0,5079.0,5567.0,0.0,0.0,11.0,173.0,92.0,602.3333333333330,0.0,14.0,11.0,0.0,0.0,0.0,787.0,489.0,447.0,38.0,485.0
2020-04-11,202015,IA,19,-39.57142857142860,0.42857142857142900,75.42857142857140,-22.714285714285700,-38.285714285714300,14.714285714285700,76.09285714285710,31.0,,344.6629,307.4232,366.4415,320.33070000000000,314.87920000000000,288.2322,355.7969,329.204,440.664,406.7063,343.1461,308.38,303.1259,281.5167,384.0096,349.23700000000000,434.4,392.11110000000000,421.81190000000000,367.27910000000000,454.4326,388.7808,395.48400000000000,352.8475,350.13480000000000,321.01280000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3071677670629870,8.4,724.0,6168.0,6892.0,60.0,110.0,20.0,397.0,40.0,589.6666666666670,0.0,34.0,20.0,0.9234328285714290,7.644233003498,0.9342709142857140,1510.0,723.0,530.0,71.0,605.0
2020-04-18,202016,IA,19,-41.57142857142860,-7.0,23.285714285714300,-28.857142857142900,-37.42857142857140,15.857142857142900,76.49571428571430,103.0,,284.0154,221.6708,309.9924,237.00530000000000,266.4299,213.5443,297.3487,241.9302,355.46320000000000,290.1658,292.0847,229.54930000000000,257.4557,209.3872,321.65230000000000,257.4456,346.0239,276.1165,341.47860000000000,260.81800000000000,377.84820000000000,281.6826,330.472,256.4625,292.6258,235.78110000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1380090103192520,18.4,1003.0,4812.0,5815.0,306.0,532.0,40.0,510.0,0.0,621.0,16.0,74.0,40.0,1.0071533857142900,53.82814944007690,1.0108069857142900,2513.0,1003.0,608.0,94.0,702.0
2020-04-25,202017,IA,19,-32.0,1.0,104.85714285714300,-20.285714285714300,-35.57142857142860,13.428571428571400,91.89571428571430,,,414.0473,349.2842,435.2404,362.7452,383.5221,333.9143,428.2032,377.99830000000000,521.604,460.4204,411.98070000000000,351.8798,370.6996,327.7282,462.31840000000000,401.221,508.4345,439.49070000000000,492.5488,410.5737,529.879,435.0333,471.49910000000000,400.5611,421.8526,368.5974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337363571241230,26.8,2579.0,8824.0,11403.0,404.0,672.0,38.0,628.0,0.0,569.6666666666670,0.0,112.0,38.0,0.8148865714285720,58.357891978285500,0.7726970714285720,5092.0,2579.0,12011.0,3175.0,15196.0
2020-05-02,202018,IA,19,-26.142857142857100,7.714285714285710,127.42857142857100,-14.428571428571400,-35.142857142857100,11.571428571428600,102.34,8.0,,473.4045,392.4074,502.1316,413.16830000000000,440.1969,377.44780000000000,487.46470000000000,422.50080000000000,586.6791000000000,509.6332,473.6664,399.6732,428.0917,371.54500000000000,525.2139,448.6052,569.6246,484.42,558.2452,459.8561,605.0159,492.74800000000000,537.1201,450.65650000000000,481.32,413.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722080234582429,23.7,3549.0,8450.0,11999.0,518.0,770.0,63.0,1433.0,0.0,650.0,57.0,175.0,63.0,0.5618946000000000,60.838080676854800,0.5528929428571430,8643.0,3551.0,20858.0,5022.0,26066.0
2020-05-09,202019,IA,19,-23.428571428571400,16.285714285714300,103.28571428571400,-13.0,-32.57142857142860,12.142857142857100,108.87285714285700,55.0,,578.2803000000000,490.18450000000000,595.833,500.33000000000000,534.1556,467.616,604.0037,536.1937,735.5322,654.515,563.3555,484.1389000000000,517.3406,459.23980000000000,648.2972000000000,567.3236,725.3401,631.4784,688.4172,579.9412,723.3786,602.1358,639.4455,550.0558000000000,592.2066,520.3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824214944208879,10.7,3030.0,22097.0,25127.0,705.0,1055.0,77.0,1855.0,0.0,671.3333333333330,87.33333333333330,252.0,77.0,0.5531061285714290,64.57726373622250,0.5586059142857140,11671.0,3028.0,27176.0,4382.0,31830.0
2020-05-16,202020,IA,19,-22.428571428571400,12.285714285714300,107.0,-11.571428571428600,-30.714285714285700,11.428571428571400,85.59428571428570,54.0,,586.7903,503.37,606.0233000000000,512.172,537.0880000000000,473.797,611.23,548.129,756.8633,681.9312,568.9798000000000,493.26060000000000,520.0209,465.5553,657.8453,580.9859,747.3479,657.5134,708.2552000000000,602.1269,737.8944,619.6541,657.0986,571.2616,599.9364,531.8952000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296098834013292,11.5,2657.0,22167.0,24824.0,677.0,977.0,94.0,1916.0,0.0,639.6666666666670,61.333333333333300,346.0,94.0,0.7530721571428570,43.62016498711730,0.7976757571428570,14328.0,2657.0,28800.0,2799.0,31715.0
2020-05-23,202021,IA,19,-15.428571428571400,14.571428571428600,124.42857142857100,-7.428571428571430,-28.857142857142900,9.857142857142860,135.97714285714300,51.0,,701.7539,598.1324,699.2383,588.3012,641.8287,561.8388,735.0202,653.83,937.0191,839.1139000000000,660.3136,568.5833000000000,621.8451,552.5009000000000,783.1043,686.7119,936.0828,818.3355,861.8574,731.5537000000000,883.2475,742.0608,775.9077,673.0086,720.8207,634.1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686568221811992,12.2,2565.0,25076.0,27641.0,566.0,856.0,98.0,2327.0,0.0,585.3333333333330,30.0,446.0,100.0,0.5743931428571430,0.0,0.5810533,16898.0,2570.0,34113.0,3616.0,37905.0
2020-05-30,202022,IA,19,-11.857142857142900,14.714285714285700,168.85714285714300,-5.714285714285710,-32.0,10.142857142857100,141.21285714285700,,,704.6228,605.5934000000000,708.4802,599.1755,644.4668,567.9403,740.8173000000000,661.8996,929.5757000000000,841.3129,658.1789,569.5629,625.713,558.5571,791.5546000000000,698.9745,934.6641000000000,825.552,872.0977000000000,746.3596,889.546,754.8717,780.0669,681.7161000000000,723.6406,640.5516000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188564680624916,5.4,2351.0,24131.0,26482.0,472.0,803.0,87.0,1765.0,0.0,601.6666666666670,48.0,531.0,85.0,0.6623006285714290,0.0,0.6482153714285710,19244.0,2346.0,34095.0,3378.0,37657.0
2020-06-06,202023,IA,19,-8.0,20.428571428571400,193.28571428571400,2.4285714285714300,-23.142857142857100,6.714285714285710,154.10857142857100,,,782.0028,653.0425,769.3663,639.191,704.518,604.7701,822.7525000000000,716.3687,1068.9871000000000,945.6238000000000,722.3543,612.7742,682.3499,592.4872,877.6095,757.1628000000000,1070.7781,923.2443000000000,973.3491,813.3632000000000,976.6577,819.058,863.0449000000000,740.9843,803.7694000000000,693.8292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167038855349706,5.4,2234.0,32057.0,34291.0,489.0,780.0,67.0,1696.0,0.0,576.6666666666670,29.333333333333300,599.0,68.0,0.5258631142857140,0.0,0.5260971714285720,21478.0,2234.0,40738.0,2725.0,43525.0
2020-06-13,202024,IA,19,-6.0,18.714285714285700,205.28571428571400,2.7142857142857100,-22.571428571428600,6.285714285714290,164.75857142857100,5.0,,807.5259,674.9133000000000,779.6053000000000,648.0881000000000,720.2476,618.3489,858.0872000000000,745.9138,1120.5237,995.1553000000000,735.5899,624.5538000000000,703.1178,609.7799,905.5238000000000,784.3587,1127.3726,969.719,1011.5026000000000,846.4262,993.9644,834.5399,888.3982000000000,766.0740000000000,831.7568,718.1625000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083030834077105,5.4,2239.0,32655.0,34894.0,345.0,558.0,52.0,1611.0,0.0,575.6666666666670,22.0,650.0,51.0,0.6781778428571430,0.0,0.7085067571428570,23717.0,2239.0,48913.0,3033.0,52055.0
2020-06-20,202025,IA,19,-2.857142857142860,20.285714285714300,215.0,4.142857142857140,-22.285714285714300,5.0,175.3557142857140,9.0,,846.4706,717.1499,803.5347,669.766,754.2324000000000,652.7460000000000,900.4119000000000,790.4206,1217.828,1093.4771,763.1563,650.2982,730.2896,640.1242,954.7885,834.3564000000000,1225.0391,1062.2998,1084.3788,910.2277,1046.6206000000000,877.0643000000000,933.2872,808.4823,877.6154,764.6279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600869600352502,2.3,1779.0,28820.0,30599.0,308.0,465.0,31.0,1637.0,0.0,564.3333333333330,13.333333333333300,681.0,31.0,0.7471755857142860,0.0,0.7173839714285710,25496.0,1779.0,44470.0,2683.0,47213.0
2020-06-27,202026,IA,19,-4.428571428571430,18.142857142857100,214.57142857142900,5.714285714285710,-22.428571428571400,5.285714285714290,182.57142857142900,38.0,,776.9881,659.7566,750.7976,628.5664,695.6529,602.4395000000000,826.4135000000000,724.855,1100.8743,989.7017000000000,708.9753000000000,603.8605,676.7865000000000,594.7433,870.7708,760.0236,1113.5575000000000,967.0285,995.8652,839.6455,960.9425,809.0499000000000,861.5641,748.7645,805.305,701.8404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759815466693340,4.6,2516.0,37029.0,39545.0,178.0,318.0,23.0,1504.0,0.0,545.3333333333330,0.0,704.0,23.0,0.6716433714285710,0.0,0.6662341285714290,28073.0,2577.0,54489.0,3371.0,57978.0
2020-07-04,202027,IA,19,-3.857142857142860,24.428571428571400,246.42857142857100,5.571428571428570,-30.285714285714300,5.428571428571430,179.66571428571400,38.0,,760.1874000000000,609.6907,732.6208000000000,587.3788,680.9226,561.2557,804.7716000000000,670.6569000000000,1075.3403,918.3463000000000,693.6567000000000,564.8228,664.3776,553.6411,855.3577000000000,711.4348,1067.3290000000000,882.5686000000000,956.8056,772.4626000000000,934.2680000000000,759.2722,839.6724000000000,702.7505,786.2668,651.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525037477854415,5.4,3029.0,36230.0,39259.0,131.0,258.0,17.0,7137.0,0.0,589.0,44.0,721.0,17.0,0.5220033285714290,0.0,0.5546797857142860,31061.0,2988.0,52634.0,3777.0,56553.0
2020-07-11,202028,IA,19,-6.714285714285710,17.857142857142900,195.57142857142900,4.571428571428570,-24.571428571428600,5.571428571428570,187.75857142857100,69.0,,728.0109,615.3286000000000,705.5265,586.5974,652.5953,562.9822,771.0496000000000,672.0932,1052.2137,937.3449,666.2696,565.4089,633.4548,554.2319,823.3136000000000,714.2629,1047.0311,898.5628000000000,942.0886,788.7218,909.9887000000000,763.788,815.9317000000000,712.3372,756.1856000000000,654.5626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672504587058710,9.2,3606.0,35744.0,39350.0,147.0,331.0,27.0,1500.0,0.0,558.3333333333330,12.666666666666700,748.0,27.0,0.6300627,0.0,0.6659889571428570,34658.0,3597.0,59822.0,4682.0,64656.0
2020-07-18,202029,IA,19,-6.0,19.428571428571400,210.57142857142900,3.4285714285714300,-22.857142857142900,5.428571428571430,187.5457142857140,124.0,,752.2191,626.2764000000000,726.4986,596.0441,669.3078,569.3457000000000,795.1062000000000,683.3757,1109.1905,971.0994000000000,675.5244000000000,565.5734,656.2375,565.3733,848.3456,725.8857,1102.3426,931.3449,977.0606,802.1667,933.0676000000000,768.3346000000000,839.7683000000000,719.2243,783.086,668.3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3092490503047770,6.1,3260.0,32108.0,35368.0,213.0,455.0,39.0,1716.0,0.0,587.0,40.0,789.0,41.0,0.9346981285714290,0.0,0.878881857142857,38313.0,3655.0,62099.0,4517.0,66762.0
2020-07-25,202030,IA,19,-6.571428571428570,18.428571428571400,217.14285714285700,3.0,-23.428571428571400,5.142857142857140,188.89857142857100,359.0,,752.1518,615.2451000000000,717.941,583.5256000000000,669.2077000000000,558.3169,798.9934000000000,671.5001,1106.0438,950.1743,671.8368000000000,556.0052000000000,652.8562000000000,549.4690000000000,845.7341,708.7728000000000,1114.145,927.3447,971.3582,789.649,915.8956000000000,750.8999000000000,838.6005,709.3133000000000,783.5654,655.5981000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23100085819279,6.9,3764.0,38770.0,42534.0,211.0,513.0,39.0,1657.0,0.0,635.3333333333330,84.33333333333330,826.0,37.0,0.995791857142857,0.0,1.0247265571428600,41886.0,3573.0,55124.0,4393.0,59664.0
2020-08-01,202031,IA,19,-6.285714285714290,18.428571428571400,217.42857142857100,3.2857142857142900,-23.714285714285700,4.571428571428570,192.4957142857140,231.0,,779.531,637.9665,741.1861,603.1676,698.0891,580.9217,837.0074000000000,700.7143,1143.2705,975.6011,692.9658,574.5403,683.7985,573.6617,884.4077,739.4944000000000,1152.1984,950.6447,1011.9038000000000,820.3282,942.5433000000000,771.9658000000000,857.2176000000000,725.0499,816.2017000000000,680.7465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034976765009340,9.2,3305.0,29402.0,32707.0,219.0,530.0,46.0,3342.0,0.0,633.0,84.0,874.0,48.0,0.7554671285714290,0.0,0.7440888571428570,45293.0,3407.0,47786.0,4232.0,52161.0
2020-08-08,202032,IA,19,-2.857142857142860,19.428571428571400,232.0,5.714285714285710,-23.428571428571400,4.571428571428570,193.95714285714300,273.0,,851.2792,683.2573,801.6283,642.1777,766.886,627.0936000000000,907.8285,751.2735,1224.3239,1036.2252000000000,759.5566000000000,616.739,747.7894,617.9796,953.9976000000000,789.863,1239.1804,1013.8183000000000,1096.0456000000000,878.9296000000000,1018.6548,817.4253,930.1524,773.0642,886.5722000000000,729.7565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639233247645540,8.4,3307.0,31270.0,34577.0,212.0,496.0,53.0,4063.0,0.0,631.3333333333330,83.33333333333330,927.0,53.0,0.8371165714285710,0.0,0.8173205857142860,48535.0,3242.0,52081.0,4323.0,56568.0
2020-08-15,202033,IA,19,2.142857142857140,21.428571428571400,192.71428571428600,10.857142857142900,-27.0,-0.42857142857142900,198.79,319.0,,890.3934000000000,707.6151,851.0578,671.2419,787.5028,637.7594,945.4381,772.9358,1303.8323,1088.0122000000000,789.7293,634.9805,762.7708,625.6204,1003.676,818.7698,1332.0977,1071.2787000000000,1178.4631000000000,929.4157,1096.7859,855.8156000000000,991.3637,816.2398,924.5887,752.5603000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.9,3510.0,29017.0,32527.0,181.0,495.0,48.0,3499.0,0.0,650.0,95.0,975.0,48.0,0.5874640571428570,0.0,0.5885606142857140,52065.0,3530.0,52077.0,4147.0,56402.0
2020-08-22,202034,IA,19,2.857142857142860,18.857142857142900,231.0,5.285714285714290,-22.571428571428600,3.142857142857140,202.81857142857100,304.0,,863.8457,695.2435,805.9531000000000,645.7629,769.7764,628.5971,928.6572,764.8256,1274.1922,1077.7626,752.0496,611.0,750.2907,618.5877000000000,982.7824000000000,811.6062,1290.3606,1054.6343,1124.717,903.7550000000000,1032.9003,826.0173,950.7038000000000,791.9736,902.9747000000000,741.9294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.5,3942.0,28339.0,32281.0,232.0,590.0,58.0,3002.0,0.0,604.0,46.0,1033.0,58.0,1.1541436285714300,0.0,1.1579189714285700,55996.0,3931.0,54772.0,5089.0,60158.0
2020-08-29,202035,IA,19,-0.42857142857142900,15.714285714285700,,1.5714285714285700,-20.714285714285700,4.0,184.2785714285710,339.0,,739.9188,587.6751000000000,697.0221000000000,552.415,654.1650000000000,529.4505,777.7673,640.2145,1079.3807,916.6326,651.5059,522.2522,632.1561,517.895,822.7670000000000,680.2387,1096.1404,896.8463,950.8632,758.4453,895.5108,710.0362000000000,819.5331,676.5106,763.7441,625.1791000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.4,6014.0,28210.0,34224.0,281.0,633.0,77.0,3026.0,0.0,665.3333333333330,105.33333333333300,1100.0,67.0,0.8461882571428570,0.0,0.8789177857142860,63612.0,7616.0,57619.0,7489.0,65280.0
2020-09-05,202036,IA,19,1.0,18.857142857142900,,3.142857142857140,-21.857142857142900,3.0,183.59857142857100,343.0,,715.5380000000000,590.9933000000000,693.8896,566.8809000000000,644.8982000000000,538.4750000000000,755.0549000000000,636.4539,1031.7807,897.0024000000000,649.2085000000000,536.7264,612.4921,515.2535,811.4716,687.8095,1044.0379,878.3095000000000,927.1739,763.6925,900.0217,736.5867000000000,800.8770000000000,680.1986,742.8508,624.5716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.9,5893.0,30039.0,35932.0,290.0,617.0,53.0,3112.0,0.0,577.3333333333330,22.0,1164.0,64.0,1.2549837857142900,0.0,1.2144191142857100,69690.0,6078.0,62790.0,6108.0,69057.0
2020-09-12,202037,IA,19,-4.142857142857140,13.428571428571400,71.2,-5.142857142857140,-28.428571428571400,5.857142857142860,169.36285714285700,303.0,,731.0622000000000,609.5162,698.6559,569.5175000000000,665.9485,558.4645,783.2911000000000,661.3881,1057.2840000000000,924.1256000000000,657.6765,544.8485000000000,642.9411,543.0160000000000,832.1905,707.496,1067.4609,897.9586000000000,941.8331,773.004,901.923,731.6977,815.2414,691.9506000000000,766.1936000000000,646.3319000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,4064.0,26315.0,30379.0,251.0,623.0,56.0,3432.0,0.0,616.6666666666670,52.666666666666700,1218.0,54.0,1.327576457142860,0.0,1.3187784714285700,74205.0,4515.0,61288.0,4967.0,66366.0
2020-09-19,202038,IA,19,0.14285714285714300,12.857142857142900,178.28571428571400,0.7142857142857140,-18.142857142857100,2.4285714285714300,181.17428571428600,316.0,,671.5535000000000,541.9354,649.1382,517.6826,606.4779000000000,491.87800000000000,711.9548,584.9007,973.2978,825.5767000000000,609.3909000000000,491.3454,585.2570000000000,479.76920000000000,755.674,624.3411,983.849,803.0581,878.2494,702.4598000000000,838.0769,663.5119,754.5747000000000,621.3303,699.7240000000000,573.3287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,5352.0,29533.0,34885.0,233.0,564.0,47.0,4316.0,0.0,626.0,55.0,1265.0,47.0,0.9531733857142860,0.0,0.9671552714285720,79804.0,5599.0,71841.0,6267.0,78239.0
2020-09-26,202039,IA,19,-2.0,12.571428571428600,154.85714285714300,-2.5714285714285700,-17.714285714285700,3.142857142857140,171.39571428571400,391.0,,665.6732,513.3305,633.1034000000000,482.64280000000000,597.1406,466.7894,697.7497,555.136,958.318,787.922,594.8945,459.72220000000000,576.3952,455.2384,740.9553000000000,592.2263,966.8800000000000,765.8582000000000,850.9468000000000,654.9368,816.3406,617.2962,737.8228,582.8590000000000,688.1616,544.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,5886.0,31237.0,37123.0,245.0,546.0,47.0,8221.0,0.0,622.0,49.0,1314.0,49.0,0.8622498,0.0,0.9126259571428570,85908.0,6104.0,80705.0,6740.0,87586.0
