epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202012,X,US,-22.714285714285715,9.285714285714286,2.142857142857143,-28.571428571428573,-25.428571428571427,11.142857142857142,73.85428571428572,,,,,,,,,2.9,175517.66666666663,1086.0,482.0,421.0,,,26056.0,23104.0,296563.0,44482.0,341379.0
202013,X,US,-41.57142857142857,-14.142857142857142,-11.571428571428571,-47.142857142857146,-41.42857142857143,17.428571428571427,54.932857142857145,,,,,,,,,7.6,183165.3333333333,7586.0,3018.0,2536.0,,,127417.0,101361.0,616823.0,136243.0,753765.0
202014,X,US,-42.0,-15.0,-15.857142857142858,-50.0,-45.857142857142854,18.428571428571427,53.49000000000001,,,,,,,,,9.5,201348.66666666663,27194.66666666667,11165.0,8147.0,,,319776.0,192359.0,788675.0,210318.0,1000561.0
202015,X,US,-43.714285714285715,-14.0,-13.714285714285714,-52.142857142857146,-48.285714285714285,19.285714285714285,55.097142857142856,515.0,,,,,,,,9.2,214520.66666666663,42330.0,25786.0,14621.0,0.8293546833333334,0.8525942999999998,540714.0,220938.0,939482.0,236817.0,1178902.0
202016,X,US,-44.285714285714285,-19.285714285714285,-22.0,-51.142857142857146,-46.42857142857143,18.714285714285715,59.231428571428566,580.0,,,,,,,,9.9,208434.3333333333,36870.333333333336,40955.0,15169.0,0.7109041285714285,0.7307879857142857,738464.0,197750.0,892440.0,208410.0,1103356.0
202017,X,US,-40.142857142857146,-14.857142857142858,-8.571428571428571,-48.285714285714285,-44.57142857142857,17.714285714285715,66.66428571428573,373.0,,,,,,,,9.5,202815.0,32938.666666666664,56446.0,15491.0,0.6283897428571429,0.6441832142857142,944770.0,206306.0,1227023.0,226825.0,1457700.0
202018,X,US,-35.0,-10.0,1.7142857142857142,-44.57142857142857,-42.57142857142857,15.285714285714286,73.83428571428571,516.0,,,,,,,,9.3,192206.3333333333,24395.33333333333,69810.0,13364.0,0.5088696714285714,0.5178459571428572,1138174.0,193404.0,1625162.0,248593.0,1881026.0
202019,X,US,-30.142857142857142,-3.5714285714285716,9.428571428571429,-41.42857142857143,-39.57142857142857,14.571428571428571,83.3057142857143,472.0,,,,,,,,8.2,187279.3333333333,20896.666666666668,82066.0,12256.0,0.49114324,0.50380682,1313586.0,175412.0,1993837.0,229709.0,2230715.0
202020,X,US,-28.857142857142858,-5.142857142857143,14.428571428571429,-39.714285714285715,-37.57142857142857,13.857142857142858,94.042,453.0,,,,,,,,7.6,182580.0,16965.0,92060.0,9994.0,0.44111051428571424,0.45488701428571426,1469597.0,156011.0,2466539.0,221356.0,2694174.0
202021,X,US,-25.0,-3.7142857142857144,23.142857142857142,-37.57142857142857,-35.714285714285715,12.857142857142858,104.16142857142857,417.0,,,,,,,,7.4,176273.0,11834.0,100524.0,8464.0,0.44596841428571427,0.4515527714285715,1623134.0,153537.0,2659941.0,214142.0,2881144.0
202022,X,US,-23.428571428571427,-3.5714285714285716,40.0,-36.285714285714285,-37.142857142857146,12.428571428571429,109.4,309.0,,,,,,,,6.1,171612.66666666663,8656.333333333334,107056.0,6532.0,0.43454490000000007,0.44780357142857147,1769320.0,146186.0,2991422.0,213531.0,3215553.0
202023,X,US,-19.142857142857142,-0.7142857142857143,38.285714285714285,-33.0,-30.428571428571427,10.571428571428571,115.56714285714285,208.0,,,,,,,,4.8,170409.33333333337,8027.0,112966.0,5910.0,0.46032011428571434,0.46738368571428573,1919968.0,150648.0,3334265.0,211174.0,3553180.0
202024,X,US,-16.428571428571427,-0.7142857142857143,49.714285714285715,-30.285714285714285,-29.285714285714285,9.428571428571429,125.25285714285714,278.0,,,,,,,,4.0,168629.0,6495.333333333332,118083.0,5117.0,0.4843879857142857,0.4989538714285714,2068726.0,148758.0,3560372.0,220615.0,3788296.0
202025,X,US,-14.285714285714286,0.5714285714285714,59.42857142857143,-28.0,-29.0,8.428571428571429,131.56571428571428,246.0,,,,,,,,4.0,168949.0,7240.333333333332,122265.0,4182.0,0.5085006,0.5233573428571429,2251332.0,182606.0,3944350.0,318037.0,4270376.0
202026,X,US,-15.285714285714286,-1.0,56.57142857142857,-27.428571428571427,-29.857142857142858,8.714285714285714,134.11714285714285,469.0,,,,,,,,4.5,170405.33333333337,8818.666666666666,126133.0,3868.0,0.604614357142857,0.6194119714285714,2511048.0,259716.0,4280559.0,400937.0,4690226.0
202027,X,US,-13.714285714285714,2.5714285714285716,64.14285714285714,-27.714285714285715,-35.142857142857146,9.0,133.50285714285715,824.0,,,,,,,,5.9,173763.0,13252.666666666664,129801.0,3668.0,0.6437962857142857,0.6672025714285714,2846611.0,335563.0,4697381.0,525135.0,5233414.0
202028,X,US,-15.714285714285714,-2.2857142857142856,52.57142857142857,-27.714285714285715,-31.857142857142858,8.857142857142858,135.9857142857143,960.0,,,,,,,,7.6,178810.66666666663,18434.33333333333,135083.0,5282.0,0.6763143285714285,0.6913498714285714,3249995.0,403384.0,5343926.0,628937.0,5987465.0
202029,X,US,-14.714285714285714,-1.4285714285714286,60.285714285714285,-28.142857142857142,-30.714285714285715,8.714285714285714,138.28857142857143,18510.0,,,,,,,,8.1,181165.66666666663,21717.0,140628.0,5545.0,0.7024192285714286,0.7161957571428571,3702787.0,452792.0,5895643.0,657799.0,6571970.0
202030,X,US,-15.285714285714286,-3.0,57.0,-28.857142857142858,-30.857142857142858,8.714285714285714,138.64714285714285,32786.0,,,,,,,,7.6,183280.0,23767.0,147106.0,6478.0,0.7175380857142857,0.7322686714285715,4165354.0,462567.0,6125119.0,631923.0,6788460.0
202031,X,US,-14.571428571428571,-2.7142857142857144,57.57142857142857,-28.285714285714285,-31.285714285714285,8.428571428571429,140.2257142857143,38499.0,,,,,,,,6.9,183221.0,24283.66666666667,155013.0,7907.0,0.6981561571428572,0.7171634571428571,4601272.0,435918.0,5721488.0,531638.0,6279494.0
202032,X,US,-13.857142857142858,-2.5714285714285716,58.0,-28.142857142857142,-31.142857142857142,8.142857142857142,141.96714285714285,33252.0,,,,,,,,6.2,182113.66666666663,23167.66666666667,162272.0,7259.0,0.6789568142857142,0.7018009142857143,4990769.0,389497.0,5569555.0,443517.0,6030019.0
202033,X,US,-14.714285714285714,-3.7142857142857144,56.285714285714285,-28.285714285714285,-31.0,7.714285714285714,144.07000000000002,31512.0,,,,,,,,5.6,182483.0,23360.33333333333,169354.0,7082.0,0.6514791142857143,0.675620257142857,5383027.0,392258.0,5613964.0,386499.0,6016644.0
202034,X,US,-15.142857142857142,-4.571428571428571,50.142857142857146,-28.714285714285715,-30.142857142857142,7.714285714285714,142.65,30668.0,,,,,,,,5.2,180131.66666666663,21358.0,175511.0,6157.0,0.6489037571428572,0.6603789142857143,5684716.0,301689.0,5521538.0,335839.0,5871250.0
202035,X,US,-15.857142857142858,-5.571428571428571,41.142857142857146,-29.428571428571427,-29.571428571428573,8.0,136.69571428571427,29304.0,,,,,,,,4.4,176341.0,17264.0,181814.0,6303.0,0.6626436428571428,0.6810569428571428,5975387.0,290671.0,5577838.0,327168.0,5917451.0
202036,X,US,-13.428571428571429,-3.2857142857142856,48.714285714285715,-26.857142857142858,-29.857142857142858,6.714285714285714,139.90285714285713,27408.0,,,,,,,,4.0,174534.0,14957.666666666664,187630.0,5816.0,0.6511954571428572,0.6648638428571428,6261918.0,286531.0,5673777.0,313639.0,5999416.0
202037,X,US,-15.714285714285714,-5.714285714285714,45.142857142857146,-30.142857142857142,-34.42857142857143,7.857142857142857,136.48285714285714,27619.0,,,,,,,,3.8,173160.33333333337,13099.0,192741.0,5111.0,0.6378786285714285,0.641687,6505637.0,243719.0,5340834.0,264095.0,5614398.0
202038,X,US,-15.0,-6.0,38.714285714285715,-29.285714285714285,-27.0,6.857142857142857,135.47142857142856,24454.0,,,,,,,,3.8,173715.33333333337,13137.0,198151.0,5410.0,0.6216379714285714,0.6317492571428572,6795241.0,289604.0,6405434.0,304691.0,6719735.0
202039,X,US,-15.285714285714286,-6.428571428571429,32.57142857142857,-30.142857142857142,-26.428571428571427,6.857142857142857,131.42857142857142,24483.0,,,,,,,,4.2,176335.33333333337,15372.333333333336,203457.0,5306.0,0.6024305857142858,0.6155617,7087851.0,292610.0,6516428.0,318183.0,6844528.0
202040,X,US,-14.571428571428571,-5.0,22.285714285714285,-29.714285714285715,-25.714285714285715,6.571428571428571,128.83571428571426,26996.0,,,,,,,,4.4,174017.33333333337,12495.333333333336,208290.0,4833.0,0.6355318571428572,0.6487288714285714,7389001.0,301150.0,6476865.0,330176.0,6815619.0
202041,X,US,-15.142857142857142,-5.142857142857143,27.714285714285715,-29.0,-26.0,6.571428571428571,128.87,32668.0,,,,,,,,5.4,179294.66666666663,16782.0,213321.0,5031.0,0.7671919571428572,0.7908022857142857,7721508.0,332507.0,7596441.0,394881.0,8007606.0
202042,X,US,-15.714285714285714,-6.285714285714286,21.285714285714285,-29.285714285714285,-26.571428571428573,7.428571428571429,128.60142857142858,36275.0,12.0,,,,,,,6.2,175484.33333333337,12057.666666666664,218468.0,5147.0,0.8086301857142858,0.8290362857142858,8107596.0,386088.0,7109891.0,441505.0,7574731.0
202043,X,US,-16.571428571428573,-6.857142857142857,14.714285714285714,-29.142857142857142,-25.142857142857142,7.285714285714286,126.11428571428571,41093.0,218.0,,,,,,,7.4,179327.0,14767.666666666664,224235.0,5767.0,0.8439743571428572,0.8595325,8589746.0,482150.0,7957064.0,548796.0,8534573.0
202044,X,US,-16.714285714285715,-5.714285714285714,1.8571428571428572,-31.142857142857142,-25.428571428571427,7.857142857142857,121.41428571428571,46076.0,428.0,,,,,,,9.1,181971.3333333333,16416.0,230168.0,5933.0,0.8836180857142857,0.9040916000000001,9157470.0,567724.0,8078823.0,652497.0,8761881.0
202045,X,US,-16.571428571428573,-7.428571428571429,6.142857142857143,-32.57142857142857,-25.428571428571427,7.857142857142857,112.38285714285713,55412.0,477.0,,,,,,,12.0,192649.0,25347.66666666667,237389.0,7221.0,1.0694795857142856,1.0982174142857144,9924334.0,766864.0,8788310.0,888036.0,9701381.0
202046,X,US,-18.0,-8.142857142857142,-3.2857142857142856,-34.285714285714285,-26.571428571428573,9.0,108.86,69767.0,585.0,,,,,,,15.5,194504.3333333333,26353.0,245285.0,7896.0,1.1794938285714287,1.1959692,10947561.0,1023227.0,9664993.0,1188739.0,10875794.0
202047,X,US,-19.571428571428573,-7.0,-7.142857142857143,-34.0,-25.857142857142858,9.142857142857142,108.08285714285714,81599.0,548.0,,,,,,,17.6,200402.0,30874.66666666667,256091.0,10806.0,1.1687559857142857,1.1946738714285714,12150768.0,1203207.0,11403496.0,1298026.0,12730090.0
202048,X,US,-24.714285714285715,-6.428571428571429,-7.571428571428571,-38.714285714285715,-40.57142857142857,12.285714285714286,101.09571428571428,85942.0,590.0,,,,,,,18.3,203049.0,32092.0,266879.0,10788.0,1.2112881142857144,1.2459156571428571,13332747.0,1181979.0,10373665.0,1208195.0,11611613.0
202049,X,US,-19.857142857142858,-8.571428571428571,-16.0,-35.57142857142857,-26.571428571428573,9.857142857142858,103.77428571428572,94806.0,577.0,,,,,,,19.1,212390.66666666663,38997.333333333336,282537.0,15658.0,1.2374262999999999,1.2567031428571427,14698889.0,1366142.0,10940479.0,1497487.0,12466943.0
202050,X,US,-20.0,-7.714285714285714,-14.571428571428571,-37.42857142857143,-26.285714285714285,9.571428571428571,104.7357142857143,100590.0,605.0,,,,,,,19.6,223720.0,48612.66666666666,300092.0,17555.0,1.2464803142857142,1.2706474714285714,16217120.0,1518231.0,11249199.0,1506540.0,12785037.0
202051,X,US,-19.571428571428573,-6.0,-22.0,-37.0,-27.714285714285715,10.428571428571429,106.59571428571428,104348.0,794.0,,,,,,,18.9,224992.0,48203.33333333334,319297.0,19205.0,1.2674769142857143,1.2842193999999998,17773702.0,1556582.0,10979616.0,1501078.0,12515479.0
202052,X,US,-22.428571428571427,-2.7142857142857144,-17.428571428571427,-39.142857142857146,-42.57142857142857,12.428571428571429,99.6742857142857,104871.0,874.0,398579.0,,,,,,19.0,228199.66666666663,49725.0,335832.0,16535.0,1.2567610714285713,1.271763042857143,19142688.0,1368986.0,9630444.0,1340685.0,11005401.0
202053,X,US,-22.285714285714285,-9.142857142857142,-12.857142857142858,-40.57142857142857,-42.714285714285715,14.285714285714286,103.09714285714287,111218.0,738.0,1601682.0,,,19.475134699999998,,,19.5,234667.0,54569.33333333334,354728.0,18896.0,1.322283557142857,1.3482594285714284,20642481.0,1499793.0,8985361.0,1593582.0,10615896.0
202101,X,US,-23.0,-10.571428571428571,-22.857142857142858,-38.57142857142857,-27.857142857142858,11.142857142857142,102.43714285714285,117579.0,665.0,2365773.0,1127.0,5.297975275,20.608595585714284,,,20.7,233599.0,52427.0,377090.0,22362.0,1.3649733857142858,1.3830045857142856,22379043.0,1736562.0,11061541.0,1762634.0,12865063.0
202102,X,US,-24.857142857142858,-12.571428571428571,-20.857142857142858,-40.0,-28.0,10.714285714285714,103.17285714285715,109783.0,660.0,3469733.0,57517.0,6.886703557142858,21.61225495714286,,,18.4,234976.0,52646.0,400577.0,23487.0,1.2876038571428572,1.2978384714285713,23943253.0,1564210.0,11063635.0,1454060.0,12556314.0
202103,X,US,-25.142857142857142,-13.714285714285714,-18.142857142857142,-41.142857142857146,-29.571428571428573,10.714285714285714,104.0842857142857,96413.0,545.0,5422455.0,1010490.0,9.863425757142858,19.67858657142857,,,15.9,225737.66666666663,44060.33333333334,422372.0,21795.0,1.169960642857143,1.1849623857142857,25167411.0,1224158.0,10636053.0,1183437.0,11861819.0
202104,X,US,-26.0,-14.428571428571429,-26.285714285714285,-41.42857142857143,-27.571428571428573,10.571428571428571,102.64142857142858,82346.0,593.0,13030902.0,2743488.0,13.412978542857145,18.138561557142857,,,13.3,215596.3333333333,34669.666666666664,444317.0,21945.0,1.0345806857142856,1.0446632857142857,26225056.0,1057645.0,10288941.0,987706.0,11314853.0
202105,X,US,-24.285714285714285,-12.714285714285714,-23.0,-40.857142857142854,-27.857142857142858,10.428571428571429,103.21714285714287,70686.0,516.0,20962222.0,5567422.0,17.1878206,16.216378800000005,,,11.4,210873.66666666663,29169.33333333333,465746.0,21429.0,0.9699863714285714,0.9939734571428571,27077625.0,852569.0,9783122.0,779117.0,10592281.0
202106,X,US,-25.285714285714285,-11.0,-28.0,-40.0,-28.142857142857142,10.571428571428571,105.01571428571431,57392.0,482.0,34328102.0,12054623.0,20.71677955714286,14.447331485714287,92.0294708,,8.7,199317.3333333333,19460.33333333333,483359.0,17613.0,0.9140120428571429,0.9262969285714285,27738626.0,661001.0,8532501.0,583725.0,9134970.0
202107,X,US,-28.0,-14.428571428571429,-27.714285714285715,-42.0,-34.714285714285715,13.0,98.83857142857143,47090.0,481.0,41188516.0,17206746.0,24.481560785714287,13.097015228571431,91.95969322857142,,7.8,196065.0,16190.333333333336,496521.0,13162.0,0.8802007285714285,0.8807258857142858,28211969.0,473343.0,7548549.0,427576.0,7990412.0
202108,X,US,-17.714285714285715,-9.428571428571429,-10.428571428571429,-34.142857142857146,-24.857142857142858,8.714285714285714,115.14714285714285,42497.0,498.0,47464996.0,22888834.0,27.28790571428571,12.034805971428572,91.37738125714286,,7.1,189889.66666666663,11194.333333333336,510497.0,13976.0,0.8452389857142858,0.8546820714285713,28695588.0,483619.0,8743279.0,442057.0,9200931.0
202109,X,US,-15.0,-6.857142857142857,-6.714285714285714,-32.57142857142857,-24.714285714285715,7.714285714285714,119.40285714285717,36184.0,466.0,56253659.0,28928169.0,31.361461728571435,10.841048857142855,90.72542975714285,34.160165539999994,6.2,182890.0,6345.0,522511.0,12014.0,0.7939326999999999,0.8034043571428572,29121109.0,425521.0,8620148.0,378843.0,9012259.0
202110,X,US,-13.285714285714286,-5.428571428571429,6.285714285714286,-30.285714285714285,-25.142857142857142,7.285714285714286,120.21166666666666,33833.0,425.0,67407260.0,34598390.0,36.92415045714285,9.235464814285715,90.03161154285714,35.72190011428571,6.4,178367.33333333337,3537.333333333333,531173.0,8662.0,0.7778843285714286,0.7864281714285715,29501293.0,380184.0,8266672.0,363695.0,8642939.0
202111,X,US,-9.428571428571429,-4.571428571428571,0.5714285714285714,-27.857142857142858,-26.285714285714285,7.285714285714286,131.12714285714284,32958.0,416.0,77770168.0,39876847.0,43.60699891428572,8.878596128571427,89.73402451428572,36.46030234285714,7.0,174704.33333333337,1558.666666666667,538274.0,7101.0,0.8155462857142857,0.8272424714285714,29887829.0,386536.0,8036514.0,370569.0,8419011.0
202112,X,US,-8.428571428571429,-4.142857142857143,13.857142857142858,-25.857142857142858,-24.571428571428573,6.571428571428571,133.89000000000001,34383.0,385.0,89776217.0,46056858.0,49.84497918571429,9.048341228571429,89.53787891428571,37.207657299999994,8.1,176426.66666666663,2900.333333333333,545248.0,6974.0,0.8359317571428571,0.8379774285714287,30319300.0,431471.0,8103375.0,420840.0,8537564.0
202113,X,US,-6.428571428571429,0.8571428571428571,13.571428571428571,-25.857142857142858,-27.428571428571427,6.714285714285714,136.07571428571427,35965.0,369.0,101920395.0,54438535.0,55.98941865714285,9.28109164285714,89.07474244285716,37.24197972857143,8.7,170374.66666666663,545.6666666666666,551021.0,5773.0,0.8130926285714286,0.8262076571428573,30778470.0,459170.0,7987552.0,454246.0,8457705.0
202114,X,US,-9.571428571428571,-2.857142857142857,27.571428571428573,-24.428571428571427,-27.285714285714285,5.714285714285714,136.98142857142858,38741.0,442.0,114791160.0,63630229.0,61.80517615714286,10.024102828571428,88.51548621428572,39.36389352857144,10.1,177280.33333333337,5025.333333333333,557892.0,6871.0,0.9055055142857144,0.9234386428571427,31257436.0,478966.0,8154098.0,469875.0,8641851.0
202115,X,US,-8.428571428571429,-3.142857142857143,16.0,-25.571428571428573,-24.571428571428573,6.0,135.50142857142856,39831.0,417.0,126822454.0,73322664.0,67.12332314285716,9.8192143,88.01775402857143,38.111214242857145,10.2,171731.33333333337,2512.0,562897.0,5005.0,0.8632833857142855,0.8657544714285714,31736462.0,479026.0,8371356.0,464725.0,8849073.0
202116,X,US,-8.714285714285714,-2.5714285714285716,20.714285714285715,-24.571428571428573,-24.0,6.142857142857143,135.97285714285712,37721.0,493.0,135636560.0,83614820.0,71.17597142857143,9.614410242857144,87.57813418571426,38.20510177142857,9.2,174735.0,5509.0,567910.0,5013.0,0.8863936571428572,0.8990802142857143,32150206.0,413744.0,8245239.0,401637.0,8658495.0
202117,X,US,-7.428571428571429,-0.8571428571428571,28.857142857142858,-23.285714285714285,-24.142857142857142,5.428571428571429,137.95857142857142,34181.0,425.0,143109046.0,93543523.0,73.93080287142858,9.239850885714286,86.4578607,38.938949414285716,8.1,173982.33333333337,5984.0,572773.0,4863.0,0.8853594857142858,0.8965726714285714,32500433.0,350227.0,7921270.0,351497.0,8283584.0
202118,X,US,-5.571428571428571,3.2857142857142856,26.571428571428573,-22.142857142857142,-23.857142857142858,4.857142857142857,141.39000000000001,30748.0,344.0,147989197.0,102039691.0,75.77598067142857,8.481234128571428,84.8305182142857,39.8169679,7.2,171722.0,5382.333333333333,577455.0,4682.0,0.8245874571428572,0.8339272714285714,32794797.0,294364.0,7329387.0,282002.0,7620074.0
202119,X,US,-6.142857142857143,2.857142857142857,33.57142857142857,-20.714285714285715,-24.428571428571427,4.714285714285714,142.35857142857145,26232.0,321.0,152619490.0,110288534.0,76.91404134285713,8.310944142857144,83.5980846,42.27666147142857,5.7,170420.33333333337,4924.333333333333,581490.0,4035.0,0.8333805285714284,0.8391714142857144,33033382.0,238585.0,6787563.0,220318.0,7015390.0
202120,X,US,-5.571428571428571,1.8571428571428572,40.285714285714285,-20.571428571428573,-23.285714285714285,4.714285714285714,146.75285714285715,23008.0,301.0,158667114.0,116807511.0,77.9110716142857,7.122424157142858,79.93155891428572,42.49084958571429,4.8,171670.66666666663,6373.333333333332,585385.0,3895.0,0.7935963571428571,0.8208498142857144,33215089.0,181707.0,6091649.0,171815.0,6269674.0
202121,X,US,-4.285714285714286,3.2857142857142856,38.57142857142857,-20.142857142857142,-24.714285714285715,4.571428571428571,151.36285714285714,20443.0,295.0,163145749.0,121507846.0,79.04017794285714,6.140166885714286,72.91328311428572,43.87805201428571,3.7,168076.33333333337,4814.333333333333,589887.0,4502.0,0.7569425857142857,0.7691442285714286,33362326.0,147237.0,5382375.0,131827.0,5519007.0
202122,X,US,-4.285714285714286,4.142857142857143,54.142857142857146,-20.714285714285715,-30.428571428571427,5.857142857142857,152.29142857142855,16661.0,286.0,166155682.0,124810624.0,79.43031678571428,5.926966328571429,66.31874325714286,45.49322389999999,2.8,168783.0,5909.666666666668,593143.0,3256.0,0.7563891285714285,0.771556657142857,33465385.0,103059.0,4800809.0,96788.0,4901258.0
202123,X,US,-3.4285714285714284,3.857142857142857,48.285714285714285,-18.428571428571427,-24.571428571428573,4.571428571428571,158.18142857142857,14931.0,276.0,169178144.0,129365983.0,79.38547555714287,5.659701928571429,59.581540071428584,46.18084232857143,2.3,168256.0,6641.666666666668,595650.0,2507.0,0.7766130000000001,0.7962902,33566168.0,100783.0,4716950.0,85804.0,4806715.0
202124,X,US,-2.857142857142857,5.0,55.285714285714285,-16.428571428571427,-25.714285714285715,4.285714285714286,163.52142857142857,13522.0,262.0,172402052.0,134650402.0,79.52499022857144,5.655792257142857,53.99620948571429,46.56021642857143,1.9,168761.33333333337,7820.0,597729.0,2079.0,0.8172854571428572,0.8325626,33647859.0,81691.0,4350967.0,80435.0,4435103.0
202125,X,US,-4.142857142857143,1.7142857142857142,50.142857142857146,-16.857142857142858,-26.285714285714285,4.428571428571429,162.64285714285714,13174.0,253.0,174422089.0,137366902.0,79.84937394285713,5.049947242857144,47.9033271,47.66962341428571,1.8,167936.0,7698.333333333332,599835.0,2106.0,0.8577799285714285,0.8615179142857144,33735279.0,87420.0,4176350.0,85605.0,4265346.0
202126,X,US,-3.4285714285714284,4.571428571428571,48.57142857142857,-16.571428571428573,-27.714285714285715,4.0,162.02857142857144,14431.0,249.0,177350961.0,141076972.0,80.31467655714286,5.667764371428572,43.729618300000006,47.339460985714275,1.7,169824.0,9930.0,601510.0,1675.0,0.8430777428571429,0.8501392142857142,33826604.0,91325.0,3800776.0,106629.0,3910664.0
202127,X,US,-5.857142857142857,3.2857142857142856,60.285714285714285,-18.285714285714285,-33.42857142857143,5.714285714285714,159.72142857142856,17174.0,286.0,178985619.0,142789036.0,80.4952177,6.871958357142857,40.46915644285714,47.96698997142857,2.3,168770.66666666663,9133.666666666666,603097.0,1587.0,0.9336244142857142,0.9447073714285714,33960824.0,134220.0,3620605.0,148293.0,3772322.0
202128,X,US,-3.4285714285714284,3.142857142857143,48.285714285714285,-16.142857142857142,-26.0,4.714285714285714,164.5614285714286,23050.0,347.0,180774265.0,144829487.0,80.56936767142858,8.028616785714286,38.48286997142857,47.61154371428572,3.0,168495.33333333337,9394.666666666666,605018.0,1921.0,1.031172357142857,1.0463326571428568,34183821.0,222997.0,4142834.0,247812.0,4395476.0
202129,X,US,-3.0,3.857142857142857,55.0,-15.142857142857142,-26.142857142857142,4.285714285714286,165.14857142857142,33245.0,318.0,182976319.0,146606788.0,80.85114407142858,9.337780357142858,38.62151911428572,46.42826610000001,4.2,171480.0,12264.0,606920.0,1902.0,1.1414547571428568,1.1792472428571428,34546526.0,362705.0,4865508.0,406813.0,5279682.0
202130,X,US,-3.4285714285714284,3.857142857142857,49.142857142857146,-15.857142857142858,-25.857142857142858,4.571428571428571,162.42714285714283,48237.0,355.0,185909148.0,148087877.0,80.7003409142857,12.242129471428571,40.750988271428575,45.02819324285714,6.3,175587.0,16733.333333333332,609473.0,2553.0,1.2553180142857145,1.2776700857142858,35100324.0,553798.0,5645810.0,617254.0,6272942.0
202131,X,US,-3.0,5.0,48.0,-16.0,-25.857142857142858,4.428571428571429,159.0,64195.0,387.0,189201528.0,149578614.0,80.29783842857144,13.7695724,45.86575048571429,44.170262900000004,8.5,183636.3333333333,24683.66666666667,613076.0,3603.0,1.3013955428571429,1.3245239428571427,35878039.0,777715.0,6927303.0,799930.0,7741162.0
202132,X,US,-4.142857142857143,4.428571428571429,41.142857142857146,-17.428571428571427,-26.0,4.714285714285714,158.99142857142857,78542.0,335.0,192447786.0,151203106.0,80.2054885142857,13.368522642857144,51.65765135714285,43.966614199999995,10.3,190403.3333333333,31357.66666666667,617701.0,4625.0,1.3932843,1.4192312857142857,36788909.0,910870.0,7938566.0,933081.0,8889194.0
202133,X,US,-4.285714285714286,4.0,37.42857142857143,-18.285714285714285,-25.428571428571427,4.285714285714286,158.68714285714287,84991.0,336.0,195610140.0,153276195.0,80.46985635714285,14.177673757142857,56.37868125714285,43.40896802857143,11.5,196315.0,37203.0,624956.0,7255.0,1.5251949,1.5505756857142856,37834735.0,1045826.0,8636825.0,1000329.0,9656788.0
