epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,ili
202107,NV,32,-18.28571429,-8.285714286,-26.28571429,-38.14285714,-30.14285714,9.714285714,486,4,377019,0,,601.3333333,35.33333333,4868,174,290671,2835,41572,3465,45092,0.38133
202108,NV,32,-17.85714286,-8.714285714,-23.85714286,-36.14285714,-27.85714286,8.857142857,409,7,427656,0,,640.3333333,58.33333333,4957,89,293488,2817,49593,3539,53202,0.487013
202109,NV,32,-15.28571429,-5.428571429,-20.85714286,-33.14285714,-27.71428571,8.142857143,320,8,493295,261168,,538.3333333,0,5036,79,295960,2472,45116,2787,47954,0.427416
202110,NV,32,-15.14285714,-6.571428571,-25.57142857,-30.57142857,-28,8.571428571,287,3,585867,328394,,587.6666667,19.33333333,5117,81,299065,3105,55715,2720,58469,0.839989
202111,NV,32,-7.285714286,-2.285714286,-10.71428571,-24.57142857,-27.14285714,6.857142857,271,7,689756,386703,,576.3333333,12.66666667,5171,54,300951,1886,45676,2075,47775,0.869943
202112,NV,32,-6.714285714,-2.714285714,-10.57142857,-22.71428571,-26.71428571,6.571428571,257,1,794374,446240,,541,0,5236,65,302918,1967,44645,2199,46861,0.853106
202113,NV,32,-3.857142857,1.857142857,1.571428571,-20.85714286,-28.57142857,5.857142857,247,3,883760,514603,,561,7.333333333,5274,38,304916,1998,33640,2119,35790,0.571882
202114,NV,32,-6.428571429,1.285714286,4.142857143,-19.85714286,-27.57142857,5.714285714,286,1,982312,603867,,530.3333333,0,5332,58,307704,2788,70034,6498,76691,1.2026
202115,NV,32,-6.571428571,-0.714285714,2.142857143,-20.85714286,-25.85714286,5.571428571,301,5,1094142,708126,,524,0,5365,33,310235,2531,86873,5878,92850,0.420816
202116,NV,32,-5.714285714,0,4.571428571,-19.85714286,-25.28571429,5.857142857,276,5,1162079,786816,,566.3333333,20.66666667,5422,57,312840,2605,43180,2962,46181,0.473934
202117,NV,32,-6.142857143,-0.142857143,-0.857142857,-21.14285714,-25.71428571,6,345,6,1219581,857021,,536,6.666666667,5464,42,315438,2598,41082,2457,43552,0.536121
202118,NV,32,-4.571428571,4.142857143,3.714285714,-18.28571429,-25.28571429,5.142857143,267,2,1259626,937081,,575.6666667,34.66666667,5498,34,317980,2542,48623,2518,51157,0.921538
202119,NV,32,-3.857142857,3.142857143,3.428571429,-15.14285714,-25.71428571,5,248,1,1296725,1016557,,546.6666667,13.33333333,5530,32,320539,2559,44781,1899,46704,1.13027
202120,NV,32,-4.428571429,1.857142857,0.857142857,-15.28571429,-24.42857143,5.428571429,218,0,1342834,1072757,,501,0,5552,22,322352,1813,37098,1555,38673,0.966184
202121,NV,32,-2,3.571428571,8.142857143,-15.14285714,-24.42857143,4.857142857,199,1,1387913,1119961,,492.3333333,0,5586,34,323748,1396,33754,1310,35079,0.406209
202122,NV,32,-1.714285714,4.857142857,10.14285714,-15.14285714,-28.71428571,5.428571429,176,0,1418973,1151116,,562.6666667,35.66666667,5600,14,325392,1644,29908,1119,31038,0.682247
202123,NV,32,-2.285714286,4.142857143,6.142857143,-13.42857143,-24.14285714,4.714285714,185,2,1444581,1183999,,539,15.33333333,5622,22,327140,1748,28659,1204,29880,1.00386
202124,NV,32,-3.285714286,2.571428571,-0.285714286,-12.42857143,-25,5,227,7,1477206,1233520,,559.3333333,41.33333333,5649,27,328875,1735,26503,1595,28109,1.85606
202125,NV,32,-2.285714286,0.285714286,2.428571429,-11.71428571,-25,4.714285714,323,2,1494846,1258947,,537.6666667,18.66666667,5667,24,331614,2739,28403,2482,30900,0.852619
202126,NV,32,-2.571428571,2.571428571,-0.571428571,-12.14285714,-25.57142857,4.142857143,450,1,1537439,1298818,,548.3333333,31.33333333,5697,30,334763,3149,28456,3631,32112,1.70397
202127,NV,32,-4,2.285714286,6.142857143,-13.85714286,-30,6,564,2,1561919,1316396,,620.3333333,103.3333333,5720,23,338072,3309,28501,4128,32656,1.47
202128,NV,32,-3,2.428571429,-1.428571429,-12.85714286,-25.71428571,5.142857143,715,4,1586745,1330894,,693.6666667,181.6666667,5758,38,343096,5024,39304,6489,45845,1.51193
202129,NV,32,-2.714285714,1.857142857,1.571428571,-13.28571429,-25.85714286,5.285714286,757,1,1613536,1346575,,588.6666667,74.66666667,5817,59,349043,5947,40383,7297,47718,0.935222
202130,NV,32,-3.714285714,1.714285714,-2.428571429,-14.85714286,-25.71428571,5.571428571,949,0,1647017,1364717,,625.6666667,117.6666667,5912,95,356401,7358,49106,9238,58397,1.81677
202131,NV,32,-1.857142857,4.285714286,-3.285714286,-15,-25.42857143,5.142857143,909,0,1682374,1384243,,611.6666667,106.6666667,6005,93,363574,7173,51236,10159,61457,2.05858
202132,NV,32,-3.857142857,4.142857143,-3.285714286,-15.57142857,-24.28571429,4.428571429,1012,4,1714566,1405111,,654.6666667,154.6666667,6160,155,371126,7552,60903,8905,69907,2.1799
202133,NV,32,-5.428571429,1.571428571,-5.714285714,-17,-23.57142857,4.571428571,930,2,1742907,1428942,,649.6666667,156.6666667,6280,120,378700,7574,57449,9389,66925,2.61554
202134,NV,32,-6.857142857,0.285714286,-9.285714286,-20.28571429,-22.71428571,4.857142857,924,5,1771086,1456877,,678,186,6433,153,386559,7859,57587,8389,66075,2.03847
202135,NV,32,-5.285714286,2.142857143,-8.285714286,-20.42857143,-22,4.428571429,821,0,1796770,1484531,,637.3333333,146.3333333,6583,150,394595,8036,68858,8915,77911,2.51427
202136,NV,32,-5.857142857,1.285714286,-0.571428571,-20,-26.42857143,5.571428571,804,1,1816106,1505304,,696.3333333,205.3333333,6702,119,401901,7306,76186,9316,85661,1.55654
202137,NV,32,-5.857142857,0,-2.571428571,-17.28571429,-22,4.428571429,781,2,1838733,1528384,,644,155,6845,143,410104,8203,70009,8576,78740,2.5368
202138,NV,32,-5.714285714,0.285714286,4,-16,-19.85714286,3.857142857,671,1,1857191,1549384,,645.6666667,158.6666667,7015,170,416496,6392,60766,7159,68058,2.0175
202139,NV,32,-5.142857143,0.571428571,4.571428571,-16.14285714,-19.28571429,3.714285714,608,5,1873602,1564967,,593.3333333,103.3333333,7166,151,422329,5833,68612,6520,75294,2.02759
202140,NV,32,-6.714285714,0.285714286,3.571428571,-15.85714286,-20.85714286,4.285714286,615,5,1893416,1582597,,629.3333333,137.3333333,7284,118,426407,4078,63422,5514,69058,2.15848
202141,NV,32,-5.142857143,0.428571429,4.714285714,-15.14285714,-19.42857143,3.857142857,507,6,1908579,1596377,,642.6666667,148.6666667,7421,137,430665,4258,58455,4644,63165,1.71037
202142,NV,32,-4.571428571,1,5,-13.14285714,-19.14285714,3.571428571,500,4,1928892,1612942,,648,151,7522,101,434898,4233,59920,4857,64864,1.94034
202143,NV,32,-5,1.285714286,3.285714286,-14,-21.28571429,4.285714286,472,2,1946903,1627621,,610.6666667,109.6666667,7630,108,438216,3318,56405,4701,61202,2.22663
202144,NV,32,-5,1.714285714,9.142857143,-15.28571429,-18.71428571,4.142857143,535,5,1964166,1640000,,670.3333333,167.3333333,7712,82,443641,5425,52278,5175,57536,1.74385
202145,NV,32,-4.571428571,0.428571429,5.857142857,-16.28571429,-22.14285714,4.857142857,514,6,1988657,1653097,,622,116,7807,95,447746,4105,50393,4446,54943,1.80188
202146,NV,32,-4.714285714,1.285714286,1,-16.42857143,-18.14285714,4,473,9,2012977,1663131,,635,126,7917,110,452173,4427,56020,5197,61326,1.85384
202147,NV,32,-5.285714286,5,5.142857143,-17.71428571,-34.42857143,7.285714286,481,8,2030864,1670646,,583.6666667,68.66666667,7971,54,454980,2807,46267,3816,50156,2.36619
202148,NV,32,-6.285714286,-0.571428571,-5.714285714,-18.71428571,-17.57142857,4.285714286,505,7,2055759,1686035,,663,141,8069,98,459957,4977,58353,5360,63838,2.33819
202149,NV,32,-7.428571429,-1.714285714,-11.85714286,-22.57142857,-16.71428571,4.428571429,512,6,2079676,1703212,,624.6666667,92.66666667,8188,119,464385,4428,58198,5157,63493,2.26864
202150,NV,32,-6.428571429,-1.285714286,-18.85714286,-23.71428571,-17,4.571428571,504,3,2102815,1718890,,632.6666667,91.66666667,8277,89,468953,4568,55577,5770,61486,2.47185
202151,NV,32,-8.285714286,1.714285714,-13,-25.28571429,-36.28571429,8,580,9,2126177,1731067,,652.6666667,100.6666667,8363,86,474023,5070,48288,9134,57534,3.58827
202152,NV,32,-6.857142857,-2.285714286,-6.571428571,-25.28571429,-36.85714286,10.28571429,792,8,2145217,1740780,,668,110,8419,56,484641,10618,61348,26382,88252,3.71423
202201,NV,32,-13.57142857,-3.857142857,-19.28571429,-28.57142857,-24,8.285714286,1263,17,2165502,1751608,,724,164,8509,90,509472,24831,64252,41401,106273,3.61948
202202,NV,32,-17,-5.857142857,-17.57142857,-33.28571429,-24,8.285714286,1591,3,2189105,1764480,,745.3333333,181.3333333,8626,117,549198,39726,82615,54560,138256,3.32691
202203,NV,32,-15,-8,-12.71428571,-31.42857143,-25.14285714,8,1539,5,2227249,1786288,,807,241,8735,109,614505,69613,83490,46380,130988,3.04405
202204,NV,32,-14.71428571,-8.142857143,-16.14285714,-31.57142857,-19.57142857,6.285714286,1366,9,2240974,1796733,,762.6666667,188.6666667,8913,178,648088,33583,75546,32237,109191,2.28944
202205,NV,32,-13,-6.428571429,-16.28571429,-29.14285714,-18,5.428571429,1053,4,2252435,1807495,,760.3333333,185.3333333,9143,230,665211,17123,49590,13878,63967,1.95511
202206,NV,32,-10.71428571,-2.857142857,-5.714285714,-26,-17.42857143,4.428571429,760,6,2262940,1818013,,733,164,9334,191,673322,8111,48422,9351,58058,1.7004
202207,NV,32,-9.428571429,-2.142857143,-4,-22.28571429,-17.14285714,4,532,8,2271706,1830651,,634.6666667,75.33333333,9507,173,677345,4023,40611,4270,45057,1.93097
202208,NV,32,-8.285714286,-5.857142857,-7.428571429,-20.14285714,-20.42857143,5,345,9,2278153,1836803,,639.6666667,74.66666667,9663,156,681387,4042,35819,2906,38858,1.7755
202209,NV,32,-9.142857143,-4.714285714,-8.714285714,-22,-16.71428571,3.428571429,251,21,2283557,1842121,,615.6666667,57.66666667,9798,135,685346,3959,38460,3107,41679,1.58131
202210,NV,32,-11.85714286,-7.428571429,-16.85714286,-23.28571429,-15.85714286,3.571428571,170,25,2288220,1846741,,606.3333333,54.33333333,9921,123,688054,2708,31213,1529,32806,1.4658
202211,NV,32,-11.28571429,-6.857142857,-9.142857143,-22.42857143,-17.71428571,3.428571429,131,38,2292164,1850322,,590.3333333,41.33333333,9949,28,710848,22794,27737,1165,28942,1.86854
202212,NV,32,-10.57142857,-6.857142857,-6,-20.14285714,-16.42857143,2.857142857,125,45,2295906,1853387,,521.6666667,0,10031,82,711963,1115,27095,1104,28283,1.84492
202213,NV,32,-11,-6.285714286,-8,-21.85714286,-15.71428571,2.714285714,120,60,2299290,1856183,,516.3333333,0,10091,60,713129,1166,25090,1170,26304,1.89931
202214,NV,32,-9,-4,-3.428571429,-19.57142857,-16.42857143,2.428571429,82,98,2303610,1860145,,595,57,10136,45,714299,1170,21457,1164,22648,1.86451
202215,NV,32,-8.714285714,-3.857142857,-9.285714286,-20.42857143,-23,3.714285714,92,75,2308282,1864022,,577.6666667,44.66666667,10501,365,715498,1199,15542,1107,16672,2.24008
202216,NV,32,-11.28571429,-6,-4.571428571,-20,-18.57142857,2.857142857,95,76,2312504,1868613,,555.3333333,22.33333333,10684,183,716731,1233,19296,1936,21254,2.05803
202217,NV,32,-9.428571429,-4.857142857,-6,-18.85714286,-15.57142857,1.857142857,89,54,2316445,1871826,,603,74,10752,68,718675,1944,18606,2280,20920,2.2907
202218,NV,32,-8.285714286,-1,-7,-18.71428571,-15.57142857,2,160,44,2319924,1874878,,521.6666667,0.333333333,10780,28,721100,2425,19302,2948,22279,2.52017
202219,NV,32,-10,-2.857142857,-12,-20,-16.28571429,2.428571429,170,82,2323233,1877793,,546.6666667,21.66666667,10798,18,724364,3264,19089,3938,23051,2.56775
202220,NV,32,-10,-3.285714286,-7.857142857,-18,-16.28571429,2.428571429,201,87,2326600,1880339,,589,61,10824,26,728764,4400,20921,5739,26695,3.26289
202221,NV,32,-9.142857143,-3,-9.571428571,-17.42857143,-19.42857143,2.857142857,249,76,2330078,1883167,,561.3333333,35.33333333,10872,48,735021,6257,23249,7596,30895,3.30382
202222,NV,32,-9.857142857,-3.285714286,-6.428571429,-19.85714286,-26.42857143,4.142857143,343,64,2332952,1885488,,550,24,10896,24,742260,7239,25749,8675,34479,3.66462
202223,NV,32,-13.14285714,-5.428571429,-14.28571429,-18.42857143,-22.28571429,3.428571429,372,87,2336264,1888110,,573.6666667,57.66666667,10935,39,749103,6843,25040,10279,35418,2.79562
202224,NV,32,-11.42857143,-4.571428571,-13.28571429,-17,-22.85714286,3.285714286,395,52,2338698,1889883,,596.6666667,81.66666667,10967,32,758379,9276,21323,8711,30142,2.74878
202225,NV,32,-12,-6.142857143,-10,-16.85714286,-24.14285714,4,462,32,2340830,1891499,,551.6666667,36.66666667,11006,39,765603,7224,20512,8665,29229,2.28254
202226,NV,32,-13.28571429,-4.142857143,-17.42857143,-18,-23.42857143,3.857142857,524,24,2345817,1891784,,560.6666667,46.66666667,11039,33,773841,8238,19977,9258,29302,2.51628
202227,NV,32,-13.71428571,-3.714285714,-9,-21.28571429,-29,4.571428571,498,18,2348477,1893392,,538.3333333,25.33333333,11074,35,782040,8199,17157,7573,24809,2.25032
202228,NV,32,-14.57142857,-6.285714286,-20,-19.28571429,-23.14285714,4.142857143,518,16,2351451,1895353,,624.3333333,112.3333333,11141,67,789815,7775,18184,7851,26109,1.75488
202229,NV,32,-13.42857143,-7.142857143,-16.57142857,-18.14285714,-23.28571429,4.714285714,421,3,2355012,1897750,,603.6666667,92.66666667,11189,48,797048,7233,16904,6772,23731,1.88012
202230,NV,32,-12.71428571,-7.428571429,-16.14285714,-17.85714286,-23.28571429,4.285714286,367,6,2358312,1899773,,559.6666667,52.66666667,11221,32,826500,29452,15155,5376,20594,1.48768
202231,NV,32,-10.28571429,-4,-14.71428571,-17.57142857,-22.28571429,3.571428571,272,1,2361265,1901639,,557.3333333,55.33333333,11257,36,830993,4493,12889,4035,16956,1.29481
202232,NV,32,-11.42857143,-3.285714286,-10.85714286,-15.71428571,-21.28571429,3.142857143,239,1,2364233,1904329,,547,47,11297,40,834488,3495,12141,3090,15283,1.19355
202233,NV,32,-12.71428571,-5.142857143,-13.28571429,-17,-20.71428571,4.857142857,189,2,2366718,1905926,,516.3333333,20.33333333,11353,56,837104,2616,12423,2622,15080,1.40135
202234,NV,32,-12.57142857,-4.857142857,-11.14285714,-16.71428571,-19.71428571,4.714285714,176,7,2368886,1907491,,561,69,11375,22,839651,2547,13898,2334,16271,1.30581
202235,NV,32,-12.85714286,-4.428571429,-19.14285714,-17.57142857,-19.42857143,2.857142857,152,3,2370734,1908864,,544.6666667,53.66666667,11400,25,841839,2188,12588,1896,14505,1.29068
202236,NV,32,-12.57142857,-4.857142857,-13.57142857,-15.85714286,-24,3.857142857,138,6,2371565,1909521,,536.3333333,46.33333333,11417,17,843526,1687,8683,1272,9969,1.24342
202237,NV,32,-12.28571429,-5.714285714,-14.85714286,-13.85714286,-18,2.571428571,114,8,2373876,1911480,,504.6666667,10.66666667,11417,0,843526,0,10720,1474,12199,1.23303
202238,NV,32,-11.85714286,-6.571428571,-10,-12,-18.42857143,2.285714286,107,9,2377382,1914174,,531,39,11475,58,846812,3286,8339,1046,9387,1.30551
202239,NV,32,-12.57142857,-6.428571429,-11.57142857,-13.57142857,-17.85714286,2.285714286,140,14,2379388,1915573,,490,2.666666667,11501,26,847332,520,8732,1172,9907,1.12514
202240,NV,32,-11,-5.428571429,-8.428571429,-12.42857143,-18,2.142857143,124,37,2383870,1923256,,436.3333333,0,11516,15,848615,1283,9056,1307,10364,0.854371
202241,NV,32,-12,-6.142857143,-7.142857143,-12,-18,2.285714286,130,8,2386113,1924804,,415.3333333,0,11531,15,849745,1130,8813,1439,10253,0.890224
202242,NV,32,,,,,,,153,14,2391396,1928905,,,,11544,13,851300,1555,8485,1605,10093,1.15209
202243,NV,32,,,,,,,148,15,2391396,1928905,,,,11555,11,852960,1660,2758,375,3133,1.35581
202001,NH,33,,,,,,,,,,,,261,0,,,,,,,,2.31924
202002,NH,33,,,,,,,,,,,,263,0,,,,,,,,2.59542
202003,NH,33,,,,,,,,,,,,245,0,,,,,,,,2.72975
202004,NH,33,,,,,,,,,,,,241,0,0,0,0,0,,,,3.07624
202005,NH,33,,,,,,,,,,,,240,0,0,0,0,0,,,,4.38479
202006,NH,33,,,,,,,,,,,,256,0,0,0,0,0,,,,4.83114
202007,NH,33,3,-2,6,18,2,0,,,,,,236,0,0,0,0,0,,,,5.81449
202008,NH,33,5.428571429,-0.714285714,20.57142857,15.28571429,-1.571428571,1.142857143,,,,,,277,7,0,0,0,0,,,,4.85481
202009,NH,33,4.285714286,-2.428571429,16.85714286,11.28571429,-6.428571429,0.571428571,,,,,,228,0,0,0,0,0,,,,4.34783
202010,NH,33,6.142857143,3.142857143,11.85714286,10.71428571,3,-0.428571429,,,,,,266,0,0,0,2,2,73,3,76,2.74041
202011,NH,33,4.857142857,15,28.28571429,3,0.285714286,1,,,,,,240,0,0,0,7,5,325,7,333,1.79856
202012,NH,33,-22.42857143,12.42857143,17,-21,-23.28571429,11.57142857,,,,,,252,0,0,0,61,54,1581,109,1691,1.35135
202013,NH,33,-40.14285714,-11.42857143,18.71428571,-40,-39.14285714,17,,,,,,256,0,2,2,187,126,3334,212,3548,0.573394
202014,NH,33,-45.42857143,-19.14285714,-14.14285714,-50.28571429,-44.42857143,19.42857143,,,,,,244,0,7,5,540,353,2978,384,3364,0.598802
202015,NH,33,-42,-16,17.42857143,-50.42857143,-46,19.14285714,,,,,,264.3333333,8.666666667,22,15,885,345,2671,327,2999,0.41841
202016,NH,33,-43,-24.71428571,7.142857143,-53.28571429,-46.28571429,19.28571429,,,,,,236.6666667,0,38,16,1342,583,2599,438,3039,0.513347
202017,NH,33,-35.85714286,-17,39.28571429,-47.57142857,-43,17.57142857,,,,,,267.6666667,12,53,15,1797,455,5248,573,5833,0.10395
202018,NH,33,-33.71428571,-14.42857143,20,-45.28571429,-42.57142857,16.85714286,,,,,,253.3333333,7.333333333,84,31,2429,632,6381,737,7125,0.153374
202019,NH,33,-26.28571429,-5.285714286,54,-37.42857143,-39.57142857,15.57142857,,,,,,277.3333333,25.33333333,131,47,3011,582,7664,773,8446,0.0923361
202020,NH,33,-24.14285714,-7.428571429,67.85714286,-30.28571429,-37.42857143,14.28571429,,,,,,269.3333333,22.66666667,171,40,3556,545,11924,672,12604,0
202021,NH,33,-14,-1.285714286,119.4285714,-21.71428571,-35.42857143,12.42857143,,,,,,256,12,208,37,4089,533,15510,721,16243,0
202022,NH,33,-10.85714286,-1,133.2857143,-19.71428571,-37.42857143,12.71428571,,,,,,236.3333333,2,238,30,4492,403,14662,706,15396,0
202023,NH,33,-8.285714286,2,119.7142857,-16.71428571,-29.28571429,10.57142857,,,,,,248,10,283,45,5019,527,16818,562,17402,0
202024,NH,33,-6.285714286,2.857142857,151,-14.28571429,-28,9.428571429,,,,,,291.3333333,49.33333333,318,35,5299,280,17498,515,18022,0.227964
202025,NH,33,-0.571428571,6.142857143,210.7142857,-11,-26.85714286,7.714285714,,,,,,233.6666667,0,339,21,5518,219,15918,325,16255,0.145455
202026,NH,33,-0.714285714,4.571428571,200.2857143,-8.714285714,-27.14285714,7.571428571,,,,,,242,6,367,28,5717,199,16348,274,16641,0.225904
202027,NH,33,1.857142857,9.428571429,211.8571429,-11.85714286,-34,8.571428571,,,,,,242.3333333,4.666666667,379,12,5872,155,17548,209,17778,0.0924214
202028,NH,33,1.142857143,5.714285714,229.2857143,-11.71428571,-29.14285714,7.571428571,,,,,,246.6666667,4,391,12,6024,152,16516,220,16761,0.15456
202029,NH,33,0.571428571,6,217.8571429,-10.71428571,-26.71428571,7.142857143,4,,,,,229,0,396,5,6188,164,18707,201,18939,0.141044
202030,NH,33,1.142857143,6.714285714,242.1428571,-10.71428571,-26.57142857,6.714285714,34,,,,,263.6666667,20.66666667,409,13,6415,227,19850,278,20138,0.402145
202031,NH,33,2.428571429,7.714285714,259.1428571,-6.571428571,-26.57142857,6.285714286,31,,,,,246.6666667,2.666666667,416,7,6614,199,20144,272,20434,0.140252
202032,NH,33,1.857142857,7.714285714,235,-7,-27,6.285714286,13,,,,,231.3333333,0,419,3,6818,204,19182,225,19427,0.149254
202033,NH,33,1.714285714,7.428571429,261.6666667,-6,-26.71428571,6,14,,,,,228.6666667,0,423,4,6980,162,21144,189,21346,0.155642
202034,NH,33,2.714285714,6.571428571,184,0,-25.85714286,6.142857143,181,,,,,248.6666667,2.666666667,429,6,7094,114,21382,158,21552,0.0713776
202035,NH,33,1,4.571428571,,4,-25.14285714,6.571428571,266,,,,,230.6666667,0,432,3,7246,152,23458,199,23681,0.193798
202036,NH,33,2.857142857,8,,0,-24.71428571,5.428571429,155,,,,,233.3333333,0,432,0,7424,178,24508,282,24798,0.191816
202037,NH,33,2.571428571,6.428571429,210.5,-3.5,-28.85714286,6.142857143,8,,,,,227.6666667,0,435,3,7652,228,22269,315,22593,0.0693481
202038,NH,33,-0.857142857,3.857142857,173.5714286,-6.714285714,-20.28571429,4.857142857,7,,,,,225.6666667,0,438,3,7920,268,29640,307,29959,0.212653
202039,NH,33,-1.857142857,3,158.2857143,-8.428571429,-19.57142857,5.285714286,21,,,,,272,22,439,1,8121,201,30629,369,31008,0.653951
202040,NH,33,-1.285714286,4.428571429,138.7142857,-5.857142857,-19,5.571428571,21,,,,,220.6666667,0,442,3,8597,476,31626,400,32030,0.694816
202041,NH,33,-1.571428571,5.285714286,157,0.142857143,-19.28571429,5.714285714,17,,,,,249.6666667,2,455,13,9092,495,32054,503,32573,0.652884
202042,NH,33,-3,2,112,-6.428571429,-21.57142857,7.714285714,23,0,,,,251,0,466,11,9625,533,42386,568,42965,0.183824
202043,NH,33,-7,-0.571428571,90.85714286,-12.28571429,-18.71428571,6.857142857,15,0,,,,230.3333333,0,473,7,10238,613,38824,660,39507,0.595238
202044,NH,33,-10.42857143,-1,35.71428571,-15.57142857,-19.85714286,8.142857143,31,0,,,,254.6666667,1.333333333,483,10,11084,846,43493,848,44351,0.598504
202045,NH,33,-9.857142857,-2.714285714,45.28571429,-21,-19.71428571,7.857142857,34,0,,,,260.6666667,6.666666667,489,6,12214,1130,41928,1240,43177,0.419287
202046,NH,33,-9,-2,51.57142857,-22.28571429,-21.85714286,8.714285714,69,1,,,,281.6666667,29.66666667,499,10,14212,1998,44695,1825,46540,0.417755
202047,NH,33,-13.71428571,-2.571428571,16.85714286,-26.28571429,-20.28571429,9.285714286,88,1,,,,254.6666667,3.333333333,508,9,17094,2882,51324,2340,53687,0.23175
202048,NH,33,-19.57142857,-3,4.142857143,-34.71428571,-37,13.71428571,133,0,,,,275,18,523,15,20142,3048,44068,2369,46466,0.0878735
202049,NH,33,-16.85714286,-4.714285714,6.285714286,-29.71428571,-23.57142857,10.85714286,178,0,,,,297.6666667,42.66666667,559,36,25367,5225,48275,4316,52630,0.184957
202050,NH,33,-14,-3.428571429,-6.571428571,-28.14285714,-23.14285714,10.57142857,294,0,,,,295,36,600,41,31119,5752,48362,4482,52880,0.113636
202051,NH,33,-16,-2.285714286,-11.85714286,-26.42857143,-27.14285714,12.57142857,255,0,0,0,,269.3333333,16.66666667,650,50,36362,5243,46456,4260,50770,0.371287
202052,NH,33,-13,5.571428571,-6.285714286,-26.14285714,-38.71428571,13.71428571,273,2,0,0,,328.6666667,63.66666667,701,51,41131,4769,40345,3536,43926,0.261097
202053,NH,33,-13,-3.285714286,20.42857143,-29,-39.42857143,15,297,7,0,0,,279.3333333,24,769,68,46614,5483,39936,4098,44080,0.429799
202101,NH,33,-19.28571429,-7.571428571,-3,-30.57142857,-24.14285714,11.85714286,262,0,0,0,,298.6666667,33.33333333,862,93,52371,5757,49942,4459,54440,0.235849
202102,NH,33,-21,-10.14285714,1.285714286,-34,-24.28571429,11.42857143,230,0,0,0,,330,56,927,65,57605,5234,53333,3871,57235,0.0874126
202103,NH,33,-20.14285714,-11,11.85714286,-35.57142857,-25.57142857,11.28571429,209,1,0,0,,274.6666667,14.66666667,981,54,61995,4390,53940,3128,57093,0
202104,NH,33,-23.71428571,-13.28571429,-5.428571429,-35.14285714,-23.14285714,11.14285714,171,1,0,0,,251.6666667,0,1042,61,65655,3660,57478,2540,60039,0.820345
202105,NH,33,-24.42857143,-10.14285714,0.428571429,-37.28571429,-25.28571429,12,141,0,0,0,,276.3333333,9.333333333,1098,56,68260,2605,51051,2045,53117,0.145773
202106,NH,33,-22,-8,-3.285714286,-33.42857143,-22.42857143,10.42857143,96,1,0,0,,250,0,1130,32,70756,2496,51821,1999,53834,0.335121
202107,NH,33,-19.28571429,-8.857142857,5.428571429,-30.57142857,-25.42857143,11.85714286,85,1,173348,0,,257.6666667,0,1153,23,73161,2405,48683,1828,50562,0
202108,NH,33,-15.85714286,-8.428571429,12.28571429,-26.57142857,-25.14285714,10,83,0,215730,0,,239.3333333,0,1170,17,75166,2005,46147,1571,47775,0.1657
202109,NH,33,-13.57142857,-5,1.571428571,-25.57142857,-21.14285714,9.285714286,77,0,261912,109525,,241.6666667,0,1181,11,76695,1529,41336,1422,42789,0.0721501
202110,NH,33,-10.57142857,-4.285714286,31.85714286,-24.71428571,-20.71428571,8.142857143,80,0,315641,140893,,235,0,1199,18,78319,1624,48036,1389,49454,0.13947
202111,NH,33,-7.857142857,-3,11.71428571,-24.71428571,-21,8.428571429,79,0,359702,172604,,226,0,1217,18,80316,1997,44862,1490,46397,0.204918
202112,NH,33,-3.857142857,-1.428571429,56.85714286,-21.14285714,-20.42857143,7.428571429,81,1,399555,211634,,242.3333333,0,1235,18,82745,2429,46536,1757,48340,0.0708717
202113,NH,33,-4.285714286,3.857142857,18,-20.85714286,-21.57142857,7.857142857,86,0,509351,252302,,212.6666667,0,1247,12,85448,2703,49418,2012,51480,0.132714
202114,NH,33,-7.857142857,-4.571428571,69.71428571,-20.71428571,-23.28571429,6.571428571,109,1,637905,301313,,228.6666667,0,1256,9,88446,2998,48849,2286,51173,0.216138
202115,NH,33,-5.571428571,-2.571428571,30.28571429,-20.42857143,-22.14285714,8,140,1,781912,372094,,221,0,1266,10,91279,2833,48552,2002,50609,0.334448
202116,NH,33,-0.428571429,0.571428571,73.57142857,-11,-21.14285714,6.428571429,114,1,802260,397718,,250,0,1282,16,93542,2263,48658,1684,50393,0.295639
202117,NH,33,-3,-1.142857143,48.28571429,-12.14285714,-26.85714286,7,77,0,818454,404833,,243.3333333,0,1304,22,95163,1621,43695,1386,45116,0.405186
202118,NH,33,1.285714286,5.857142857,78.71428571,-7.285714286,-20.14285714,4.857142857,91,3,776135,447391,,243,0,1314,10,96501,1338,39630,1138,40792,0.283688
202119,NH,33,2.857142857,6.857142857,114.8571429,-7.571428571,-20.71428571,4,54,0,808746,479672,,228.3333333,0,1331,17,97563,1062,33423,873,34317,0.213068
202120,NH,33,5.428571429,8.428571429,139.7142857,-8.571428571,-19.57142857,3.714285714,66,0,867505,555472,,268,13,1344,13,98244,681,29139,616,29765,0.0774593
