epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202033,NM,35,-16,-4.142857143,32.28571429,-10.71428571,-30.71428571,8.428571429,148.6528571,91,,,,,,,,4.3,387,45,711,30,0.5925560143,0.6943747714,23302,1187,38372,1538,39931
202034,NM,35,-17.85714286,-6.571428571,26.14285714,-12.57142857,-30,8.428571429,143.4871429,121,,,,,,,,3,404,63,743,32,0.4710191143,0.4840187,24302,1000,38736,1340,40091
202035,NM,35,-18.57142857,-8.857142857,23.42857143,-14.42857143,-29,8.571428571,136.4657143,242,,,,,,,,3.1,390.6666667,47.66666667,769,26,0.3756817143,0.3756817143,25178,876,33190,1113,34316
202036,NM,35,-14,-5.428571429,33.14285714,-9.285714286,-29.85714286,7.142857143,144.1028571,58,,,,,,,,1.9,372.3333333,28.33333333,800,31,0.4424749857,0.5030321714,26048,870,29536,1091,30651
202037,NM,35,-16,-8,27.14285714,-10.71428571,-34.71428571,8.142857143,142.1171429,46,,,,,,,,2.6,397,48,821,21,0.2066780429,0.2066780429,26661,613,27916,840,28769
202038,NM,35,-15.14285714,-7.285714286,30.42857143,-10.28571429,-27.85714286,6.857142857,140.4357143,75,,,,,,,,3.7,394.6666667,45.66666667,847,26,0.4959233571,0.4959233571,27512,851,35818,1156,36992
202039,NM,35,-16.85714286,-8.285714286,19.42857143,-11,-27.28571429,7.714285714,136.0371429,112,,,,,,,,4.3,395,45,870,23,0.4018501286,0.3881852143,28692,1180,36993,1459,38467
202040,NM,35,-15.57142857,-6.142857143,12.57142857,-9.142857143,-27.28571429,7.142857143,132.6914286,120,,,,,,,,5.2,382.3333333,29.33333333,890,20,0.2901626857,0.3267193,30296,1604,33925,1746,35691
202041,NM,35,-16.14285714,-5.857142857,17.14285714,-9.142857143,-28,7.285714286,134.9785714,142,,,,,,,,7.9,384,30,907,17,0.3255015429,0.3316628143,32722,2426,45437,3046,48534
202042,NM,35,-17.71428571,-6.285714286,13.85714286,-8.285714286,-28.85714286,8.285714286,135.1242857,181,,,,,,,,13.1,399,41,929,22,0.5251363571,0.6389125429,36343,3621,47988,4391,52424
202043,NM,35,-19,-7.571428571,7.428571429,-9.571428571,-27.85714286,8.857142857,127.6057143,306,3,,,,,,,16.8,417,57,965,36,1.064642886,1.093691,41040,4697,50310,5681,56063
202044,NM,35,-23.42857143,-9.714285714,-21.71428571,-16.57142857,-31.85714286,11.85714286,115.6357143,413,5,,,,,,,21.6,434.6666667,73.66666667,1018,53,0.7706382714,0.8549963143,46490,5450,50959,7203,58256
202045,NM,35,-21.57142857,-10.14285714,-9.285714286,-17.57142857,-29,9.857142857,107.69,546,10,,,,,,,26.2,474.6666667,111.6666667,1104,86,1.080895686,1.095790129,53671,7181,58616,10884,69618
202046,NM,35,-23,-9.142857143,-18.28571429,-17.71428571,-31,11.57142857,103.7057143,726,5,,,,,,,26.2,515.3333333,146.3333333,1208,104,1.305736014,1.360001886,63171,9500,63038,13197,76379
202047,NM,35,-35.85714286,-9.857142857,-14.71428571,-15.85714286,-35,13.28571429,100.5885714,864,1,,,,,,,29.9,524,150,1350,142,1.241074929,1.244133071,79440,16269,65004,14924,80114
202048,NM,35,-44,-11.42857143,-25,-23.71428571,-47.85714286,16.42857143,95.21428571,818,0,,,,,,,33.9,530.6666667,151.6666667,1527,177,1.297592714,1.362747971,93982,14542,78101,14269,92584
202049,NM,35,-32.57142857,-8.285714286,-24.57142857,-17.57142857,-34.14285714,13.14285714,99.76571429,947,0,,,,,,,29.7,577,193,1738,211,1.115066486,1.099124314,106856,12874,68936,14487,83622
202050,NM,35,-31,-6.428571429,-21.14285714,-20.14285714,-31.57142857,12.71428571,100.6142857,881,2,,,,,,,27.4,593.6666667,205.6666667,1913,175,1.145850586,1.182708614,118358,11502,72592,13606,86354
202051,NM,35,-26.28571429,-3.428571429,-24.57142857,-11.57142857,-30.85714286,11.85714286,115.8414286,879,8,,,,,,,22.3,581,185,2155,242,1.533419857,1.5301797,128930,10572,66621,12081,78878
202052,NM,35,-28.14285714,-4.428571429,-15.42857143,-19.85714286,-42.85714286,13.28571429,109.7714286,854,2,,,,,,,23.7,560,162,2316,161,1.317357843,1.359756371,137226,8296,54687,8683,63518
202053,NM,35,-26.71428571,-9.714285714,-12.71428571,-18.71428571,-42,14.57142857,121.9514286,885,1,,,,18.76347585,,,25.2,543.6666667,145.6666667,2534,218,1.155860671,1.111331229,145379,8153,50090,13663,63907
202101,NM,35,-26,-11.42857143,-21,-18.14285714,-31.28571429,12.42857143,110.9314286,699,3,,,6.075047425,18.62573443,,,27.3,528,126,2732,198,1.026981171,1.064309857,154954,9575,68434,28649,97248
202102,NM,35,-28.85714286,-13.85714286,-24.42857143,-22.85714286,-31.71428571,12.14285714,105.9657143,734,16,,,9.204495857,17.50184691,,,21.8,480.6666667,87.33333333,2910,178,1.061946529,1.047344171,162893,7939,68979,21358,90495
202103,NM,35,-30.28571429,-15.57142857,-21,-23.57142857,-32.85714286,12.42857143,103.9828571,728,2,,,14.11843347,15.65473239,,,19.9,484.3333333,82,3115,205,1.168498214,1.1663236,168579,5686,67169,16009,83335
202104,NM,35,-30.14285714,-17,-29.42857143,-23.14285714,-31.14285714,12,103.0585714,599,2,147003,50590,20.56028621,11.65975101,,,15.1,448.3333333,47.33333333,3265,150,0.7852059,0.8044522857,173539,4960,64664,11856,76646
202105,NM,35,-23.42857143,-10.14285714,-13,-18.85714286,-29.14285714,10.28571429,108.52,482,10,231864,77691,23.09726531,15.01608117,,,11.4,438.6666667,38,3386,121,1.276328786,1.254965214,177214,3675,59355,9426,68921
202106,NM,35,-24.28571429,-7,-14.57142857,-17.71428571,-29.28571429,10.14285714,111.4042857,273,3,276965,117755,26.5731922,9.1295471,94.23946492,,8.9,447.3333333,37.33333333,3516,130,0.7019894429,0.7330675,180289,3075,55714,7743,63544
202107,NM,35,-30.14285714,-16.14285714,-36.14285714,-26.71428571,-35.71428571,13.71428571,100.9214286,229,1,379606,177122,32.5763674,7.736283071,94.51982934,,9,420.3333333,15.66666667,3610,94,0.6262058571,0.6724902857,182475,2186,46780,6082,52952
202108,NM,35,-19.85714286,-9.714285714,-12,-14,-28,9.428571429,117.52,183,2,450558,233526,35.94907353,8.644010114,94.13768587,,6.1,445,30.66666667,3700,90,0.8314554143,0.7467660429,184888,2413,57717,5923,63726
202109,NM,35,-15.57142857,-5.571428571,-6.714285714,-11,-27.85714286,8.285714286,121.8128571,175,0,519972,288529,40.94525516,5.513501086,93.12723579,29.1964203,4.6,436,24.66666667,3796,96,0.4825162857,0.5037880571,186742,1854,54516,4513,59083
202110,NM,35,-14.71428571,-5.714285714,-4.857142857,-7.142857143,-28.14285714,8.142857143,130.95,145,0,591927,331686,47.0835419,9.284181686,94.04780051,30.75833673,5.1,399.3333333,0,3850,54,0.5380606571,0.5385852714,188167,1425,47951,4047,52068
202111,NM,35,-7.142857143,-2.285714286,1.285714286,2.285714286,-29,7,157.05,138,1,677668,393220,52.7770531,8.076651171,93.63474697,33.27891277,5.6,440.6666667,33.66666667,3889,39,0.7631865429,0.8008716857,189560,1393,43005,3589,46637
202112,NM,35,-10,-5.571428571,-7,-1.285714286,-30,7.571428571,142.1428571,108,0,757700,443769,60.445318,6.747209,92.67137884,33.8195856,4.6,434.3333333,28.33333333,3925,36,0.4922137714,0.5391560571,190887,1327,42690,3218,45955
202113,NM,35,-6.571428571,1.142857143,11.42857143,-2,-28,6.142857143,142.1957143,107,0,843781,508581,63.70748923,4.555392171,92.09225327,36.22759484,3.9,437,33,3949,24,0.6019602429,0.6324459286,192152,1265,40871,3249,44157
202114,NM,35,-10.28571429,-3.285714286,13.42857143,-4.857142857,-27.85714286,5.428571429,138.5657143,110,8,920834,566265,69.21197329,8.322540871,92.11013714,36.56862201,4.8,418.3333333,17.33333333,3976,27,0.4337396714,0.3412422857,193368,1216,39860,3196,43099
202115,NM,35,-9.142857143,-3.571428571,6.571428571,-4,-26.14285714,6,137.1885714,121,0,992527,622989,72.28629499,6.120559814,92.51547589,33.63124613,6,433.6666667,38.66666667,4001,25,0.9225245429,0.9342685571,194868,1500,42620,3698,46349
202116,NM,35,-10.28571429,-3.714285714,10.57142857,-5.142857143,-25.71428571,6.285714286,137.5285714,128,0,1039283,690038,76.56717921,4.250654171,91.13843744,34.96835857,5.6,408.6666667,19.66666667,4024,23,0.6128906857,0.6138315857,196221,1353,43287,3808,47127
202117,NM,35,-10,-3.285714286,14.42857143,-3.142857143,-25.42857143,5.857142857,140.8742857,159,0,1073708,749777,78.28579587,9.131108757,90.77940389,34.61448734,8,391,7.333333333,4067,43,1.121547329,1.088791957,197733,1512,42042,3683,45767
202118,NM,35,-7.142857143,1.428571429,20.14285714,-4.285714286,-25,5.142857143,143.6757143,191,0,1105318,815061,81.27384633,7.315557514,89.61111864,33.58956829,6.2,422.6666667,43.66666667,4098,31,0.7787366714,0.7787366714,199333,1600,38828,3553,42431
202119,NM,35,-7.857142857,1.571428571,24.14285714,-4.142857143,-25.57142857,4.714285714,147.8985714,157,0,1133145,868296,81.42049136,12.87040995,89.25759026,38.54130613,6.3,435.6666667,61.66666667,4113,15,0.4710623571,0.5175438714,200650,1317,36186,2654,38872
202120,NM,35,-7.714285714,0,21.57142857,-4.428571429,-24.57142857,4.857142857,152.2642857,165,1,1167850,901256,80.06336346,13.2903411,84.93468577,41.67472287,7.5,402.6666667,32.66666667,4131,18,0.6203138286,0.6157280429,201868,1218,34990,2646,37657
202121,NM,35,-5.857142857,1.571428571,39.71428571,1,-26.28571429,4.285714286,163.5785714,140,0,1206512,937975,82.63526337,10.29539006,83.12049767,40.8735381,4.5,399.6666667,35.66666667,4263,132,0.8018195,0.7022772286,202821,953,30788,2025,32841
202122,NM,35,-5.428571429,1.142857143,39.85714286,0.8571428571,-32,5.571428571,163.9942857,101,9,1220694,950696,82.69082589,3.320500257,74.31662764,41.90972353,4.5,408.3333333,45.33333333,4280,17,0.4866318286,0.5012022429,203472,651,26717,1958,28702
202123,NM,35,-4.714285714,1.428571429,37.28571429,2.428571429,-26.28571429,4.714285714,168.5357143,94,6,1238194,973967,84.24626626,4.221427629,69.13243274,41.48189574,4.1,357.6666667,0,4297,17,0.5020128,0.4739365857,204044,572,25563,1325,26911
202124,NM,35,-4.285714286,2,35.28571429,5.142857143,-27.42857143,4.428571429,174.2271429,99,6,1266726,1014671,84.26896727,3.076662343,62.57378517,44.18364504,3.2,417.6666667,60.66666667,4316,19,0.5150830286,0.5150830286,204698,654,25502,1605,27132
202125,NM,35,-6.142857143,0.1428571429,36.85714286,4.714285714,-27.42857143,4.285714286,174.5128571,80,0,1290829,1041288,85.20083421,2.27186385,56.35551621,45.36029224,2.9,405.3333333,51.33333333,4335,19,0.4504847,0.4504847,205290,592,23397,1000,24411
202126,NM,35,-4.428571429,2.142857143,32.14285714,6.428571429,-28.28571429,4.285714286,177.8985714,84,0,1325678,1071546,84.11661934,,52.72259647,43.13785403,2.2,406.3333333,56.33333333,4344,9,0.4284208429,0.4284208429,205715,425,20763,891,21685
202127,NM,35,-6.285714286,1.714285714,46.57142857,3.714285714,-31.85714286,5,178.5171429,106,0,1335438,1082690,86.62043163,4.60112275,51.58626016,43.88094811,3.5,383,33,4354,10,0.8939573143,1.026552457,206252,537,17982,1135,19156
202128,NM,35,-3.285714286,2.428571429,39.14285714,4.285714286,-26.14285714,4,179.6414286,88,2,1345395,1093254,82.17715013,6.505836786,45.59868867,43.24203057,3,401,55,4379,25,0.7542275,0.5680950429,207189,937,19504,1770,21281
202129,NM,35,-3.857142857,1.142857143,37.28571429,4.571428571,-25.85714286,4.142857143,180.48,135,2,1357347,1102229,84.48885793,6.389092117,44.18465626,42.97784239,3.6,394.3333333,49.33333333,4397,18,0.6212710714,0.6324372571,208487,1298,24094,2552,26680
202130,NM,35,-3.857142857,1.142857143,38.42857143,4.428571429,-25.85714286,4,179.5685714,167,2,1374231,1112322,83.80756509,9.781515871,43.36150917,42.8710507,4.4,384,37,4410,13,1.034056971,0.9697308714,210416,1929,27418,3880,31324
202131,NM,35,-2.142857143,4.142857143,32.57142857,3.714285714,-25.42857143,3.714285714,175.5257143,232,5,1393328,1122389,83.90173666,17.02213023,48.33178941,39.89328517,7.2,399.3333333,53.33333333,4425,15,1.3149066,1.302827343,213793,3377,33665,6358,40082
202132,NM,35,-4,4.714285714,27.57142857,0.7142857143,-25.28571429,3.857142857,170.4371429,309,1,1410127,1130583,82.21448319,9.570813243,57.47088056,41.20757654,11.1,436,90,4446,21,1.562116,1.560474214,218569,4776,42596,7660,50307
202133,NM,35,-5.142857143,3.285714286,29.14285714,-2.714285714,-23.71428571,3.571428571,166.7,383,0,1433199,1142771,82.63107604,7.621215157,63.10049506,40.10322929,12.7,435,91,4472,26,1.4858952,1.550018,223796,5227,53639,9951,63629
202134,NM,35,-7.142857143,0.8571428571,26.57142857,-4.571428571,-22.57142857,4,158.8814286,451,0,1457191,1159419,83.31846814,9.997274814,74.29251639,41.26710471,13.1,435.3333333,89.33333333,4505,33,1.085174143,1.128778571,229509,5713,59728,11259,71021
202135,NM,35,-5.571428571,2,29,-1.714285714,-22.28571429,3.571428571,161.61,459,3,1480470,1177568,85.30801853,13.50628273,82.00718406,40.51702459,11.4,437,88,4552,47,1.453816257,1.453816257,235390,5881,58369,10971,69384
202136,NM,35,-7,0.4285714286,38.85714286,-4.714285714,-27.28571429,4.428571429,159.1785714,386,0,1489726,1188155,83.52740916,13.12201497,83.20335511,39.54333544,9.2,500,150,4605,53,1.019485729,1.060743971,239886,4496,55373,8729,64160
202137,NM,35,-6.142857143,-0.1428571429,32.85714286,-2.428571429,-20.85714286,3.285714286,158.8057143,398,0,1503071,1204456,82.95468193,9.568232743,82.47199493,40.67062064,9,461.3333333,110.3333333,4675,70,0.8740242286,0.8574563286,244720,4834,60818,10157,71043
202138,NM,35,-7.857142857,-0.8571428571,31.28571429,-3.285714286,-19.71428571,3.428571429,160.0085714,312,3,1513201,1219091,83.05665231,9.422726371,82.90754979,42.24275859,9.2,440.6666667,88.66666667,4749,74,1.119009829,1.142240529,248788,4068,51124,8201,59375
202139,NM,35,-6.142857143,-1.285714286,29.85714286,-2.285714286,-19.14285714,3.714285714,167.1357143,344,4,1525208,1231867,84.03820566,12.19026681,82.15492824,40.42225739,11.7,461.3333333,103.3333333,4812,63,1.223159414,1.264552614,253815,5027,51363,10592,62005
202140,NM,35,-3.142857143,0.1428571429,72.42857143,3.857142857,-20.42857143,3,183.8971429,358,2,1536800,1240894,82.6208168,10.74844794,80.46783951,44.48643564,10.5,444.6666667,84.66666667,4869,57,1.259710857,1.2667289,258943,5128,48776,11065,59887
202141,NM,35,-5.571428571,-1,23,3.285714286,-21.14285714,4,170.9128571,345,2,1547214,1249953,83.51664323,11.77343074,79.57908721,43.19852509,14.4,438.3333333,76.33333333,4930,61,1.085690286,1.112720843,263755,4812,47219,10861,58124
202142,NM,35,-7.142857143,-2.428571429,20,1.714285714,-18.57142857,3.571428571,167.3285714,392,4,1584040,1275389,83.11358449,9.651022971,80.39788229,43.3686825,15.7,465,102,4987,57,1.101928857,1.109484229,268891,5136,49968,12089,62120
202143,NM,35,-7.428571429,-1.714285714,10.42857143,-0.1428571429,-18.28571429,3.714285714,163.0685714,473,3,1511520,1206722,82.24165181,14.18331061,79.2281284,42.04209429,16.6,438.6666667,73.66666667,5049,62,1.787288229,1.701506771,275209,6318,49134,13824,63034
202144,NM,35,-7.857142857,-2.428571429,13.14285714,-1.285714286,-19.71428571,4,152.0757143,462,1,1525104,1215521,82.20117071,17.4283497,79.48186641,44.73229506,20.4,530,163,5113,64,1.307315871,1.367529343,282742,7533,56248,17320,73642
202145,NM,35,-8.857142857,-3.857142857,3.428571429,-1,-21.28571429,5.142857143,153.3514286,493,6,1533066,1219259,84.38956939,17.20638943,80.30928594,44.2378506,22.1,460.6666667,90.66666667,5169,56,1.6870042,1.6870042,292078,9336,57902,19682,77699
202146,NM,35,-8.571428571,-1.285714286,-2.714285714,2.714285714,-18.71428571,4.857142857,159.9842857,527,1,1533066,1219259,85.37596526,15.17626306,79.85477866,41.81890696,25.7,508.6666667,134.6666667,5263,94,1.066605757,1.114189986,301937,9859,62076,19546,81728
202147,NM,35,-15.42857143,-1.428571429,-0.2857142857,-1.714285714,-40.14285714,9,159.5042857,491,3,1594411,1239835,82.43122647,15.43180999,81.06276186,41.75574246,23.8,479,98,5310,47,1.971452,1.993760343,308091,6154,53312,15627,69277
202148,NM,35,-8.857142857,-3.428571429,-1,0.7142857143,-18.28571429,4.857142857,153.8842857,536,6,1622069,1256032,83.94005657,15.83779513,80.55666333,43.3055118,26.7,514.6666667,132.6666667,5407,97,1.896702243,1.950670971,320520,12429,63729,21355,85629
202149,NM,35,-9.857142857,-2.285714286,-13.57142857,-4,-16.85714286,5.142857143,151.3785714,551,2,1644029,1276359,84.43027511,21.39223136,81.5873545,43.37712599,25,599,214,5472,65,1.713563271,1.618916514,329778,9258,59006,16234,75672
202150,NM,35,-5.285714286,0.8571428571,-14.42857143,3.285714286,-17.14285714,4.571428571,170.5257143,441,4,1665202,1294337,84.74629761,18.24510016,83.63590999,40.98669613,20.7,540.6666667,152.6666667,5577,105,0.9762346143,1.028736429,336790,7012,56567,13909,70841
202151,NM,35,-10,3.285714286,-8.571428571,-1,-39.71428571,7.714285714,165.6214286,421,5,1681126,1304220,85.46141559,16.80580789,83.47615597,43.92714344,16.5,563.6666667,171.6666667,5745,168,1.480448814,1.598047557,342649,5859,50150,11791,62291
202152,NM,35,-13.14285714,-8.285714286,-12.85714286,-4.285714286,-41.42857143,11.42857143,181.13,426,3,1692585,1312133,83.69982727,23.31649561,84.6844591,43.72581917,18.5,587.6666667,188.6666667,5855,110,2.971969543,3.070571643,350043,7394,53274,15860,69575
202201,NM,35,-14.85714286,-7,-19.71428571,-3.285714286,-23.28571429,8.285714286,158.8671429,504,3,1708107,1323638,85.07667291,23.46846064,83.9620561,40.12474169,22.9,589.3333333,186.3333333,5983,128,3.748883414,3.941108171,369113,19070,114427,66523,181976
202202,NM,35,-17.71428571,-8.428571429,-16.42857143,-11,-22.57142857,8.142857143,146.9542857,614,2,1725960,1335603,85.78747513,27.63937813,83.88439871,37.34505389,28.3,553.3333333,146.3333333,6145,162,4.054512257,4.106673529,398939,29826,160600,112986,275842
202203,NM,35,-18.85714286,-10,-15.14285714,-14,-25.14285714,8.428571429,141.92,737,0,1756111,1351736,84.72245309,31.46578323,84.64161064,33.95947801,29.4,526.6666667,117.6666667,6259,114,4.6524438,4.749804943,437934,38995,146454,116190,264701
202204,NM,35,-18,-9.857142857,-14,-14.14285714,-20.28571429,7,142.59,688,0,1769498,1359583,85.99526214,31.59908699,87.98557606,36.27353639,27.7,529.3333333,116.3333333,6417,158,3.467158671,3.510689,470513,32579,129928,91082,223734
202205,NM,35,-18.14285714,-9.857142857,-24.28571429,-16.85714286,-23.71428571,8.857142857,140.3785714,681,12,1779094,1367263,85.99828704,29.04196496,86.52125669,38.08616036,21.6,498.3333333,84.33333333,6535,118,3.007092886,3.063769214,489701,19188,86401,41094,129136
202206,NM,35,-11.14285714,-4.571428571,-8.428571429,-12,-16.57142857,4.428571429,154.0757143,473,7,1787454,1375669,85.66391706,27.60405904,83.07587726,40.06680277,17.9,510,92,6658,123,1.694296929,1.7587754,500516,10815,48654,17287,66726
202207,NM,35,-11.57142857,-3,-3.857142857,-9.285714286,-17.14285714,4.428571429,158.7457143,317,8,1795147,1384127,85.76466569,25.77728271,81.76621796,42.9770961,12.2,459.3333333,47,6775,117,1.8609705,1.8609705,507323,6807,43374,10376,54225
202208,NM,35,-10.57142857,-8.285714286,-3.857142857,-7.285714286,-19.28571429,4.857142857,167.8128571,248,3,1801854,1389901,83.58153554,24.23773716,72.72313959,44.85891294,9.5,479,62,6903,128,1.721384171,1.794293929,510783,3460,40777,5971,47098
202209,NM,35,-7.142857143,-6.142857143,4.142857143,-4.857142857,-14.71428571,3.285714286,174.28,175,6,1806533,1394402,85.3230894,19.03560429,65.94463544,43.82526507,7.6,468.6666667,54.66666667,6972,69,0.8751405143,0.8260062143,513311,2528,40577,4966,45892
202210,NM,35,-11.14285714,-9,-5,-4.142857143,-16,4.428571429,183.5685714,139,8,1810171,1398337,86.54315356,14.86591083,56.63174643,47.50302063,5.3,406,4,7050,78,1.229010929,1.216096157,515164,1853,34963,3289,38498
202211,NM,35,-7.142857143,-6,23.28571429,2.285714286,-18.57142857,4,211.9742857,106,17,1814031,1401751,85.06744354,14.00109931,51.07210383,44.90637361,4.3,440,33,7145,95,1.508107343,1.508107343,516171,1007,33423,2450,36080
202212,NM,35,-10.42857143,-10.14285714,11.57142857,-3,-21.71428571,4.285714286,183.9733333,87,43,1817174,1404466,84.77719847,7.765244557,47.10275456,48.63938463,3.3,388.6666667,0.6666666667,7206,61,1.415601557,1.415601557,517206,1035,32552,2126,34837
202213,NM,35,-9,-8,17.85714286,-4.428571429,-14.71428571,2.857142857,178.63,71,40,1820579,1407276,86.8001438,8.035306043,44.97575131,45.77437393,2.3,384.3333333,0,7279,73,1.393253614,1.393253614,517951,745,30905,1758,32820
202214,NM,35,-7.142857143,-6,25.57142857,-4.857142857,-14.14285714,2.428571429,179.8971429,45,42,1824501,1410854,83.55521397,13.61618616,41.13612603,46.9427951,1.9,368.3333333,0,7360,81,1.113660686,1.174428686,518941,990,30828,1806,32747
202215,NM,35,-7.428571429,-2,22.14285714,-5,-18,3.285714286,,60,28,1829236,1414655,84.64641151,18.6280439,38.24861947,48.29287683,2.4,383.3333333,2.333333333,7410,50,1.329648143,1.4355565,519833,892,29807,2074,32011
202216,NM,35,-12.28571429,-8.857142857,26.71428571,-5.142857143,-17.85714286,3,,59,48,1833415,1418497,84.82046151,14.19615129,39.98836391,45.53381761,2.2,340.6666667,0,7442,32,1.621041943,1.671953457,521018,1185,28705,2293,31104
202217,NM,35,-6.285714286,-5,30.28571429,-3.571428571,-14.28571429,2.285714286,,53,55,1837743,1421895,85.01025373,7.236369643,40.571566,45.37487834,2.2,348.3333333,0,7499,57,1.591146414,1.392812643,522329,1311,31485,2670,34301
202218,NM,35,-4.428571429,-0.7142857143,26.42857143,-4,-15.28571429,2,,47,69,1841721,1424828,85.75492663,10.3729567,37.21642944,47.14254039,2.6,346.6666667,0,7556,57,1.493696071,1.493696071,523940,1611,31916,3021,35058
202219,NM,35,-6.142857143,-1.857142857,26.28571429,-4.142857143,-16.28571429,2,,77,34,1845425,1427667,85.24177106,14.76526794,35.935585,47.95826604,3.5,302.3333333,0,7607,51,1.928513386,2.045952657,526137,2197,30186,3782,34121
202220,NM,35,-6,-2.857142857,28.57142857,-3,-17.14285714,2.142857143,,108,69,1848906,1430325,87.27310606,22.4021937,37.02541841,46.27250897,5.2,0,0,7675,68,2.989724571,2.989724571,529336,3199,32862,5634,38668
202221,NM,35,-6.142857143,-3.714285714,30.85714286,0.8571428571,-20,2.714285714,,127,50,1851948,1432548,85.32731954,31.4149038,37.05101494,46.20963121,6.6,0,0,7778,103,2.1429957,2.277172629,533867,4531,33750,4923,38841
202222,NM,35,-7.857142857,-4.714285714,37.14285714,-1.571428571,-29.42857143,4.428571429,,146,54,1855430,1435156,83.91801594,19.15545856,35.42426143,47.23728953,6.7,0,0,7825,47,2.250675529,2.211901286,538629,4762,29980,4930,35136
202223,NM,35,-7.857142857,-4.571428571,31.28571429,1,-23.71428571,3.714285714,,147,27,1858801,1437641,86.52325744,26.58826193,34.24888834,42.61552307,8.6,0,0,7873,48,2.643810157,2.739782171,544867,6238,34790,6000,41037
202224,NM,35,-8.428571429,-3.571428571,28.57142857,0.7142857143,-24.28571429,3.857142857,,188,16,1860095,1438536,86.43658363,31.09728021,33.99472456,41.34668939,8.8,0,0,7883,30,3.020027129,3.034813086,551614,6747,33386,6235,39787
202225,NM,35,-10.28571429,-6.142857143,30.71428571,-1.714285714,-25.85714286,4.714285714,,226,8,1863068,1440585,85.13063331,31.4521963,34.6336075,45.3208829,7.4,,,7905,22,2.879027686,2.867294386,558259,6645,30255,6314,36885
202226,NM,35,-9,-6.4,29.2,0,-25.2,4.8,,239,14,1867238,1441879,,,,,,,,7946,41,,,564678,6419,7445,1536,9102
202001,NY,36,,,,,,,,,,,,,,,,,2164,67,,,,,,,,,
202002,NY,36,,,,,,,,,,,,,,,,,2092,0,,,,,,,,,
202003,NY,36,,,,,,,105.5833333,,,,,,,,,,2169,52,,,,,,,,,
202004,NY,36,,,,,,,105.3528571,,,,,,,,,,2023,0,0,0,,,0,0,,,
202005,NY,36,,,,,,,103.49,,,,,,,,,,2031,0,0,0,,,0,0,,,
202006,NY,36,,,,,,,102.33,,,,,,,,,,2057.666667,0,0,0,,,0,0,,,
202007,NY,36,3,-4,-2,-4,1,0,110.7271429,,,,,,,,,,1990,0,0,0,,,0,0,,,
202008,NY,36,3.428571429,-2.857142857,9.142857143,-5.142857143,-10,2.428571429,112.0542857,,,,,,,,,,2032.333333,0,0,0,,,0,0,,,
202009,NY,36,3.142857143,0.2857142857,8.428571429,0,2.857142857,0.1428571429,110.4,,,,,,,,,,2161,43,0,0,,,0,0,,,
202010,NY,36,6.285714286,5.857142857,10.57142857,-0.5714285714,3.857142857,-0.2857142857,112.2128571,,,,,,,,,0.1,2072,0,0,0,,,76,76,700,181,881
202011,NY,36,1,15.57142857,26.28571429,-10.14285714,-1.714285714,1.714285714,99.69571429,,,,,,,,,0.6,1980,0,5,5,,,557,481,5949,989,6971
202012,NY,36,-31.14285714,10.14285714,-2.428571429,-42.42857143,-30.42857143,13.57142857,62.50571429,,,,,,,,,2.2,2115.333333,30.33333333,195,190,,,10410,9853,51199,19647,70910
202013,NY,36,-56,-23.28571429,-27.28571429,-64.57142857,-52.14285714,22.85714286,43.43285714,,,,,,,,,6.5,2444,374,1484,1289,,,52400,41990,65403,53181,118735
202014,NY,36,-56.14285714,-23.28571429,-31.85714286,-68.14285714,-57,24.14285714,43.37428571,,,,,,,,,9.4,3399,1352,5688,4204,,,121705,69305,67021,70550,137752
202015,NY,36,-60.85714286,-14.85714286,-22,-69.42857143,-59.14285714,24.71428571,45.73285714,0,0,,,,,,,6.9,3992.666667,1962.666667,12751,7063,1.3935058,1.448799183,192262,70557,92726,75400,168323
202016,NY,36,-64.57142857,-27,-32.42857143,-69.42857143,-57.57142857,24.42857143,47.92142857,0,0,,,,,,,5.9,3789.666667,1780.666667,18138,5387,0.9591426,0.9861967857,244369,52107,96874,55291,152579
202017,NY,36,-60.57142857,-22.14285714,-16.57142857,-66.85714286,-54.28571429,23,54.66142857,1,0,,,,,,,6.4,3209,1212,22429,4291,0.8742223286,0.9102603286,287898,43529,129264,47421,177610
202018,NY,36,-57,-19.42857143,-15.71428571,-65.14285714,-52.71428571,21.14285714,58.83714286,1,0,,,,,,,5.2,2749.666667,781.6666667,25093,2664,0.62059,0.6263607857,317174,29276,199720,46377,247530
202019,NY,36,-51.71428571,-12.28571429,-2.714285714,-62.14285714,-49.57142857,20.14285714,66.59285714,1,0,,,,,,,4.9,2485.666667,548,27341,2248,0.4352371857,0.4444862286,336802,19628,177934,26061,204855
