epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202001,X,US,,,,,,,,,,,,,,,,,179143,1219,,,,,,,,,
202002,X,US,,,,,,,,,,,,,,,,,180831,1443.666667,,,,,,,,,
202003,X,US,,,,,,,109.5316667,,,,,,,,,,176752,1043.666667,,,,,,,,,
202004,X,US,,,,,,,107.5828571,,,,,,,,,,176066,900,1,1,,,2,2,,,
202005,X,US,,,,,,,106.4342857,,,,,,,,,,175092,885,1,0,,,8,6,,,
202006,X,US,,,,,,,106.0757143,,,,,,,,,,177040,1062.666667,1,0,,,12,4,,,
202007,X,US,6,2,15,3,2,-1,115.2214286,,,,,,,,,,175040,676.3333333,1,0,,,14,2,,,
202008,X,US,3.571428571,0.1428571429,12.71428571,0.1428571429,-2.714285714,0.7142857143,116.9171429,,,,,,,,,,175393,892.6666667,1,0,,,16,2,,,
202009,X,US,6.857142857,2.857142857,12.71428571,3.857142857,2.428571429,-0.7142857143,117.9142857,,,,,,,,,,176648,925.3333333,2,1,,,26,10,,,
202010,X,US,8.857142857,7,18.14285714,3.571428571,3,-1,118.8414286,,,,,,,,,0.1,177707,1207,18,16,,,417,391,6043,738,6808
202011,X,US,4.571428571,13.85714286,20.14285714,-3.857142857,-1.714285714,1,108.8528571,,,,,,,,,0.6,174586.6667,889,61,43,,,2952,2535,41153,4517,45805
202012,X,US,-22.71428571,9.285714286,2.142857143,-28.57142857,-25.42857143,11.14285714,73.85428571,,,,,,,,,2.9,175517.6667,884.6666667,482,421,,,26056,23104,296561,44481,341376
202013,X,US,-41.57142857,-14.14285714,-11.57142857,-47.14285714,-41.42857143,17.42857143,54.93285714,,,,,,,,,7.6,183165.3333,7060.333333,3018,2536,,,127417,101361,616821,136242,753762
202014,X,US,-42,-15,-15.85714286,-50,-45.85714286,18.42857143,53.49,,,,,,,,,9.5,201348.6667,26501,11192,8174,,,319776,192359,788671,210318,1000557
202015,X,US,-43.71428571,-14,-13.71428571,-52.14285714,-48.28571429,19.28571429,55.09714286,515,,,,,,,,9.2,214520.6667,40748.66667,25809,14617,0.8293546833,0.8525943,540714,220938,939478,236817,1178898
202016,X,US,-44.28571429,-19.28571429,-22,-51.14285714,-46.42857143,18.71428571,59.23142857,580,,,,,,,,9.9,208434.3333,36104.33333,40977,15168,0.7109041286,0.7307879857,738464,197750,892436,208409,1103351
202017,X,US,-40.14285714,-14.85714286,-8.571428571,-48.28571429,-44.57142857,17.71428571,66.66428571,373,,,,,,,,9.5,202815,31862.33333,56471,15494,0.6283897429,0.6441832143,944770,206306,1227019,226822,1457693
202018,X,US,-35,-10,1.714285714,-44.57142857,-42.57142857,15.28571429,73.83428571,516,,,,,,,,9.3,192206.3333,23523.33333,69838,13367,0.5088696714,0.5178459571,1138174,193404,1625160,248590,1881021
202019,X,US,-30.14285714,-3.571428571,9.428571429,-41.42857143,-39.57142857,14.57142857,83.30571429,472,,,,,,,,8.2,187279.3333,20350.33333,82112,12274,0.49114324,0.50380682,1313586,175412,1993825,229707,2230701
202020,X,US,-28.85714286,-5.142857143,14.42857143,-39.71428571,-37.57142857,13.85714286,94.042,453,,,,,,,,7.6,182580,16348.66667,92109,9997,0.4411105143,0.4548870143,1469597,156011,2466533,221355,2694167
202021,X,US,-25,-3.714285714,23.14285714,-37.57142857,-35.71428571,12.85714286,104.1614286,417,,,,,,,,7.4,176273,11610.33333,100574,8465,0.4459684143,0.4515527714,1623134,153537,2659918,214142,2881121
202022,X,US,-23.42857143,-3.571428571,40,-36.28571429,-37.14285714,12.42857143,109.4,309,,,,,,,,6.1,171612.6667,8739.333333,107119,6545,0.4345449,0.4478035714,1769320,146186,2991402,213529,3215530
202023,X,US,-19.14285714,-0.7142857143,38.28571429,-33,-30.42857143,10.57142857,115.5671429,208,,,,,,,,4.8,170409.3333,8234.333333,113021,5902,0.4603201143,0.4673836857,1919968,150648,3334239,211171,3553151
202024,X,US,-16.42857143,-0.7142857143,49.71428571,-30.28571429,-29.28571429,9.428571429,125.2528571,278,,,,,,,,4,168629,6974.333333,118115,5094,0.4843879857,0.4989538714,2068726,148758,3560353,220613,3788275
202025,X,US,-14.28571429,0.5714285714,59.42857143,-28,-29,8.428571429,131.5657143,246,,,,,,,,4,168949,7845.666667,122306,4191,0.5085006,0.5233573429,2251332,182606,3944298,318036,4270323
202026,X,US,-15.28571429,-1,56.57142857,-27.42857143,-29.85714286,8.714285714,134.1171429,469,,,,,,,,4.5,170405.3333,9916.333333,126173,3867,0.6046143571,0.6194119714,2511048,259716,4280505,400932,4690167
202027,X,US,-13.71428571,2.571428571,64.14285714,-27.71428571,-35.14285714,9,133.5028571,824,,,,,,,,5.9,173763,14022,129867,3694,0.6437962857,0.6672025714,2846609,335561,4697354,525121,5233373
202028,X,US,-15.71428571,-2.285714286,52.57142857,-27.71428571,-31.85714286,8.857142857,135.9857143,960,,,,,,,,7.6,178810.6667,19148.66667,135158,5291,0.6763143286,0.6913498714,3249993,403384,5343901,628932,5987435
202029,X,US,-14.71428571,-1.428571429,60.28571429,-28.14285714,-30.71428571,8.714285714,138.2885714,18510,,,,,,,,8.1,181165.6667,22337,140717,5559,0.7024192286,0.7161957571,3702785,452792,5895619,657782,6571929
202030,X,US,-15.28571429,-3,57,-28.85714286,-30.85714286,8.714285714,138.6471429,32788,,,,,,,,7.6,183280,24780.33333,147229,6512,0.7175380857,0.7322686714,4165352,462567,6125089,631911,6788418
202031,X,US,-14.57142857,-2.714285714,57.57142857,-28.28571429,-31.28571429,8.428571429,140.2257143,38499,,,,,,,,6.9,183221,24845,155206,7977,0.6981561571,0.7171634571,4601269,435917,5721477,531631,6279476
202032,X,US,-13.85714286,-2.571428571,58,-28.14285714,-31.14285714,8.142857143,141.9671429,33252,,,,,,,,6.2,182113.6667,23814.33333,162489,7283,0.6789568143,0.7018009143,4990766,389497,5569525,443512,6029984
202033,X,US,-14.71428571,-3.714285714,56.28571429,-28.28571429,-31,7.714285714,144.07,31512,,,,,,,,5.6,182483,24001,169613,7124,0.6514791143,0.6756202571,5383024,392258,5613952,386495,6016628
202034,X,US,-15.14285714,-4.571428571,50.14285714,-28.71428571,-30.14285714,7.714285714,142.65,30668,,,,,,,,5.2,180131.6667,22003,175699,6086,0.6489037571,0.6603789143,5684713,301689,5521517,335831,5871221
202035,X,US,-15.85714286,-5.571428571,41.14285714,-29.42857143,-29.57142857,8,136.6957143,29304,,,,,,,,4.4,176341,18121.66667,182030,6331,0.6626436429,0.6810569429,5975384,290671,5577816,327164,5917425
202036,X,US,-13.42857143,-3.285714286,48.71428571,-26.85714286,-29.85714286,6.714285714,139.9028571,27407,,,,,,,,4,174534,15602.66667,187860,5830,0.6511954571,0.6648638429,6261914,286530,5673754,313634,5999388
202037,X,US,-15.71428571,-5.714285714,45.14285714,-30.14285714,-34.42857143,7.857142857,136.4828571,27625,,,,,,,,3.8,173160.3333,13655.33333,192955,5095,0.6378786286,0.641687,6505633,243719,5340807,264087,5614363
202038,X,US,-15,-6,38.71428571,-29.28571429,-27,6.857142857,135.4714286,24458,,,,,,,,3.8,173715.3333,13747.33333,198365,5410,0.6216379714,0.6317492571,6795237,289604,6405406,304688,6719704
202039,X,US,-15.28571429,-6.428571429,32.57142857,-30.14285714,-26.42857143,6.857142857,131.4285714,24483,,,,,,,,4.2,176335.3333,15677.33333,203675,5310,0.6024305857,0.6155617,7087847,292610,6516384,318177,6844478
202040,X,US,-14.57142857,-5,22.28571429,-29.71428571,-25.71428571,6.571428571,128.8357143,26998,,,,,,,,4.4,174017.3333,12667,208476,4801,0.6355318571,0.6487288714,7388997,301150,6476815,330170,6815563
202041,X,US,-15.14285714,-5.142857143,27.71428571,-29,-26,6.571428571,128.87,32668,,,,,,,,5.4,179294.6667,16970.66667,213503,5027,0.7671919571,0.7908022857,7721503,332506,7596403,394872,8007559
202042,X,US,-15.71428571,-6.285714286,21.28571429,-29.28571429,-26.57142857,7.428571429,128.6014286,36275,12,,,,,,,6.2,175484.3333,12277,218741,5238,0.8086301857,0.8290362857,8107591,386088,7109854,441493,7574681
202043,X,US,-16.57142857,-6.857142857,14.71428571,-29.14285714,-25.14285714,7.285714286,126.1142857,41093,218,,,,,,,7.4,179327,14981,224547,5806,0.8439743571,0.8595325,8589741,482150,7957014,548781,8534508
202044,X,US,-16.71428571,-5.714285714,1.857142857,-31.14285714,-25.42857143,7.857142857,121.4142857,46057,428,,,,,,,9.1,181971.3333,16614.33333,230494,5947,0.8836180857,0.9040916,9157465,567724,8078760,652483,8761803
202045,X,US,-16.57142857,-7.428571429,6.142857143,-32.57142857,-25.42857143,7.857142857,112.3828571,55395,477,,,,,,,12,192649,25589.66667,237764,7270,1.069479586,1.098217414,9924329,766864,8788254,888023,9701312
202046,X,US,-18,-8.142857143,-3.285714286,-34.28571429,-26.57142857,9,108.86,69768,585,,,,,,,15.5,194504.3333,26607.33333,245700,7936,1.179493829,1.1959692,10947555,1023226,9664935,1188718,10875715
202047,X,US,-19.57142857,-7,-7.142857143,-34,-25.85714286,9.142857143,108.0828571,81599,548,,,,,,,17.6,200402,31130.66667,256593,10893,1.168755986,1.194673871,12150762,1203207,11403403,1297991,12729962
202048,X,US,-24.71428571,-6.428571429,-7.571428571,-38.71428571,-40.57142857,12.28571429,101.0957143,85942,590,,,,,,,18.3,203049,32350.66667,267505,10912,1.211288114,1.245915657,13332741,1181979,10373621,1208166,11611540
202049,X,US,-19.85714286,-8.571428571,-16,-35.57142857,-26.57142857,9.857142857,103.7742857,94806,577,,,,,,,19.1,212390.6667,39383.33333,283317,15812,1.2374263,1.256703143,14698884,1366143,10940434,1497429,12466840
202050,X,US,-20,-7.714285714,-14.57142857,-37.42857143,-26.28571429,9.571428571,104.7357143,100590,605,,,,,,,19.6,223720,49067,300912,17595,1.246480314,1.270647471,16217115,1518231,11249169,1506511,12784978
202051,X,US,-19.57142857,-6,-22,-37,-27.71428571,10.42857143,106.5957143,104348,794,,,,,,,18.9,224991,48470.66667,320105,19193,1.267476914,1.2842194,17773699,1556584,10979570,1501047,12515402
202052,X,US,-22.42857143,-2.714285714,-17.42857143,-39.14285714,-42.57142857,12.42857143,99.67428571,104871,874,398579,,,,,,19,228200.6667,50081.33333,336915,16810,1.256761071,1.271763043,19142685,1368986,9630405,1340650,11005327
202053,X,US,-22.28571429,-9.142857143,-12.85714286,-40.57142857,-42.71428571,14.28571429,103.0971429,111218,738,1601682,,,19.4751347,,,19.5,234593,54791.66667,355962,19047,1.322283557,1.348259429,20642478,1499793,8985324,1593555,10615832
202101,X,US,-23,-10.57142857,-22.85714286,-38.57142857,-27.85714286,11.14285714,102.4371429,117579,665,2365773,1127,5.297975275,20.60859559,,,20.7,233598,52726.33333,378352,22390,1.364973386,1.383004586,22379043,1736565,11061496,1762545,12864929
202102,X,US,-24.85714286,-12.57142857,-20.85714286,-40,-28,10.71428571,103.1728571,109783,660,3469733,57517,6.886703557,21.61225496,,,18.4,234908,52826.66667,401895,23543,1.287603857,1.297838471,23943254,1564211,11063434,1453963,12556015
202103,X,US,-25.14285714,-13.71428571,-18.14285714,-41.14285714,-29.57142857,10.71428571,104.0842857,96413,545,5422455,1010490,9.863425757,19.67858657,,,15.9,225719.6667,44178,423874,21979,1.169960643,1.184962386,25167412,1224158,10635977,1183378,11861684
202104,X,US,-26,-14.42857143,-26.28571429,-41.42857143,-27.57142857,10.57142857,102.6414286,82346,593,13030902,2743488,13.41297854,18.13856156,,,13.3,215649.6667,34726.33333,445560,21686,1.034580686,1.044663286,26225057,1057645,10288883,987671,11314760
202105,X,US,-24.28571429,-12.71428571,-23,-40.85714286,-27.85714286,10.42857143,103.2171429,70686,516,20962222,5567422,17.1878206,16.2163788,,,11.4,210855.6667,29218.66667,466461,20901,0.9699863714,0.9939734571,27077626,852569,9783081,779100,10592223
202106,X,US,-25.28571429,-11,-28,-40,-28.14285714,10.57142857,105.0157143,57392,482,34328102,12054623,20.71677956,14.44733149,92.0294708,,8.7,199285.3333,19388,483886,17425,0.9140120429,0.9262969286,27738627,661001,8532464,583713,9134921
202107,X,US,-28,-14.42857143,-27.71428571,-42,-34.71428571,13,98.83857143,47090,481,41188516,17206746,24.48156079,13.09701523,91.95969323,,7.8,196061.3333,16133.66667,497078,13192,0.8802007286,0.8807258857,28211969,473342,7548508,427571,7990366
202108,X,US,-17.71428571,-9.428571429,-10.42857143,-34.14285714,-24.85714286,8.714285714,115.1471429,42497,498,47464996,22888834,27.28790571,12.03480597,91.37738126,,7.1,189873.3333,11168,510954,13876,0.8452389857,0.8546820714,28695588,483619,8743209,442051,9200855
202109,X,US,-15,-6.857142857,-6.714285714,-32.57142857,-24.71428571,7.714285714,119.4028571,36184,466,56253659,28928169,31.36146173,10.84104886,90.72542976,34.16016554,6.2,182838,6275,522970,12016,0.7939327,0.8034043571,29121110,425522,8620097,378835,9012200
202110,X,US,-13.28571429,-5.428571429,6.285714286,-30.28571429,-25.14285714,7.285714286,120.2116667,33833,425,67407260,34598390,36.92415046,9.235464814,90.03161154,35.72190011,6.4,178313.6667,3489,531705,8735,0.7778843286,0.7864281714,29501294,380184,8266629,363686,8642887
202111,X,US,-9.428571429,-4.571428571,0.5714285714,-27.85714286,-26.28571429,7.285714286,131.1271429,32958,416,77770168,39876847,43.60699891,8.878596129,89.73402451,36.46030234,7,174764.3333,1881.333333,538824,7119,0.8155462857,0.8272424714,29887830,386536,8036458,370563,8418949
202112,X,US,-8.428571429,-4.142857143,13.85714286,-25.85714286,-24.57142857,6.571428571,133.89,34383,385,89776217,46056858,49.84497919,9.048341229,89.53787891,37.2076573,8.1,176409.6667,3127.333333,545839,7015,0.8359317571,0.8379774286,30319301,431471,8102747,420831,8536927
202113,X,US,-6.428571429,0.8571428571,13.57142857,-25.85714286,-27.42857143,6.714285714,136.0757143,35965,369,101920395,54438535,55.98941866,9.281091643,89.07474244,37.24197973,8.7,170375.6667,609.6666667,551653,5814,0.8130926286,0.8262076571,30778472,459171,7985422,454239,8455568
202114,X,US,-9.571428571,-2.857142857,27.57142857,-24.42857143,-27.28571429,5.714285714,136.9814286,38741,442,114791160,63630229,61.80517616,10.02410283,88.51548621,39.36389353,10.1,177238,5552.333333,558558,6905,0.9055055143,0.9234386429,31257439,478967,8154065,469871,8641814
202115,X,US,-8.428571429,-3.142857143,16,-25.57142857,-24.57142857,6,135.5014286,39831,417,126822454,73322664,67.12332314,9.8192143,88.01775403,38.11121424,10.2,171747.3333,3017,563614,5056,0.8632833857,0.8657544714,31736465,479026,8371261,464719,8848972
202116,X,US,-8.714285714,-2.571428571,20.71428571,-24.57142857,-24,6.142857143,135.9728571,37721,493,135636560,83614820,71.17597143,9.614410243,87.57813419,38.20510177,9.2,174723,6177,568667,5053,0.8863936571,0.8990802143,32150211,413746,8245158,401634,8658411
202117,X,US,-7.428571429,-0.8571428571,28.85714286,-23.28571429,-24.14285714,5.428571429,137.9585714,34181,425,143109046,93543523,73.93080287,9.239850886,86.4578607,38.93894941,8.1,173965.3333,6527,573589,4922,0.8853594857,0.8965726714,32500438,350227,7921234,351491,8283541
202118,X,US,-5.571428571,3.285714286,26.57142857,-22.14285714,-23.85714286,4.857142857,141.39,30748,344,147989197,102039691,75.77598067,8.481234129,84.83051821,39.8169679,7.2,171685.3333,5983.333333,578328,4739,0.8245874571,0.8339272714,32794802,294364,7329363,282000,7620048
202119,X,US,-6.142857143,2.857142857,33.57142857,-20.71428571,-24.42857143,4.714285714,142.3585714,26232,321,152619490,110288534,76.91404134,8.310944143,83.5980846,42.27666147,5.7,170362.3333,5690.666667,582405,4077,0.8333805286,0.8391714143,33033387,238585,6787535,220313,7015357
202120,X,US,-5.571428571,1.857142857,40.28571429,-20.57142857,-23.28571429,4.714285714,146.7528571,23008,301,158667114,116807511,77.91107161,7.122424157,79.93155891,42.49084959,4.8,171647,7081.666667,586332,3927,0.7935963571,0.8208498143,33215094,181707,6091614,171812,6269636
202121,X,US,-4.285714286,3.285714286,38.57142857,-20.14285714,-24.71428571,4.571428571,151.3628571,20443,295,163145749,121507846,79.04017794,6.140166886,72.91328311,43.87805201,3.7,168050.3333,5259.666667,590848,4516,0.7569425857,0.7691442286,33362331,147237,5382217,131825,5518847
202122,X,US,-4.285714286,4.142857143,54.14285714,-20.71428571,-30.42857143,5.857142857,152.2914286,16661,286,166155682,124810624,79.43031679,5.926966329,66.31874326,45.4932239,2.8,168783.3333,6471.666667,594142,3294,0.7563891286,0.7715566571,33465391,103060,4800553,96784,4900998
202123,X,US,-3.428571429,3.857142857,48.28571429,-18.42857143,-24.57142857,4.571428571,158.1814286,14931,276,169178144,129365983,79.38547556,5.659701929,59.58154007,46.18084233,2.3,168251,7005.666667,596687,2545,0.776613,0.7962902,33566174,100783,4716797,85802,4806560
202124,X,US,-2.857142857,5,55.28571429,-16.42857143,-25.71428571,4.285714286,163.5214286,13522,262,172402052,134650402,79.52499023,5.655792257,53.99620949,46.56021643,1.9,168675.3333,8006.333333,598785,2098,0.8172854571,0.8325626,33647865,81691,4350561,80434,4434696
202125,X,US,-4.142857143,1.714285714,50.14285714,-16.85714286,-26.28571429,4.428571429,162.6428571,13174,253,174422089,137366902,79.84937394,5.049947243,47.9033271,47.66962341,1.8,167932,7895,600895,2110,0.8577799286,0.8615179143,33735284,87419,4176312,85602,4265305
202126,X,US,-3.428571429,4.571428571,48.57142857,-16.57142857,-27.71428571,4,162.0285714,14431,249,177350961,141076972,80.31467656,5.667764371,43.7296183,47.33946099,1.7,169757,9981,602580,1685,0.8430777429,0.8501392143,33826608,91324,3800736,106617,3910612
202127,X,US,-5.857142857,3.285714286,60.28571429,-18.28571429,-33.42857143,5.714285714,159.7214286,17174,286,178985619,142789036,80.4952177,6.871958357,40.46915644,47.96698997,2.3,168853,9407,604174,1594,0.9336244143,0.9447073714,33960828,134220,3620479,148290,3772193
202128,X,US,-3.428571429,3.142857143,48.28571429,-16.14285714,-26,4.714285714,164.5614286,23050,347,180774265,144829487,80.56936767,8.028616786,38.48286997,47.61154371,3,168387.6667,9547.666667,606093,1919,1.031172357,1.046332657,34183825,222997,4142780,247804,4395414
202129,X,US,-3,3.857142857,55,-15.14285714,-26.14285714,4.285714286,165.1485714,33245,318,182976319,146606788,80.85114407,9.337780357,38.62151911,46.4282661,4.2,171332.3333,12493,608027,1934,1.141454757,1.179247243,34546531,362706,4865486,406803,5279650
202130,X,US,-3.428571429,3.857142857,49.14285714,-15.85714286,-25.85714286,4.571428571,162.4271429,48237,355,185909148,148087877,80.70034091,12.24212947,40.75098827,45.02819324,6.3,175534.3333,16977,610603,2576,1.255318014,1.277670086,35100331,553800,5645793,617248,6272919
202131,X,US,-3,5,48,-16,-25.85714286,4.428571429,159,64195,387,189201528,149578614,80.29783843,13.7695724,45.86575049,44.1702629,8.5,183540.6667,24901.33333,614270,3667,1.301395543,1.324523943,35878046,777715,6927273,799917,7741119
202132,X,US,-4.142857143,4.428571429,41.14285714,-17.42857143,-26,4.714285714,158.9914286,78542,335,192447786,151203106,80.20548851,13.36852264,51.65765136,43.9666142,10.3,190404,31613.66667,619064,4794,1.3932843,1.419231286,36788917,910871,7938362,933067,8888976
202133,X,US,-4.285714286,4,37.42857143,-18.28571429,-25.42857143,4.285714286,158.6871429,84991,336,195610140,153276195,80.46985636,14.17767376,56.37868126,43.40896803,11.5,196263,37287,626488,7424,1.5251949,1.550575686,37834742,1045825,8636752,1000308,9656694
202134,X,US,-6.428571429,2.428571429,31.42857143,-21,-24.85714286,4.857142857,155.89,86899,302,198556949,155742466,80.4383377,14.40442524,59.98148994,43.1022675,12.2,200960,41600,635883,9395,1.627499,1.667560043,38921940,1087198,9970106,1099704,11092341
202135,X,US,-5.571428571,3.285714286,32.71428571,-19,-25.42857143,4.571428571,155.55,85393,324,201349501,158376764,80.65489619,14.47978131,62.5609558,42.60288526,12.4,203605.6667,43752,647334,11451,1.652256343,1.679894757,40074122,1152182,10430488,1087163,11540705
202136,X,US,-6.285714286,2.428571429,44.42857143,-21.28571429,-29.42857143,5.571428571,152.6657143,81012,293,203415976,160489135,81.076366,14.39802026,63.64034381,43.01737677,11.5,204304.6667,43819.66667,659736,12402,1.607017157,1.632490143,41115006,1040884,9859598,961425,10841486
202137,X,US,-5.857142857,1.857142857,34.14285714,-19.14285714,-22.85714286,4.285714286,154.11,73185,303,205706685,162941846,80.72867877,13.64353039,63.86679684,43.54031587,10.2,203410.6667,42200.66667,674184,14448,1.512818914,1.548120371,42137391,1022385,10777377,928095,11726478
202138,X,US,-6.714285714,0.8571428571,32.42857143,-19.14285714,-21,3.857142857,156.4828571,63415,300,207324015,165070342,80.79814613,13.1379524,63.6664751,43.9365799,9.7,200719.3333,38740,688875,14691,1.453046643,1.481764757,42971576,834185,10727931,795214,11541060
202139,X,US,-5.714285714,2,32.57142857,-18.42857143,-19.85714286,3.714285714,156.5385714,54583,336,208947897,166689088,80.89447124,12.65416024,63.35671657,44.65188277,8.8,199742,37140,702888,14013,1.484173757,1.5163919,43729394,757818,10326478,702158,11045413
202140,X,US,-5.714285714,2.285714286,27.85714286,-18.28571429,-20.14285714,3.857142857,156.7842857,49466,379,210929229,168217563,80.49212686,11.64925731,62.10539123,45.10695757,8.4,194786.3333,31204,714815,11927,1.453197186,1.493658814,44396256,666862,10247351,632677,10894503
202141,X,US,-5.428571429,1.285714286,27.42857143,-18.14285714,-21.14285714,3.857142857,159.7971429,45052,368,212505034,169701265,80.38822734,11.71306544,61.29056166,45.9342917,8,191453.3333,26885,726587,11772,1.410913357,1.443479886,44987267,591011,9705338,550951,10269208
202142,X,US,-5.285714286,0.8571428571,24.28571429,-17.85714286,-19.71428571,3.714285714,160.4685714,40035,410,214264091,171252948,80.82664957,11.02888173,61.02960414,46.23010877,7.3,190886.6667,25178,738399,11812,1.391014143,1.411656543,45497862,510595,9629222,504955,10146740
202143,X,US,-6.285714286,1.428571429,8.142857143,-20.28571429,-19.42857143,4.285714286,157.5742857,36887,361,215278200,173257933,80.76513897,11.08527293,59.88660313,47.06744,7.4,190048,23089.66667,747756,9357,1.403237114,1.430955614,46003317,505455,9133302,478723,9623611
202144,X,US,-6.142857143,1.571428571,9.285714286,-19.85714286,-19.57142857,4.428571429,149.7285714,35503,410,217170978,174813644,80.94198871,10.77369259,59.23739501,47.63769421,7.5,191174,23242.66667,756317,8561,1.420850743,1.455287686,46516391,513074,9144092,513223,9671623
202145,X,US,-5.571428571,0.5714285714,7.285714286,-20.42857143,-20.42857143,4.714285714,153.3771429,37753,499,219973573,176335108,81.18741851,11.27079507,58.61869681,47.43689794,8.8,193735.6667,24384,764850,8533,1.550802743,1.566156614,47082500,566109,9488031,584376,10089704
202146,X,US,-5.714285714,1,-0.8571428571,-18.42857143,-18.42857143,4.285714286,156.8385714,41356,521,223524365,177720180,81.46325311,11.61935049,58.49532676,47.17329873,9.2,192189,21974.33333,772919,8069,1.540862829,1.568274729,47730625,648125,9842928,644779,10505597
202147,X,US,-11.57142857,2.142857143,-1,-23,-38.28571429,8.285714286,149.37,44152,642,225065694,177925932,81.83728583,12.10363003,58.24184637,48.15213403,9.8,194537.6667,22920,778657,5738,1.608360129,1.637910914,48237274,506649,6987459,567100,7573409
202148,X,US,-6.571428571,0.4285714286,-2.857142857,-18.57142857,-18.28571429,4.714285714,153.4828571,50461,1013,228874268,180580232,82.13207109,11.90653216,58.26398623,50.61442231,11.4,200223,26908,790445,11788,1.6933869,1.7229814,49084737,847463,10490130,826090,11338904
202149,X,US,-7.142857143,0.4285714286,-10.14285714,-22.28571429,-16.85714286,5,154.9271429,55585,1223,232148471,183928879,82.10718376,13.10492311,59.65725407,46.38715397,12,206014,30808,799527,9082,1.7538171,1.780248014,49920106,835369,10315827,789105,11125044
202150,X,US,-3.428571429,3.857142857,-8.857142857,-20.14285714,-17,4.428571429,162.1971429,55205,1475,234565598,186157613,82.03795413,13.34951986,60.19014699,46.54602899,11,202859,26564.33333,808837,9310,1.857956257,1.892281129,50830705,910599,10685020,1044066,11753631
202151,X,US,-9.571428571,6.142857143,-12,-26.28571429,-39.71428571,8.285714286,145.0671429,61771,1980,236298237,187303897,82.74103497,14.63853314,61.87136876,46.28018414,13.2,205533.3333,27646.33333,817030,8193,2.4429254,2.496475886,52188028,1357323,10325947,1904092,12263776
202152,X,US,-13,-2.714285714,-8.428571429,-30.42857143,-44,11.85714286,142.7842857,98699,2771,236711509,188599636,83.15084401,19.43688379,64.41191783,46.99971113,22.8,210299.6667,30804.66667,826342,9312,4.022235557,4.130528986,55024198,2836170,9360127,3436865,12851606
202201,X,US,-18,-4.571428571,-22.14285714,-30.85714286,-26.57142857,10.28571429,135.9642857,138022,1992,239516250,190478979,83.08337921,26.76692243,67.16934224,40.16518271,30.6,220955,40645,838560,12218,4.7731162,4.896892743,59932439,4908241,12595819,5201948,17900387
202202,X,US,-17.85714286,-4.714285714,-17.42857143,-32.14285714,-23,8.857142857,138.9357143,153606,1651,241803229,192058963,82.80803411,31.86446849,69.6352269,36.57838951,30,232946.3333,51271,852659,14099,4.907198071,5.045699871,65587044,5654605,12350040,4683689,17154017
202203,X,US,-19.57142857,-9.285714286,-17,-33.57142857,-26.42857143,9.428571429,137.1442857,143225,1134,244998154,194263893,82.93998739,33.40524996,70.9665228,36.69629444,26.1,232723.6667,50483.66667,868014,15355,4.390578729,4.488188829,70655712,5068668,11512291,3981670,15608424
202204,X,US,-17.71428571,-8,-14.57142857,-31.57142857,-20.71428571,7.571428571,140.8157143,126380,950,246456464,195514074,82.62085786,33.00908511,70.30660999,38.37227034,21,232354.3333,49550.66667,886094,18080,3.493246029,3.575050357,74414198,3758486,9295232,2447550,11814846
202205,X,US,-17.28571429,-6.857142857,-14.42857143,-30.57142857,-22.14285714,8,140.1185714,97036,1137,245229433,196952501,82.39639154,30.21743869,69.03634851,40.30408203,14.9,223060.6667,40410,903812,17718,2.623277,2.679950514,76529528,2115330,8324936,1415320,9788632
202206,X,US,-11.14285714,-2.714285714,-0.5714285714,-25,-17.42857143,5.142857143,155.3,72734,1256,246196566,198064183,81.92047847,25.19072621,66.28909241,42.54536004,11.3,214038.6667,31829,920772,16960,2.081531543,2.111079586,77797033,1267505,7928982,826994,8790714
202207,X,US,-11.85714286,-3,-3.714285714,-24.57142857,-18.14285714,5.285714286,158.4414286,49799,1573,247054604,199085551,81.64172397,20.2101627,62.87126566,46.0578178,7.4,199556.6667,19475.33333,936294,15522,1.716919171,1.743923729,78530949,733916,7898816,500922,8422901
202208,X,US,-11.28571429,-6.857142857,-1.142857143,-25.71428571,-21.42857143,6.142857143,161.4342857,35113,1666,247762330,199864953,81.97941817,15.55394854,59.21372056,46.89456299,5.9,188586.6667,10591,948546,12252,1.547665329,1.5686108,79000897,469948,6474411,304404,6794481
202209,X,US,-8.285714286,-3.857142857,5.714285714,-23.14285714,-16.71428571,3.714285714,167.9028571,25561,1943,248316301,200505346,82.12334573,12.12455653,54.81511011,47.9656042,4.5,185849.3333,8138,958617,10071,1.414895186,1.422299129,79341102,340205,6521824,203062,6737927
